N	2gram	Bakhtin_Pr_2	FransuaR
1	и в	43	65
2	то есть	4	45
3	и др	2	24
4	как бы	22	22
5	и не	29	22
6	вовсе не	5	18
7	в сущности	9	16
8	в том	6	16
9	в этом	13	15
10	но в	10	14
11	в нем	12	13
12	мы уже	3	12
13	прежде всего	10	11
14	и на	10	11
15	и его	8	10
16	не только	11	10
17	но и	14	10
18	так и	3	10
19	все эти	5	10
20	в его	10	9
21	во всех	4	9
22	все это	5	9
23	по своему	2	8
24	в своем	4	8
25	здесь в	3	8
26	и даже	3	8
27	за пределы	3	8
28	его в	3	7
29	уже говорили	3	7
30	точки зрения	13	7
31	только в	4	7
32	никогда не	9	6
33	не знает	3	6
34	том что	2	6
35	все же	3	6
36	как мы	10	6
37	времени и	2	6
38	еще не	9	6
39	при этом	6	6
40	может быть	23	6
41	в отношении	3	6
42	сказать что	2	6
43	так как	4	6
44	нашей работы	2	6
45	с его	4	5
46	в одном	12	5
47	еще более	2	5
48	в них	4	5
49	превращается в	2	5
50	отличие от	4	5
51	есть в	3	5
52	или иной	3	5
53	рядом с	5	5
54	для него	8	5
55	и пр	2	5
56	в своей	4	5
57	той или	3	5
58	как в	2	5
59	как и	14	5
60	в той	5	5
61	с их	2	5
62	в своих	2	5
63	между тем	3	5
64	и все	6	5
65	тело и	2	5
66	и к	3	4
67	не в	11	4
68	в узком	2	4
69	отношение к	2	4
70	совершенно не	4	4
71	в самом	7	4
72	из них	2	4
73	и до	4	4
74	сих пор	7	4
75	до сих	7	4
76	мысли и	2	4
77	в их	3	4
78	для нас	2	4
79	в отличие	4	4
80	между ними	4	4
81	во время	4	4
82	и еще	2	4
83	входит в	2	4
84	так сказать	6	4
85	в жизни	3	4
86	не могут	4	3
87	мы будем	3	3
88	но на	2	3
89	что в	4	3
90	это не	3	3
91	на фоне	5	3
92	что он	13	3
93	но все	2	3
94	но это	4	3
95	мы и	2	3
96	в самой	4	3
97	самом деле	5	3
98	и эта	2	3
99	но для	3	3
100	о нем	6	3
101	даже в	3	3
102	к нему	5	3
103	с точки	8	3
104	то что	7	3
105	и их	3	3
106	как раз	4	3
107	не может	18	3
108	в себя	3	3
109	в форме	2	3
110	уже не	3	3
111	с другой	4	3
112	он и	3	3
113	в себе	5	3
114	далеко не	4	3
115	и здесь	3	3
116	с ним	3	3
117	ничего не	3	3
118	и с	5	3
119	в виду	3	3
120	но не	5	2
121	к тому	4	2
122	и без	2	2
123	из этих	2	2
124	раз и	2	2
125	но при	3	2
126	конечно в	2	2
127	его к	2	2
128	бы ни	2	2
129	и так	2	2
130	нам кажется	5	2
131	он был	3	2
132	да и	5	2
133	а затем	2	2
134	узком смысле	2	2
135	в романе	3	2
136	более того	4	2
137	кроме того	3	2
138	до конца	4	2
139	и он	5	2
140	например в	2	2
141	хотя и	5	2
142	он не	9	2
143	и особенно	2	2
144	и для	3	2
145	не укладывается	3	2
146	в целом	2	2
147	в большинстве	9	2
148	на него	3	2
149	в процессе	2	2
150	приводит к	6	2
151	только на	3	2
152	знает только	2	2
153	отношения к	2	2
154	особенно в	2	2
155	и этим	3	2
156	себе самому	4	2
157	но эта	2	2
158	не входит	2	2
159	мы здесь	2	2
160	того что	2	2
161	что не	2	2
162	и наконец	6	2
163	на этот	4	2
164	и очень	2	2
165	не была	3	2
166	в таком	2	2
167	или в	8	2
168	к себе	7	2
169	этот вопрос	4	2
170	их в	4	2
171	он так	2	2
172	в этих	6	2
173	речи и	4	2
174	могут быть	3	2
175	во всем	3	2
176	ни на	3	2
177	о том	5	2
178	и это	4	2
179	дело в	2	2
180	большинстве случаев	8	2
181	говорили что	2	2
