N	2gram	Tiupa_Disk_2	Problema
1	то есть	12	39
2	то что	5	38
3	и не	15	37
4	и в	16	35
5	не только	10	24
6	том что	10	19
7	о том	4	18
8	может быть	16	18
9	в этом	16	17
10	но и	11	16
11	такого рода	9	15
12	в языке	2	15
13	только в	3	14
14	не менее	7	13
15	потому что	4	13
16	не может	9	13
17	в том	8	12
18	также и	3	12
19	что в	5	11
20	прежде всего	7	11
21	и с	2	10
22	говорить о	2	10
23	еще не	6	10
24	а не	14	10
25	в данном	7	10
26	и то	4	10
27	в этой	4	9
28	для себя	2	9
29	что же	2	9
30	пока еще	2	9
31	уже не	3	8
32	все же	6	8
33	тут же	2	8
34	этом случае	2	7
35	не является	4	7
36	все эти	3	7
37	некоторого рода	2	7
38	в его	3	7
39	так и	9	7
40	тем самым	6	7
41	с другой	5	6
42	можно сказать	3	6
43	ни в	7	6
44	но это	3	6
45	о чем	2	6
46	не о	2	6
47	в то	5	6
48	и для	2	6
49	но в	11	6
50	как будто	3	6
51	в области	2	6
52	в частности	12	5
53	или иной	3	5
54	той или	3	5
55	отнюдь не	6	5
56	данном случае	6	5
57	или иного	2	5
58	с одной	4	5
59	и на	5	5
60	и все	3	5
61	как и	16	5
62	но уже	2	5
63	то же	6	5
64	одной стороны	4	5
65	другой стороны	2	5
66	в себе	19	5
67	и это	2	5
68	в этих	3	4
69	в своем	5	4
70	что на	2	4
71	и как	3	4
72	есть в	2	4
73	как бы	4	4
74	все это	2	4
75	а в	2	4
76	в результате	2	4
77	их в	2	4
78	что он	2	4
79	стороны и	2	4
80	на первый	2	4
81	но не	7	4
82	или по	2	4
83	далеко не	2	4
84	из этих	3	3
85	в целом	2	3
86	не было	3	3
87	при этом	17	3
88	и наконец	3	3
89	не знает	3	3
90	в своих	6	3
91	в основе	4	3
92	его в	3	3
93	и того	3	3
94	не нужно	2	3
95	тому как	2	3
96	перед нами	3	2
97	содержит в	2	2
98	в той	2	2
99	не в	3	2
100	является не	2	2
101	совпадает с	2	2
102	сводится к	2	2
103	должно быть	2	2
104	как на	3	2
105	может иметь	2	2
106	в ней	2	2
107	точки зрения	4	2
108	это в	2	2
109	в них	3	2
110	и всякое	2	2
111	но при	2	2
112	не столь	2	2
113	представляет собой	11	2
114	в качестве	16	2
115	мысль о	3	2
116	по преимуществу	2	2
117	он не	3	2
118	а также	8	2
119	еще в	3	2
120	что и	2	2
121	не требует	2	2
122	вместе с	2	2
123	и прежде	2	2
124	входит в	2	2
125	той же	2	2
126	роль в	4	2
127	подобно тому	2	2
128	и ее	3	2
129	здесь не	2	2
