N	2gram	Propp_Isto_1	Literetu
1	а не	15	20
2	и в	28	19
3	может быть	25	17
4	то же	12	12
5	и не	9	11
6	в том	9	10
7	как и	4	10
8	но и	10	10
9	не может	15	9
10	в этом	8	9
11	в то	3	9
12	с другой	6	8
13	не только	12	8
14	пути в	2	8
15	и даже	4	8
16	том что	7	7
17	то что	9	7
18	так и	9	7
19	с одной	4	7
20	не менее	6	6
21	однако в	2	6
22	в себе	2	6
23	одной стороны	4	6
24	при этом	3	6
25	себя в	2	6
26	и на	4	6
27	для всех	2	5
28	столь же	2	5
29	я не	3	5
30	одна из	2	5
31	но не	5	5
32	в качестве	5	5
33	он не	2	5
34	в конечном	2	5
35	вместе с	6	5
36	так в	4	5
37	того что	4	5
38	в рамках	2	4
39	что в	12	4
40	в частности	2	4
41	прежде всего	10	4
42	не в	9	4
43	для него	2	4
44	в ней	7	4
45	в его	5	4
46	еще в	2	4
47	даже в	4	4
48	один из	4	4
49	так что	4	4
50	другой стороны	5	4
51	мы не	10	4
52	по отношению	3	4
53	тем что	3	4
54	в русской	2	4
55	в области	2	4
56	никогда не	14	3
57	что он	10	3
58	в нем	2	3
59	по существу	5	3
60	и как	2	3
61	одним из	2	3
62	но это	4	3
63	в начале	3	3
64	в этой	6	3
65	в путь	4	3
66	и он	3	3
67	во всех	2	3
68	том чтобы	2	3
69	и др	7	3
70	не с	3	3
71	отношению к	3	3
72	со стороны	2	3
73	а именно	4	3
74	в их	3	3
75	то и	2	3
76	и для	4	3
77	так как	6	3
78	право на	2	3
79	а в	7	3
80	и его	3	3
81	и с	4	3
82	в другом	3	3
83	как правило	4	3
84	ничего не	2	3
85	на этом	3	2
86	ни было	2	2
87	же как	2	2
88	с тем	4	2
89	восходит к	5	2
90	для этого	3	2
91	в какой	3	2
92	в одном	5	2
93	вовсе не	2	2
94	в такой	2	2
95	как уже	2	2
96	для нас	13	2
97	в ее	2	2
98	а затем	2	2
99	тем не	6	2
100	тот же	2	2
101	еще не	7	2
102	было бы	7	2
103	без другого	2	2
104	нет в	2	2
105	не так	2	2
106	одной из	2	2
107	не по	2	2
108	как бы	2	2
109	не вполне	2	2
110	был бы	2	2
111	что и	6	2
112	как он	2	2
113	все же	10	2
114	и т	25	2
115	но уже	2	2
116	в целом	2	2
117	из них	3	2
118	могут быть	4	2
119	как раз	2	2
120	и только	2	2
121	к своему	2	2
122	уже не	3	2
123	и что	10	2
124	не более	2	2
125	героя в	5	2
126	что не	2	2
127	из которых	3	2
128	за то	2	2
129	хотя бы	4	2
130	дорога в	2	2
131	не знает	5	2
132	потому что	4	2
133	в основе	4	2
134	пути от	2	2
135	о том	9	2
136	представляет собой	4	2
137	как это	3	2
138	с ним	2	2
139	но в	8	2
