N	2gram	Vygotskiy__4	Myslijsy
1	потому что	12	46
2	в слове	2	32
3	в том	42	32
4	и в	20	30
5	может быть	12	28
6	то же	16	23
7	не только	15	21
8	только в	10	21
9	для нас	4	20
10	но и	9	19
11	том что	35	18
12	то что	15	18
13	того что	10	18
14	что в	19	17
15	не есть	2	17
16	в себе	10	16
17	в сознании	4	15
18	не в	4	15
19	и не	8	15
20	а не	7	15
21	таким образом	25	14
22	что и	9	13
23	так как	10	13
24	точно так	3	12
25	вместе с	8	12
26	а в	2	12
27	если бы	5	12
28	этого слова	11	11
29	так и	5	11
30	что оно	4	11
31	как и	9	10
32	как в	5	10
33	и что	8	10
34	в этом	24	10
35	из этих	2	9
36	для него	2	9
37	было бы	8	9
38	в нем	2	9
39	между тем	9	9
40	тогда когда	8	9
41	в самом	6	8
42	от того	3	8
43	в ней	2	8
44	только что	4	8
45	что мы	7	8
46	и то	10	8
47	слова в	9	7
48	смысле этого	7	7
49	с другой	12	7
50	что слово	2	7
51	к тому	6	7
52	как мы	13	7
53	так что	3	7
54	с тем	6	7
55	но не	3	7
56	в языке	2	7
57	с одной	9	7
58	тем самым	7	7
59	тем что	7	7
60	что он	6	6
61	с этим	5	6
62	из них	4	6
63	те же	6	6
64	указывает на	2	6
65	не может	6	6
66	не имеет	2	6
67	значение слова	7	5
68	уже в	6	5
69	не могут	3	5
70	в каком	2	5
71	словом и	4	5
72	и как	9	5
73	в своем	4	5
74	еще не	2	5
75	в действительности	5	5
76	и тем	8	5
77	по которому	2	5
78	не менее	3	5
79	одно и	6	5
80	к одному	6	5
81	должно быть	3	5
82	тому как	2	5
83	сказать что	6	5
84	слова и	5	5
85	на деле	3	5
86	что это	2	4
87	это слово	2	4
88	столь же	3	4
89	и от	3	4
90	одной и	5	4
91	мы видели	6	4
92	по мере	4	4
93	в смысле	4	4
94	со словом	2	4
95	в его	11	4
96	и между	6	4
97	один из	3	4
98	другой стороны	9	4
99	и его	5	4
100	если не	2	4
101	для того	5	4
102	но вместе	2	4
103	тем же	4	4
104	того как	2	4
105	мы должны	11	4
106	в один	3	4
107	говоря о	2	4
108	далеко не	2	4
109	и это	2	4
110	и при	4	4
111	слово в	6	4
112	место в	2	3
113	могут быть	7	3
114	одним и	3	3
115	тому что	4	3
116	прежде всего	2	3
117	что все	3	3
118	к этому	4	3
119	представить себе	2	3
120	оно имеет	2	3
121	признаков и	2	3
122	а только	3	3
123	именно в	3	3
124	свою очередь	2	3
125	мы можем	5	3
126	что при	2	3
127	в свою	2	3
128	одной стороны	9	3
129	при этом	12	3
130	вслед за	2	3
131	никак не	2	3
132	как бы	7	3
133	в целом	11	3
134	мысли как	2	3
135	со стороны	3	3
136	только на	2	3
137	и тогда	2	3
138	том смысле	2	3
139	к мысли	2	3
140	же словом	4	3
141	представления и	2	3
142	того чтобы	7	3
143	к другой	2	3
144	слово и	2	3
145	к нему	2	3
146	в силу	6	3
147	друг друга	4	3
148	так же	11	3
149	в таком	2	3
150	в каждом	2	3
151	и на	6	3
152	к одной	3	3
153	в начале	2	3
154	самого себя	2	3
155	не знает	2	3
156	его в	6	3
157	в чем	3	3
158	в которой	3	3
159	только не	5	2
160	перед нами	5	2
161	связи с	3	2
162	в какой	3	2
163	свое место	2	2
164	не подлежит	3	2
165	на предмет	2	2
166	находит в	2	2
167	это в	2	2
168	на все	3	2
169	невозможно без	2	2
170	в собственном	7	2
171	показывает что	2	2
172	для развития	2	2
173	его к	4	2
174	на то	5	2
175	же слово	3	2
176	именно то	2	2
177	одной из	3	2
178	что с	4	2
179	на котором	2	2
180	на слово	2	2
181	мы видим	10	2
182	в этой	3	2
183	что они	14	2
184	по своему	4	2
185	но как	2	2
186	у него	2	2
187	но что	3	2
188	и тот	7	2
189	этих признаков	2	2
190	на его	3	2
191	понятия мы	4	2
192	в речи	4	2
193	и той	4	2
194	он говорит	2	2
195	том чтобы	2	2
196	том же	2	2
197	мы уже	5	2
198	этот предмет	4	2
199	в свое	2	2
200	даже в	2	2
201	с таким	3	2
202	все же	5	2
203	от одной	2	2
204	слова не	3	2
205	в своей	7	2
206	образов и	2	2
207	что уже	2	2
208	собственном смысле	7	2
209	мысли и	2	2
210	в их	12	2
211	целый ряд	5	2
212	входит в	2	2
213	тогда как	2	2
214	в виде	3	2
215	а с	2	2
216	этом отношении	7	2
217	для ребенка	2	2
218	развития в	6	2
219	самом деле	7	2
220	что такое	5	2
221	той же	6	2
222	указывать на	2	2
223	в мысли	2	2
224	с этой	4	2
225	понятия и	9	2
226	их в	2	2
227	ни в	3	2
228	языка мы	2	2
229	точки зрения	24	2
230	подобно тому	2	2
231	связь между	2	2
232	бы в	3	2
233	ничего общего	3	2
234	может стать	2	2
235	о том	5	2
236	что эта	3	2
237	которое мы	2	2
238	самое слово	3	2
239	когда мы	2	2
240	в области	4	2
241	понятие о	2	2
242	и с	4	2
243	из него	2	2
