N	2gram	Potebnia_M_4	KulturaY
1	и т	7	33
2	в том	23	30
3	и в	23	24
4	потому что	33	23
5	том что	12	21
6	т п	4	18
7	что в	17	17
8	того чтобы	4	17
9	для того	6	16
10	было бы	8	15
11	т д	3	14
12	в этом	23	14
13	точки зрения	4	14
14	может быть	26	13
15	языка в	2	12
16	таким образом	24	12
17	в его	5	12
18	и не	18	12
19	не в	11	11
20	только в	15	11
21	вовсе не	7	10
22	в силу	7	10
23	в самом	3	10
24	у нас	2	10
25	не только	10	10
26	хотя бы	4	10
27	если бы	13	9
28	то что	29	9
29	отношению к	8	9
30	самом деле	3	9
31	того что	14	9
32	с точки	3	9
33	о том	8	9
34	так как	14	9
35	языка и	3	8
36	по отношению	10	8
37	в языке	16	8
38	то же	14	8
39	уже не	3	8
40	а не	12	8
41	тем что	10	8
42	о языке	2	8
43	не менее	5	7
44	в них	3	7
45	с другой	2	7
46	связи с	3	7
47	как бы	5	7
48	вместе с	6	7
49	что язык	7	7
50	не может	11	7
51	это не	7	7
52	бы в	2	7
53	в области	2	7
54	так и	6	7
55	тогда когда	8	6
56	именно в	3	6
57	что он	4	6
58	при этом	15	6
59	на себе	3	6
60	что такое	7	6
61	только потому	4	6
62	в ней	2	6
63	язык есть	7	6
64	но и	11	6
65	что же	5	6
66	все это	5	6
67	можно было	2	6
68	все эти	3	6
69	в которых	3	6
70	мы имеем	4	6
71	в которой	6	6
72	с тем	7	5
73	что это	7	5
74	по крайней	5	5
75	к тому	3	5
76	крайней мере	5	5
77	еще не	3	5
78	что не	6	5
79	например в	3	5
80	всяком случае	3	5
81	и что	7	5
82	но уже	3	5
83	в виду	3	5
84	в той	4	5
85	а в	5	5
86	и его	2	5
87	во всяком	5	5
88	между тем	9	5
89	так сказать	5	5
90	с ним	5	5
91	и с	4	5
92	переход от	3	4
93	в этих	3	4
94	и потому	10	4
95	что эти	3	4
96	на то	7	4
97	в нем	7	4
98	есть в	5	4
99	в таких	2	4
100	один из	2	4
101	что и	7	4
102	не есть	9	4
103	тем не	4	4
104	сих пор	4	4
105	со стороны	3	4
106	до сих	4	4
107	как в	7	4
108	внимание на	5	4
109	с этим	7	4
110	того как	6	4
111	в самой	2	4
112	тем самым	4	4
113	в науке	3	4
114	так что	5	4
115	так же	4	4
116	с ними	3	4
117	и на	3	4
118	в данном	4	4
119	из этих	2	4
120	слова и	5	4
121	там где	3	4
122	что так	2	3
123	значение слова	5	3
124	уже в	5	3
125	уже и	2	3
126	состоит в	2	3
127	из одного	3	3
128	его к	2	3
129	то это	8	3
130	можно сказать	4	3
131	в первом	3	3
132	только тогда	5	3
133	очевидно что	7	3
134	что слово	10	3
135	со словом	3	3
136	в свою	2	3
137	мере того	4	3
138	и может	4	3
139	и если	3	3
140	в сущности	2	3
141	это слово	4	3
142	на том	2	3
143	этого слова	7	3
144	в котором	4	3
145	по мере	7	3
146	в истории	4	3
147	даже в	2	3
148	оно не	2	3
149	не с	2	3
150	на его	3	3
151	что она	2	3
152	тому что	2	3
153	в своем	8	3
154	не было	12	3
155	есть лишь	2	3
156	и даже	2	3
157	в таком	4	3
158	должно быть	5	3
159	той же	3	3
160	несколько слов	2	3
161	и здесь	2	3
162	и то	5	3
163	то мы	3	3
164	хотя и	5	3
165	в речи	3	3
166	даже и	3	3
167	себе в	3	3
168	в себе	14	3
169	а если	2	3
170	в одном	4	3
171	я не	2	2
172	том и	2	2
173	и более	4	2
174	до того	3	2
175	и есть	3	2
176	никогда не	3	2
177	превращается в	2	2
178	и все	4	2
179	что все	4	2
180	в каждом	3	2
181	на самом	3	2
182	так или	2	2
183	не всегда	3	2
184	значение и	2	2
185	не могут	2	2
186	вопрос о	2	2
187	по себе	11	2
188	когда оно	2	2
189	если мы	2	2
190	в смысле	3	2
191	в то	4	2
192	для нас	14	2
193	этом случае	5	2
194	что его	2	2
195	как и	14	2
196	и как	2	2
197	это есть	3	2
198	и при	2	2
199	что если	6	2
200	в большинстве	2	2
201	формы в	3	2
202	же время	3	2
203	тот же	2	2
204	внутренняя форма	2	2
205	было в	3	2
206	в это	2	2
207	и мы	5	2
208	и сами	2	2
209	если б	4	2
210	языка то	2	2
211	рано или	2	2
212	конечно не	2	2
213	между прочим	3	2
214	или поздно	2	2
215	обратить внимание	2	2
216	между собою	4	2
217	том же	2	2
218	тем более	5	2
219	и значение	3	2
220	в состоянии	2	2
221	и тем	4	2
222	и мысли	2	2
223	дело не	2	2
224	бы и	5	2
225	а именно	4	2
226	то и	4	2
227	мы говорим	7	2
228	он не	2	2
229	и для	2	2
230	в разных	3	2
231	все равно	3	2
232	в слове	22	2
233	лишь в	3	2
234	этих случаях	2	2
235	должны быть	3	2
236	мысли а	2	2
237	на этот	2	2
238	между ними	4	2
239	не имеет	5	2
240	во многих	2	2
241	когда мы	6	2
242	слов в	4	2
243	или иначе	2	2
244	иное как	2	2
245	которое в	3	2
246	в более	2	2
247	может иметь	2	2
248	то нам	2	2
249	в каком	4	2
250	что я	11	2
251	есть наука	2	2
252	видно что	4	2
253	могли бы	4	2
254	слово с	6	2
255	тогда как	4	2
256	в значении	3	2
257	связанная с	3	2
258	есть средство	4	2
259	с языком	2	2
260	но в	8	2
261	это было	2	2
