N	2gram	Propp_Isto_4	Myshleni
1	таким образом	10	26
2	в том	3	24
3	и в	26	23
4	том что	3	21
5	в целом	2	20
6	то что	16	17
7	в этом	7	17
8	так же	18	16
9	не только	15	16
10	того что	2	15
11	что в	14	14
12	может быть	14	14
13	но и	12	14
14	как и	7	14
15	в его	5	14
16	с помощью	2	13
17	не может	6	12
18	как бы	3	11
19	сказать что	2	11
20	представляет собой	2	11
21	с другой	4	10
22	в качестве	7	9
23	другой стороны	4	9
24	и не	9	9
25	и с	5	9
26	вместе с	6	9
27	нас к	7	8
28	и на	2	8
29	то же	8	8
30	вопрос о	4	7
31	в этой	2	7
32	так как	9	7
33	с тем	2	7
34	что он	10	7
35	в другом	5	7
36	с этой	2	6
37	же как	13	6
38	и тем	2	6
39	от того	2	6
40	все это	2	6
41	лишь в	2	6
42	потому что	6	6
43	с этим	2	6
44	в силу	5	6
45	о том	4	6
46	по сравнению	3	6
47	связь между	2	6
48	и его	10	6
49	мы можем	6	6
50	тем что	5	6
51	в себе	2	6
52	только в	3	6
53	перед нами	3	5
54	и как	5	5
55	на то	3	5
56	по себе	2	5
57	что мы	3	5
58	мы должны	5	5
59	и все	2	5
60	если бы	2	5
61	но в	5	5
62	и более	3	5
63	сравнению с	3	5
64	а затем	3	5
65	по своей	2	5
66	и что	5	5
67	он не	7	5
68	так и	10	5
69	как мы	5	5
70	связан с	3	5
71	но не	5	4
72	только что	3	4
73	не в	5	4
74	при этом	3	4
75	что она	3	4
76	в свете	3	4
77	о природе	3	4
78	все эти	3	4
79	их в	7	4
80	в одном	5	4
81	к этому	5	4
82	по существу	3	4
83	было бы	2	4
84	в своей	4	4
85	сих пор	5	4
86	как в	7	4
87	говорит что	2	4
88	хотя бы	2	4
89	мы видим	6	4
90	ни в	2	4
91	этого слова	2	4
92	до сих	5	4
93	уже в	2	3
94	что это	2	3
95	в своем	2	3
96	из этих	3	3
97	показывает что	10	3
98	что они	6	3
99	и если	3	3
100	показывают что	2	3
101	и других	3	3
102	в которых	4	3
103	вовсе не	4	3
104	в одной	3	3
105	этот вопрос	2	3
106	во всем	3	3
107	же самое	2	3
108	как он	6	3
109	смысле этого	2	3
110	превращается в	7	3
111	не могло	2	3
112	об этом	7	3
113	привели нас	2	3
114	она не	3	3
115	все же	9	3
116	а не	6	3
117	из которых	5	3
118	на этот	2	3
119	и то	6	3
120	он в	4	3
121	могут быть	6	3
122	связи с	3	3
123	в области	2	3
124	ничего не	5	3
125	связана с	2	2
126	на вопрос	3	2
127	в частности	2	2
128	никогда не	2	2
129	что у	3	2
130	от них	2	2
131	нечто подобное	2	2
132	но все	5	2
133	на этом	2	2
134	о чем	3	2
135	хотя и	2	2
136	не имеет	3	2
137	он показывает	2	2
138	мы видели	6	2
139	с той	2	2
140	не к	2	2
141	данном случае	3	2
142	и вот	2	2
143	в связь	3	2
144	и даже	4	2
145	а в	8	2
146	что этот	4	2
147	но этот	2	2
148	в этих	7	2
149	человека с	3	2
150	тех же	2	2
151	как это	3	2
152	главным образом	2	2
153	он может	2	2
154	содержится в	2	2
155	он должен	3	2
156	с собой	5	2
157	только тогда	3	2
158	приводит нас	4	2
159	указывает на	4	2
160	тех случаях	2	2
161	даже в	4	2
162	когда он	6	2
163	в современной	2	2
164	на него	3	2
165	того как	4	2
166	уже не	5	2
167	и пр	11	2
168	между ними	3	2
169	к этим	2	2
170	на которой	2	2
171	в данном	3	2
172	и при	3	2
173	между двумя	12	2
174	в виде	2	2
175	его на	4	2
176	представляют собой	4	2
177	что эта	3	2
178	там где	3	2
