N	2gram	Voloshinov_1	Problemy
1	и в	19	35
2	как бы	15	31
3	и не	26	27
4	что он	2	24
5	в его	6	21
6	но в	7	19
7	не может	24	18
8	как и	12	18
9	в нем	10	16
10	к другому	3	16
11	то же	7	15
12	и все	5	15
13	но и	8	14
14	для него	9	14
15	может быть	26	14
16	все это	3	14
17	в сущности	3	14
18	и его	19	14
19	в этом	16	14
20	он не	3	13
21	прежде всего	13	12
22	и с	2	12
23	и к	3	12
24	в другом	2	12
25	в пределах	6	11
26	в то	3	11
27	слова и	3	11
28	не в	5	10
29	самом деле	10	10
30	же время	3	10
31	не только	8	10
32	то что	8	10
33	в отношении	4	9
34	на самом	3	9
35	самого начала	4	8
36	так и	11	8
37	с самого	4	8
38	мы уже	2	8
39	все же	8	8
40	как мы	13	8
41	и для	11	8
42	лишь в	9	7
43	так же	7	7
44	а в	4	7
45	точки зрения	34	7
46	вовсе не	5	7
47	еще не	4	7
48	себе и	2	7
49	отношению к	2	7
50	что же	4	7
51	отношении к	4	7
52	там где	2	7
53	таким образом	17	7
54	что в	4	6
55	в каждом	7	6
56	к тому	2	6
57	в самом	10	6
58	и на	4	6
59	не знает	2	6
60	от него	2	6
61	и т.п	10	6
62	в слове	10	6
63	по отношению	3	6
64	только в	9	6
65	в конце	5	5
66	в том	6	5
67	во внутренний	2	5
68	как к	2	5
69	пределах одного	2	5
70	и даже	2	5
71	этого слова	2	5
72	как в	4	5
73	внутренней речи	9	5
74	к своему	2	5
75	в себе	2	5
76	и это	3	5
77	никогда не	2	4
78	с другой	5	4
79	переходим к	3	4
80	или иной	3	4
81	но все	3	4
82	до конца	5	4
83	же и	2	4
84	всяком случае	2	4
85	рядом с	5	4
86	между тем	3	4
87	говорит он	2	4
88	его в	3	4
89	так как	2	4
90	бы в	2	4
91	сознания и	3	4
92	как раз	2	4
93	по себе	4	4
94	тот же	4	4
95	нет и	4	4
96	в своей	3	4
97	только на	4	4
98	и прежде	2	4
99	а не	7	4
100	что не	2	4
101	во всяком	5	4
102	тем что	2	4
103	в чем	2	4
104	то ни	8	3
105	и от	3	3
106	его к	2	3
107	словом и	2	3
108	ни было	10	3
109	высшей степени	3	3
110	дело идет	4	3
111	в виду	2	3
112	с ее	2	3
113	бы то	8	3
114	из них	3	3
115	другой стороны	6	3
116	в одной	2	3
117	все эти	7	3
118	к одному	4	3
119	того что	3	3
120	должно быть	2	3
121	для других	2	3
122	сказать что	4	3
123	и во	2	3
124	нуждается в	3	3
125	в начале	5	3
126	мы должны	3	3
127	в высшей	3	3
128	в котором	3	3
129	внутренняя речь	9	3
130	установкой на	2	3
131	не как	2	3
132	с этим	4	3
133	этом смысле	2	3
134	в ее	7	3
135	это и	3	3
136	том что	3	3
137	было бы	4	3
138	за пределы	5	3
139	во всех	7	3
140	конце концов	3	3
141	что и	2	3
142	сводится к	3	3
143	и т.д	2	3
144	ничего не	6	3
145	так сказать	6	2
146	не менее	4	2
147	места в	3	2
148	и внешнего	4	2
149	тому что	2	2
150	мысль и	2	2
151	с этой	2	2
152	что все	2	2
153	вопрос о	4	2
154	мы знаем	5	2
155	ни в	2	2
156	в дальнейшем	3	2
157	в большинстве	3	2
158	при этом	8	2
159	совпадает с	2	2
160	мог бы	2	2
161	в эти	2	2
162	речи в	3	2
163	понятно что	3	2
164	в своем	2	2
165	не понята	2	2
166	те же	5	2
167	не просто	2	2
168	но для	2	2
169	в ней	4	2
170	о том	2	2
171	как он	2	2
172	в первом	3	2
173	большинстве случаев	3	2
174	мысли в	2	2
175	слово в	3	2
176	нет ни	2	2
177	а как	3	2
178	и та	2	2
179	смысле этого	3	2
180	конечно в	2	2
181	одному знаменателю	2	2
182	быть в	2	2
183	и того	6	2
184	то в	2	2
185	здесь в	3	2
186	но именно	3	2
187	одной из	3	2
188	конечно не	5	2
189	мы говорили	3	2
190	вполне понятно	3	2
191	внутреннего и	3	2
192	друг друга	8	2
193	и этот	2	2
194	войти в	3	2
195	благодаря этому	2	2
196	быть и	3	2
197	этот процесс	3	2
198	бы и	2	2
199	в отличие	5	2
200	на этот	3	2
201	и он	2	2
202	и как	3	2
203	хотя бы	5	2
204	с точки	20	2
205	в которой	3	2
206	той же	2	2
207	без исключения	8	2
208	или в	2	2
209	можно было	2	2
210	с другими	3	2
211	мы можем	2	2
212	между двумя	3	2
213	внутренней жизни	4	2
214	и вообще	2	2
215	глаза и	2	2
216	из этого	2	2
217	этими двумя	2	2
218	отличие от	5	2
