N	2gram	Losev_Prob_5	DiskursI
1	в качестве	4	34
2	не только	18	28
3	в том	12	23
4	а не	5	22
5	то есть	21	20
6	том что	17	19
7	может быть	7	17
8	и в	30	16
9	как и	7	16
10	в этом	17	15
11	еще не	3	14
12	но и	13	14
13	при этом	4	13
14	прежде всего	6	11
15	но не	7	11
16	и не	12	11
17	по своей	2	11
18	с другой	6	10
19	как в	2	10
20	далеко не	4	10
21	в частности	4	9
22	в нем	6	9
23	отношению к	2	9
24	одной стороны	3	9
25	по отношению	2	9
26	не может	5	9
27	с одной	3	9
28	а также	3	8
29	отнюдь не	4	8
30	так и	7	8
31	о том	12	8
32	но в	9	8
33	в его	12	7
34	то же	2	7
35	в себе	4	7
36	только в	9	7
37	не в	7	7
38	в своем	11	6
39	и как	6	6
40	к тому	2	5
41	можно сказать	6	5
42	в силу	5	5
43	как бы	6	5
44	в котором	2	5
45	в своей	22	5
46	то что	18	5
47	а с	4	5
48	а в	6	5
49	в эпоху	3	5
50	и на	6	5
51	в данном	2	5
52	что в	5	4
53	в них	2	4
54	для себя	5	4
55	во втором	2	4
56	и к	4	4
57	что он	7	4
58	уже не	6	4
59	связи с	7	4
60	на его	2	4
61	такого рода	2	4
62	и о	5	4
63	отношение к	2	4
64	внимание на	3	4
65	что не	2	4
66	потому что	13	4
67	между тем	2	4
68	однако в	3	3
69	того же	4	3
70	это не	2	3
71	по мысли	2	3
72	в одной	2	3
73	по себе	2	3
74	что и	6	3
75	в ее	3	3
76	в свою	2	3
77	в самом	5	3
78	еще в	5	3
79	один из	2	3
80	хотя бы	2	3
81	все же	9	3
82	мог быть	2	3
83	из них	2	3
84	ли не	2	3
85	таким образом	13	3
86	именно в	3	3
87	того что	3	3
88	другой стороны	6	3
89	и даже	14	3
90	сказать что	9	3
91	тем что	2	3
92	точки зрения	10	3
93	в то	4	3
94	также и	12	3
95	мира в	3	3
96	разного рода	4	2
97	в противоположность	3	2
98	не менее	5	2
99	по словам	2	2
100	никогда не	7	2
101	о котором	3	2
102	и без	2	2
103	том числе	2	2
104	в какой	2	2
105	по крайней	4	2
106	и все	9	2
107	в одном	3	2
108	к этому	2	2
109	не всегда	3	2
110	однако на	2	2
111	в году	5	2
112	об этом	4	2
113	крайней мере	4	2
114	в античной	2	2
115	в значительной	2	2
116	есть в	2	2
117	указывает на	3	2
118	стороны это	2	2
119	в начале	3	2
120	обратить внимание	3	2
121	хотя и	8	2
122	будто бы	5	2
123	и тем	3	2
124	когда он	2	2
125	данном случае	2	2
126	жизни в	4	2
127	поскольку в	3	2
128	уже в	2	2
129	как мы	2	2
130	и что	6	2
131	свидетельствует о	2	2
132	в науке	2	2
133	и он	4	2
134	и его	6	2
135	или в	4	2
136	здесь в	2	2
137	во всяком	2	2
138	мы имеем	2	2
139	что касается	3	2
140	в другом	3	2
141	и вообще	9	2
142	в этой	10	2
143	они не	2	2
144	едва ли	4	2
145	в виду	3	2
