N	2gram	Vygotskiy__1	Analitik
1	в этом	12	18
2	в частности	3	16
3	и в	31	16
4	не только	13	16
5	так и	3	15
6	как и	16	14
7	в том	30	12
8	но и	2	12
9	и не	16	12
10	том что	16	12
11	в качестве	2	11
12	иначе говоря	5	11
13	могут быть	11	10
14	как бы	5	10
15	при этом	19	10
16	а не	13	10
17	и даже	6	9
18	в этой	3	9
19	ничего не	2	9
20	то есть	26	9
21	отнюдь не	6	8
22	состоит в	3	8
23	в целом	5	8
24	представляет собой	2	8
25	к тому	4	7
26	в себе	4	7
27	то что	32	7
28	о том	7	7
29	с другой	5	6
30	в самом	11	6
31	может быть	22	6
32	как это	4	6
33	но в	3	6
34	говорит о	2	5
35	и к	3	5
36	с одной	5	5
37	не менее	2	4
38	только не	3	4
39	в своем	3	4
40	столь же	4	4
41	в конце	3	4
42	у него	4	4
43	уже не	2	4
44	тому же	3	4
45	не в	11	4
46	но не	3	4
47	того же	2	4
48	тем самым	2	4
49	одной стороны	6	4
50	в сущности	10	4
51	имеет место	2	4
52	совпадает с	4	4
53	и тем	2	4
54	как в	9	4
55	все это	8	4
56	как раз	2	4
57	не может	17	4
58	и его	7	4
59	то же	5	4
60	хотя и	3	4
61	точки зрения	15	4
62	только в	14	4
63	в сознании	2	4
64	в себя	2	4
65	казалось бы	2	3
66	никогда не	8	3
67	прежде всего	4	3
68	этого слова	4	3
69	что на	3	3
70	тем не	2	3
71	так что	5	3
72	есть в	7	3
73	по поводу	2	3
74	было бы	6	3
75	несмотря на	5	3
76	и если	4	3
77	мы имеем	4	3
78	что и	13	3
79	из них	2	3
80	со стороны	4	3
81	приводит к	2	3
82	только на	3	3
83	если бы	6	3
84	этом отношении	2	3
85	а в	6	3
86	как мы	2	3
87	тому как	7	3
88	и то	2	3
89	в результате	4	3
90	случае в	3	3
91	подобно тому	5	3
92	как будто	5	3
93	бы в	2	3
94	в конечном	3	3
95	и все	5	3
96	художественного произведения	17	2
97	того что	10	2
98	речь идет	3	2
99	уже и	2	2
100	для всех	4	2
101	тот кто	2	2
102	в состоянии	3	2
103	он же	2	2
104	в одном	2	2
105	что все	3	2
106	этом смысле	2	2
107	к этому	4	2
108	вовсе не	6	2
109	или иных	2	2
110	по себе	9	2
111	на то	10	2
112	теми же	2	2
113	конечном счете	3	2
114	отличие от	4	2
115	по существу	4	2
116	из его	3	2
117	должна была	2	2
118	все что	3	2
119	что в	23	2
120	что с	2	2
121	она не	5	2
122	о чем	2	2
123	в своей	3	2
124	в котором	4	2
125	себе не	3	2
126	даже в	2	2
127	один из	4	2
128	не есть	3	2
129	как говорит	2	2
130	и их	2	2
131	в отличие	3	2
132	вместе с	8	2
133	что она	6	2
134	вслед за	6	2
135	другой стороны	5	2
136	в нас	2	2
137	таким образом	20	2
138	той же	3	2
139	т е	3	2
140	те же	4	2
141	тех или	2	2
142	и для	5	2
143	с точки	2	2
144	и другими	3	2
145	так же	12	2
146	роль в	3	2
147	на основе	2	2
148	в таком	3	2
149	никак не	4	2
150	между тем	4	2
151	и во	2	2
152	одно из	2	2
153	он не	3	2
154	это только	2	2
155	в то	5	2
156	в его	6	2
157	в поэзии	2	2
158	его в	2	2
159	в этих	4	2
160	таком случае	2	2
161	в произведении	3	2
162	сказать что	7	2
163	с ним	2	2
164	в лирическом	2	2
165	стало быть	2	2
