N	2gram	Bakhtin_Pr_2	Formalny
1	и в	45	38
2	в этом	20	27
3	может быть	18	23
4	и пр	2	21
5	и его	8	21
6	таким образом	11	20
7	и не	42	20
8	в самом	13	16
9	прежде всего	11	15
10	не в	8	15
11	не может	24	14
12	в нем	20	13
13	но и	15	13
14	в пределах	4	12
15	с его	8	11
16	в том	8	11
17	вовсе не	7	11
18	в его	22	10
19	с другими	7	10
20	и с	7	9
21	как и	14	9
22	при этом	2	9
23	в процессе	2	9
24	не только	16	9
25	на почве	4	9
26	что и	5	8
27	все же	4	8
28	так и	3	8
29	самом деле	4	8
30	тем что	2	8
31	точки зрения	19	8
32	что в	6	7
33	по себе	8	7
34	для него	9	7
35	в своей	6	7
36	этом отношении	2	7
37	как мы	8	7
38	лишь в	2	7
39	уже не	6	7
40	с точки	9	7
41	не было	2	6
42	все время	3	6
43	в результате	3	6
44	то что	5	6
45	в истории	2	6
46	для понимания	2	6
47	и ее	7	6
48	в ней	7	6
49	было бы	4	6
50	в их	4	6
51	то же	5	6
52	все эти	4	6
53	а не	10	6
54	как раз	6	6
55	могут быть	4	6
56	он не	9	6
57	только в	9	6
58	а в	3	6
59	хотя бы	5	6
60	должна быть	3	5
61	если бы	2	5
62	что он	7	5
63	именно в	3	5
64	же время	3	5
65	во всех	4	5
66	что же	4	5
67	и для	2	5
68	всего этого	3	5
69	более того	5	5
70	в основе	2	5
71	в то	5	5
72	бы в	5	5
73	не как	6	4
74	к этому	4	4
75	мы видели	3	4
76	в дальнейшем	2	4
77	что они	3	4
78	в большинстве	2	4
79	в сторону	2	4
80	здесь и	2	4
81	в сущности	7	4
82	дело идет	6	4
83	не о	2	4
84	как бы	15	4
85	и к	2	4
86	из них	9	4
87	в некоторых	2	4
88	как в	4	4
89	за счет	2	4
90	входит в	9	4
91	в особенности	2	4
92	что не	5	4
93	и даже	3	4
94	даже и	2	4
95	там где	6	4
96	здесь не	2	4
97	они не	2	4
98	ничего не	3	4
99	так как	5	4
100	но в	6	4
101	а лишь	3	3
102	же как	4	3
103	для них	3	3
104	была бы	3	3
105	а о	3	3
106	к действительности	2	3
107	и др	4	3
108	а как	4	3
109	и здесь	2	3
110	и как	2	3
111	но все	4	3
112	зависимости от	3	3
113	как ее	2	3
114	своего развития	2	3
115	например в	2	3
116	в зависимости	3	3
117	не является	3	3
118	его с	2	3
119	не есть	2	3
120	в целом	5	3
121	жизни и	15	3
122	и их	6	3
123	и до	4	3
124	все это	5	3
125	и прежде	2	3
126	большинстве случаев	2	3
127	к нему	11	3
128	того что	3	3
129	не входит	2	3
130	или в	2	3
131	и на	7	3
132	хотя и	2	3
133	чем же	2	3
134	он и	4	3
135	как к	2	3
136	слова в	4	3
137	но ведь	3	3
138	его в	3	3
139	так сказать	7	3
140	в области	2	3
141	это было	2	3
142	уже в	4	2
143	сам он	2	2
144	и более	2	2
145	правда в	2	2
146	и другие	4	2
147	никогда не	17	2
148	в этих	4	2
149	для этого	3	2
150	характерно что	2	2
151	перед нами	4	2
152	от его	2	2
153	это не	3	2
154	в одной	5	2
155	в конце	4	2
156	представление о	2	2
157	между ними	4	2
158	а только	2	2
159	в ее	3	2
160	относится и	2	2
161	до конца	7	2
162	как его	2	2
163	том что	7	2
164	идет о	2	2
165	но это	2	2
166	от него	3	2
167	но не	6	2
168	или же	2	2
169	но как	2	2
170	она не	5	2
171	и о	2	2
172	конце концов	3	2
173	в котором	7	2
174	даже в	6	2
175	не так	2	2
176	один из	2	2
177	есть только	4	2
178	в развитии	2	2
179	этом смысле	5	2
180	отношение к	8	2
181	ни в	2	2
182	не по	3	2
183	ее в	2	2
184	со стороны	4	2
185	а именно	3	2
186	слово и	2	2
187	нигде не	6	2
188	точке зрения	3	2
189	и других	3	2
190	находится в	2	2
191	превращается в	4	2
192	в той	3	2
193	тем самым	2	2
194	не имеет	3	2
195	и по	2	2
196	должно быть	4	2
197	быть даже	2	2
198	что для	2	2
199	в таком	3	2
200	с ними	4	2
201	этот вопрос	4	2
202	их в	7	2
203	сказать что	5	2
204	ничем не	2	2
205	и от	3	2
206	как особый	2	2
207	ее с	3	2
208	в художественном	3	2
209	что эта	2	2
210	в чем	2	2
211	потому что	8	2
212	как это	2	2
213	в которой	2	2
214	с ним	8	2
215	отметить что	2	2
216	слово в	3	2
217	в виду	2	2
