N	2gram	Tiupa_Anal_3	Problema
1	и не	12	28
2	то есть	10	27
3	не только	22	24
4	только в	2	23
5	в том	9	20
6	и в	18	20
7	все эти	2	16
8	то что	2	15
9	было бы	3	14
10	той или	3	14
11	но и	13	14
12	точки зрения	3	14
13	перед нами	4	13
14	или иной	5	13
15	не в	6	13
16	не есть	4	12
17	в себе	2	12
18	том что	12	12
19	прежде всего	5	11
20	по себе	4	11
21	с точки	2	11
22	не менее	4	10
23	тем не	2	10
24	отнюдь не	4	10
25	в качестве	12	10
26	не является	5	10
27	так и	14	10
28	и его	13	10
29	едва ли	3	10
30	может быть	9	9
31	все это	3	9
32	и даже	8	9
33	в этом	14	9
34	что он	4	8
35	таким образом	4	8
36	в той	2	8
37	в результате	5	8
38	во всяком	2	8
39	и все	2	8
40	но в	2	8
41	с другой	7	7
42	это не	2	7
43	еще не	6	7
44	такого рода	5	7
45	мы не	3	7
46	и потому	2	7
47	то же	3	7
48	именно в	3	7
49	а не	9	7
50	сказать что	2	7
51	в ней	2	7
52	здесь не	3	7
53	об этом	2	6
54	и без	3	6
55	и от	2	6
56	по крайней	4	6
57	а также	2	6
58	как и	14	6
59	есть не	2	6
60	по своему	2	6
61	при этом	11	6
62	крайней мере	4	6
63	другой стороны	5	6
64	в данном	4	6
65	мы имеем	5	6
66	но не	7	5
67	хотя и	2	5
68	в нем	2	5
69	можно сказать	4	5
70	в ее	3	5
71	да и	2	5
72	вместе с	2	5
73	данном случае	3	5
74	как в	3	5
75	не может	2	5
76	в них	2	5
77	уже не	5	5
78	когда мы	2	5
79	о том	6	5
80	уже в	3	4
81	с тем	2	4
82	и для	2	4
83	в одном	4	4
84	и ее	2	4
85	это и	2	4
86	в этой	6	4
87	тем самым	4	4
88	указывает на	3	4
89	только не	3	4
90	несмотря на	2	4
91	что она	2	4
92	как бы	10	4
93	всяком случае	2	4
94	же в	2	4
95	во всех	2	4
96	с этим	3	4
97	а в	10	4
98	что не	3	4
99	жизнь и	3	4
100	как раз	7	4
101	в то	3	4
102	к тому	6	3
103	для всех	2	3
104	были бы	3	3
105	все они	2	3
106	о себе	2	3
107	у пушкина	3	3
108	в жизни	2	3
109	и к	4	3
110	для него	6	3
111	и как	4	3
112	в начале	6	3
113	имеем дело	4	3
114	совершенно не	2	3
115	вплоть до	2	3
116	в его	7	3
117	только к	2	3
118	что и	5	3
119	что в	9	3
120	дело не	3	3
121	второго порядка	2	3
122	бы и	2	3
123	в своем	4	3
124	не было	3	3
125	еще и	3	3
126	самом деле	2	3
127	что мы	2	3
128	и на	4	3
129	тем что	2	3
130	но как	3	3
131	как это	3	3
132	мы можем	2	3
133	но они	2	2
134	в частности	12	2
135	однако в	5	2
136	со своей	8	2
137	столь же	4	2
138	в конце	5	2
139	с его	8	2
140	сама по	2	2
141	о которых	2	2
142	тому же	3	2
143	тот или	2	2
144	то в	2	2
145	что они	3	2
146	в пределах	4	2
147	со всеми	2	2
148	на его	2	2
149	в самом	5	2
150	нам представляется	2	2
151	по преимуществу	2	2
152	как показывает	2	2
153	он не	6	2
154	чистом виде	2	2
155	нам кажется	2	2
156	все же	4	2
157	с ее	3	2
158	себя в	4	2
159	не будет	3	2
160	в сравнении	2	2
161	говорит о	2	2
162	и прежде	2	2
163	дело с	3	2
164	уже по	2	2
165	то ли	2	2
166	и он	2	2
167	и по	2	2
168	сравнении с	2	2
169	в значительной	2	2
170	говорить о	3	2
171	во всем	3	2
172	далеко не	4	2
173	его в	3	2
174	дело в	2	2
175	того же	5	2
