N	2gram	Tiupa_Disk_1	FransuaR
1	и в	16	56
2	то есть	20	24
3	в его	7	18
4	таким образом	3	17
5	в этом	15	14
6	в том	23	13
7	так и	8	13
8	и его	2	12
9	в то	3	12
10	как бы	5	11
11	и т.п	12	11
12	в них	4	11
13	то же	7	11
14	же время	4	10
15	еще не	14	10
16	в эпоху	5	10
17	только в	7	9
18	в самом	3	9
19	но и	14	9
20	и не	11	9
21	том что	19	8
22	по своему	3	8
23	в сущности	2	8
24	не только	28	8
25	и др	2	8
26	в нем	9	8
27	во всех	5	8
28	и даже	3	8
29	в частности	9	7
30	как мы	2	7
31	и на	5	7
32	прежде всего	11	6
33	в ее	3	6
34	в этой	2	6
35	своего времени	2	6
36	языка и	2	6
37	эпохи и	2	6
38	потому что	4	6
39	на его	4	6
40	точки зрения	3	6
41	связи с	4	6
42	и все	2	6
43	но в	8	6
44	но не	11	5
45	с его	4	5
46	никогда не	2	5
47	в пределах	2	5
48	с ее	2	5
49	как и	16	5
50	одним из	2	5
51	один из	3	5
52	своего рода	8	5
53	в процессе	5	5
54	что в	4	5
55	не было	7	5
56	роль в	7	5
57	они не	2	5
58	так сказать	2	5
59	времени и	3	4
60	и ее	2	4
61	в себе	7	4
62	в качестве	34	4
63	например в	2	4
64	и к	4	4
65	за пределы	2	4
66	и потому	3	4
67	с одной	9	4
68	при этом	13	4
69	в основе	7	4
70	в своих	3	4
71	о том	8	4
72	по своей	11	4
73	в особенности	4	4
74	в едином	2	3
75	том числе	2	3
76	перед нами	3	3
77	в своем	6	3
78	или меньшей	2	3
79	в литературе	2	3
80	более того	2	3
81	большей или	2	3
82	здесь в	2	3
83	существенную роль	3	3
84	может быть	17	3
85	и о	4	3
86	одной из	4	3
87	а также	8	3
88	что и	3	3
89	то что	5	3
90	в форме	2	3
91	в их	5	3
92	в году	2	3
93	уже не	4	3
94	времени в	2	3
95	не в	7	3
96	сказать что	3	3
97	между тем	4	3
98	характер и	2	3
99	к его	2	3
100	в другом	2	3
101	и т.д	4	3
102	к которому	2	3
103	с другой	10	2
104	это не	3	2
105	уже в	2	2
106	не как	4	2
107	и во	2	2
108	в одном	2	2
109	это в	2	2
110	к этому	2	2
111	для понимания	2	2
112	что он	4	2
113	можно сказать	5	2
114	так например	2	2
115	и как	6	2
116	числе и	2	2
117	для него	4	2
118	одной стороны	9	2
119	картина мира	3	2
120	в действительности	3	2
121	из них	3	2
122	а в	5	2
123	к ним	3	2
124	хотя и	2	2
125	в котором	5	2
126	точка зрения	2	2
127	все же	3	2
128	в своей	5	2
129	когда он	2	2
130	его как	2	2
131	дело не	2	2
132	данном случае	2	2
133	или менее	2	2
134	другой стороны	3	2
135	целый ряд	2	2
136	не может	9	2
137	как к	2	2
138	с некоторыми	2	2
139	в значительной	2	2
140	а не	22	2
141	в данном	5	2
142	также и	3	2
143	в которых	4	2
144	той или	3	2
145	для своего	2	2
146	далеко не	10	2
147	зрения на	3	2
148	более или	2	2
