N	2gram	Bakhtin_Fr_8	Vvedenie
1	и в	56	32
2	в том	13	31
3	в этом	14	30
4	может быть	3	26
5	том что	8	26
6	не только	8	22
7	для того	2	21
8	того чтобы	4	20
9	таким образом	17	19
10	также и	2	18
11	то что	3	16
12	потому что	6	15
13	так как	4	15
14	не может	2	14
15	в самом	9	13
16	в нем	8	13
17	о том	4	13
18	в их	3	12
19	и не	9	12
20	в его	18	12
21	только в	9	12
22	как мы	7	11
23	в ее	6	11
24	в данном	2	11
25	языка и	6	10
26	что в	5	10
27	но в	6	9
28	и как	2	9
29	между тем	3	9
30	то же	11	9
31	в той	6	9
32	с другой	2	8
33	это не	2	8
34	не в	3	8
35	прежде всего	6	7
36	в большей	3	7
37	точки зрения	6	7
38	но не	5	7
39	было бы	2	7
40	все же	2	7
41	самом деле	2	7
42	до сих	8	6
43	же время	10	6
44	один из	5	6
45	но и	9	6
46	все это	8	6
47	и даже	8	6
48	в то	12	6
49	его в	2	6
50	с тем	2	6
51	вовсе не	6	6
52	как и	5	6
53	в качестве	4	6
54	сих пор	8	6
55	и его	12	6
56	уже в	2	5
57	так что	3	5
58	так например	2	5
59	как бы	11	5
60	данном случае	2	5
61	другой стороны	2	5
62	одним из	5	5
63	с их	2	5
64	в которых	2	5
65	сказать что	3	5
66	в них	11	5
67	как например	3	5
68	по своему	8	5
69	есть и	5	5
70	вместе с	2	5
71	а не	2	5
72	с этой	2	4
73	времени и	4	4
74	одной стороны	2	4
75	в котором	2	4
76	здесь нет	3	4
77	в особенности	4	4
78	еще и	3	4
79	с одной	4	4
80	не просто	3	4
81	а в	2	4
82	что он	2	4
83	еще не	10	4
84	в своей	2	4
85	как раз	2	4
86	в виде	2	4
87	уже не	3	4
88	и для	2	4
89	той же	6	4
90	и то	2	4
91	и ее	4	4
92	в себе	4	4
93	и т.д	3	4
94	совсем не	2	3
95	что это	4	3
96	в частности	7	3
97	в этих	11	3
98	или меньшей	3	3
99	бы и	2	3
100	можно сказать	2	3
101	в этой	6	3
102	большей или	3	3
103	до конца	11	3
104	при этом	4	3
105	хотя и	2	3
106	в ней	4	3
107	к нему	2	3
108	мы видели	5	3
109	из них	2	3
110	дело не	2	3
111	что она	2	3
112	в своем	3	3
113	язык и	2	3
114	все эти	15	3
115	и других	4	3
116	так же	2	3
117	знания и	2	3
118	и на	7	3
119	культуры в	2	3
120	в результате	5	3
121	языка в	2	3
122	как целое	2	3
123	в известном	2	3
124	если бы	2	3
125	не как	2	3
126	к этому	2	3
127	и к	4	3
128	говорит о	2	3
129	связи с	6	3
130	одной из	3	3
131	в одном	2	3
132	в сущности	8	3
133	а также	3	3
134	языков в	2	3
135	что и	3	3
136	дело в	2	3
137	своего рода	5	3
138	но с	2	3
139	времени в	3	3
140	в центре	2	3
141	в каком	2	3
142	в области	5	3
143	на рубеже	3	2
144	казалось бы	3	2
145	и другие	5	2
146	никогда не	5	2
147	в отношении	5	2
148	это в	2	2
149	и был	3	2
150	но это	2	2
151	и сам	2	2
152	несмотря на	2	2
153	и др	8	2
154	в форме	3	2
155	которые были	2	2
156	но дело	2	2
157	них и	2	2
158	в связи	3	2
159	не было	5	2
160	о них	2	2
161	с помощью	3	2
162	не мог	3	2
163	и те	2	2
164	рядом с	3	2
165	и совершенно	2	2
166	и с	8	2
167	он и	2	2
168	той или	2	2
169	и здесь	3	2
170	бы в	3	2
171	так и	13	2
172	на котором	2	2
173	языка а	2	2
174	значение и	2	2
175	его к	3	2
176	и при	2	2
177	во всех	8	2
178	две части	2	2
179	мы уже	10	2
180	себе и	2	2
181	ни с	5	2
182	и до	10	2
183	был в	2	2
184	только на	2	2
185	того как	2	2
186	язык в	4	2
187	в значительной	2	2
188	из которых	2	2
189	между ними	2	2
190	к языку	4	2
191	с точки	2	2
192	другом месте	3	2
193	мы не	2	2
194	время в	3	2
195	в другом	3	2
196	одна из	4	2
197	не могли	2	2
