N	2gram	Propp_Isto_2	EvropaiC
1	таким образом	7	32
2	в том	6	31
3	и в	15	24
4	том что	7	20
5	все эти	4	19
6	не может	5	18
7	то что	12	17
8	может быть	17	15
9	все же	9	15
10	до сих	6	12
11	сих пор	7	12
12	самом деле	2	12
13	в этом	11	12
14	все это	3	11
15	с этим	5	11
16	отношению к	3	10
17	мы знаем	11	10
18	как бы	6	10
19	по отношению	3	10
20	во всех	2	10
21	так и	5	10
22	на то	3	9
23	при этом	4	9
24	как и	2	9
25	что в	12	9
26	не в	7	8
27	так же	13	8
28	знаем что	12	8
29	к тому	5	7
30	но и	14	7
31	и не	11	7
32	и что	6	7
33	из этих	3	7
34	о том	3	7
35	что он	24	7
36	по существу	2	7
37	в силу	2	7
38	на самом	2	7
39	того чтобы	2	7
40	с другой	2	6
41	так что	6	6
42	в этой	4	6
43	того что	3	6
44	и на	4	6
45	так как	14	6
46	еще не	9	6
47	что и	6	6
48	мы можем	8	6
49	только в	6	6
50	вместе с	7	6
51	именно в	2	5
52	что это	6	5
53	тому же	2	5
54	у него	4	5
55	и их	2	5
56	другой стороны	2	5
57	и с	4	5
58	потому что	9	5
59	его в	10	5
60	но в	6	5
61	что при	5	5
62	и если	2	5
63	в его	6	5
64	не только	18	5
65	и для	2	5
66	но все	5	5
67	в себе	4	5
68	как будто	3	5
69	в которой	2	5
70	на вопрос	2	4
71	никогда не	15	4
72	этом случае	5	4
73	из них	2	4
74	в их	3	4
75	и то	2	4
76	всех этих	3	4
77	в состоянии	3	4
78	связи с	8	4
79	ни один	2	4
80	мы должны	4	4
81	мы уже	6	4
82	он не	8	4
83	выше мы	3	4
84	оказывается что	2	4
85	что эта	2	4
86	то же	10	4
87	а с	2	4
88	хотя бы	2	4
89	же как	5	3
90	с одной	4	3
91	они должны	4	3
92	в этих	11	3
93	представление о	2	3
94	вопрос о	4	3
95	в тех	2	3
96	для нас	4	3
97	в нем	7	3
98	на этой	2	3
99	в разных	2	3
100	и наконец	5	3
101	и по	2	3
102	а в	12	3
103	это не	2	3
104	что мы	3	3
105	при помощи	2	3
106	с тем	9	3
107	но по	3	3
108	прежде всего	5	3
109	в жизни	2	3
110	и может	2	3
111	очень много	8	3
112	в связи	5	3
113	и это	3	3
114	себя и	2	2
115	что у	2	2
116	что эти	4	2
117	совершенно ясно	2	2
118	такой же	2	2
119	что они	10	2
120	одной стороны	3	2
121	к нему	5	2
122	в ней	4	2
123	но если	3	2
124	в виду	2	2
125	в котором	5	2
126	с ее	2	2
127	мы видели	2	2
128	другими словами	4	2
129	что она	5	2
130	показывают что	2	2
131	они не	4	2
132	к таким	2	2
133	с ними	2	2
134	в которых	2	2
135	и так	2	2
136	одно из	2	2
137	не было	2	2
138	на нее	2	2
139	и более	2	2
140	он должен	2	2
141	а затем	2	2
142	одна из	2	2
143	но не	2	2
144	она не	5	2
145	было бы	5	2
146	и из	2	2
147	в сущности	2	2
148	между прочим	3	2
149	на него	5	2
150	что под	2	2
151	но с	2	2
152	в себя	3	2
153	тем самым	2	2
154	и социальной	2	2
155	и ее	2	2
156	в другом	9	2
157	не знает	2	2
158	если это	3	2
159	и только	2	2
160	в эту	2	2
161	из него	2	2
