N	2gram	Tiupa_Narr_2	Narrotol
1	не только	26	32
2	может быть	10	25
3	но и	15	23
4	в качестве	14	21
5	и не	14	20
6	и в	13	19
7	то есть	9	19
8	в том	14	18
9	в этом	13	17
10	в тексте	8	16
11	в частности	11	14
12	том что	13	14
13	не в	8	14
14	состоит в	12	13
15	в рамках	6	12
16	а не	17	12
17	своего рода	9	12
18	тогда как	15	12
19	коммуникативного события	8	12
20	представляет собой	16	12
21	то что	8	11
22	а в	9	11
23	не может	8	10
24	точки зрения	5	10
25	нарративного дискурса	8	9
26	при этом	14	9
27	со стороны	6	9
28	так и	9	9
29	в его	6	9
30	в мире	4	9
31	с другой	5	8
32	героя в	6	8
33	не является	4	8
34	и т.п	6	8
35	в себе	8	8
36	времени и	4	7
37	и т.д	4	7
38	в случае	2	7
39	как и	4	7
40	еще не	2	7
41	к тому	9	7
42	такого рода	12	7
43	ни для	2	7
44	а также	6	7
45	все же	6	7
46	как в	5	7
47	по отношению	5	7
48	с одной	5	7
49	одной стороны	5	7
50	с его	3	6
51	что он	5	6
52	отношению к	5	6
53	но не	3	6
54	именно в	2	6
55	в себя	4	6
56	в той	5	6
57	тем самым	5	6
58	как это	4	6
59	нарративного высказывания	3	6
60	иначе говоря	7	6
61	на протяжении	5	6
62	о том	5	6
63	но в	6	6
64	отнюдь не	4	5
65	или иной	3	5
66	можно сказать	6	5
67	картина мира	8	5
68	тому же	4	5
69	себя в	2	5
70	картины мира	2	5
71	не все	2	5
72	нарративный дискурс	2	5
73	в форме	5	5
74	события рассказывания	7	5
75	уже не	4	5
76	в детстве	2	5
77	и его	3	5
78	в данном	10	5
79	казалось что	2	5
80	в отличие	5	5
81	к себе	7	5
82	отличие от	5	5
83	в этой	4	5
84	далеко не	5	5
85	мира в	4	5
86	перед нами	4	4
87	за границей	2	4
88	точку зрения	3	4
89	прежде всего	6	4
90	в нем	5	4
91	у него	6	4
92	то же	4	4
93	же в	4	4
94	да и	3	4
95	в силу	4	4
96	если не	2	4
97	при всей	4	4
98	же время	3	4
99	было бы	2	4
100	детстве и	2	4
101	вслед за	6	4
102	имеет место	2	4
103	той или	3	4
104	как бы	6	4
105	о нем	3	4
106	все те	2	4
107	и тем	5	4
108	хотя бы	2	4
109	данном случае	6	4
110	теперь как	2	4
111	те же	2	4
112	нарративного текста	2	4
113	в принципе	2	4
114	не столько	5	4
115	в рассказе	4	4
116	сказать что	3	4
117	в церкви	2	4
118	только в	11	4
119	как правило	3	4
120	героя и	2	4
121	здесь не	2	4
122	пока еще	3	4
123	не менее	4	3
124	по мысли	5	3
125	а с	2	3
126	жизни в	6	3
127	в архиерее	2	3
128	же как	2	3
129	что в	4	3
130	никогда не	6	3
131	восходит к	2	3
132	а во	2	3
133	из этих	2	3
134	преосвященного петра	2	3
135	событийной цепи	4	3
136	в свою	2	3
137	живет теперь	2	3
138	тем не	5	3
139	интриги в	3	3
140	что они	3	3
141	одна из	3	3
142	как было	2	3
143	на том	3	3
144	хотя и	5	3
145	в ней	2	3
146	он не	5	3
147	и даже	3	3
148	один из	3	3
149	не будет	2	3
150	жизни и	4	3
151	коммуникативное событие	6	3
152	в ее	4	3
153	бытия в	2	3
154	на него	5	3
155	не обязательно	2	3
156	этом отношении	3	3
157	повествуемого мира	4	3
158	сводится к	9	3
159	истории в	4	3
160	столь же	2	3
161	и он	2	3
162	в коммуникативном	3	3
163	или иначе	2	3
164	нарратологического анализа	2	3
165	о ней	3	3
166	между тем	3	3
167	в конечном	3	3
168	по своей	3	3
169	в то	5	3
170	что это	4	3
171	присутствия в	2	3
172	дело с	2	2
173	в известном	3	2
174	не являются	2	2
175	он сам	2	2
176	зависит от	2	2
177	дискурс в	2	2
178	должна быть	2	2
179	очевидным образом	2	2
180	конечном счете	3	2
181	между собой	3	2
182	в своем	6	2
183	что у	2	2
184	в какой	4	2
185	или даже	3	2
186	нарративной истории	4	2
187	они все	2	2
188	в нарративном	2	2
189	оно не	2	2
190	персонажа и	2	2
191	современной нарратологии	2	2
192	не могло	2	2
193	точно так	2	2
194	сын человеческий	2	2
195	быть может	2	2
196	личности в	2	2
197	на свой	2	2
198	себе самом	2	2
199	было ясно	2	2
200	или иного	3	2
201	в литературе	4	2
202	не сводится	7	2
203	и представляет	3	2
204	ему в	2	2
205	центрального персонажа	2	2
206	известном смысле	3	2
207	дискурса в	2	2
208	говорит о	2	2
209	рассказывания в	4	2
210	аспект нарративного	2	2
211	и судии	2	2
212	эпизода к	2	2
213	у нее	4	2
214	в памяти	2	2
215	имеем дело	2	2
216	для него	4	2
217	читателя в	4	2
218	в аспекте	3	2
219	несмотря на	2	2
220	в будущем	2	2
221	к другому	2	2
222	событии рассказывания	3	2
223	глядела на	2	2
224	от эпизода	2	2
225	в обоих	2	2
226	и когда	3	2
227	для автора	2	2
228	не имеет	2	2
229	в диегетическом	2	2
230	картину мира	2	2
231	его жизни	2	2
232	в культуре	2	2
233	во второй	2	2
234	в чужой	2	2
235	жизнью и	2	2
236	в самую	2	2
237	так же	2	2
238	как раз	3	2
239	как к	3	2
240	все эти	3	2
241	том свете	2	2
242	они не	2	2
243	самом деле	3	2
244	того или	3	2
245	и для	3	2
246	с точки	2	2
247	главного героя	2	2
248	это не	3	2
249	роль в	2	2
250	смерть героя	2	2
251	в таком	3	2
252	можно было	2	2
253	тому как	2	2
254	не случайно	2	2
255	в результате	2	2
256	тем более	2	2
257	нового времени	2	2
258	однако в	2	2
259	одно из	2	2
260	к эпизоду	2	2
261	следует признать	4	2
262	может оказаться	2	2
263	подобно тому	2	2
264	всей своей	2	2
265	говорить о	2	2
266	все то	2	2
267	и все	4	2
268	представляют собой	2	2
269	зрения на	2	2
270	всего лишь	6	2
271	мира и	3	2
272	ничего не	6	2
273	мы имеем	3	2
274	к которому	2	2
275	о чем	2	2
