N	2gram	Bakhtin_Pr_2	Problema
1	то есть	50	46
2	в его	22	43
3	и не	42	42
4	и в	45	38
5	не может	24	27
6	может быть	18	26
7	как бы	15	22
8	по отношению	8	21
9	в художественном	3	20
10	отношению к	8	19
11	и с	7	17
12	и его	8	16
13	в нем	20	15
14	в этом	20	15
15	прежде всего	11	13
16	только в	9	13
17	за пределы	5	12
18	но не	6	12
19	ни в	2	11
20	во всех	4	11
21	и для	2	11
22	в области	2	11
23	к нему	11	10
24	отношение к	8	10
25	в их	4	10
26	таким образом	11	10
27	не входит	2	10
28	но и	15	9
29	не имеет	3	9
30	его в	3	9
31	не только	16	9
32	в том	8	8
33	и как	2	8
34	и др	4	8
35	точки зрения	19	8
36	было бы	4	8
37	то что	5	8
38	входит в	9	8
39	слова в	4	7
40	что в	6	7
41	и становится	2	7
42	не в	8	7
43	в самом	13	7
44	отметить что	2	7
45	как и	14	7
46	еще не	9	7
47	в своей	6	7
48	как мы	8	7
49	в пределах	4	6
50	а в	3	6
51	на основе	2	6
52	не есть	2	6
53	все же	4	6
54	самом деле	4	6
55	с точки	9	6
56	мы можем	4	6
57	там где	6	6
58	отношения к	2	6
59	ничего не	3	6
60	то же	5	5
61	все они	4	5
62	в своем	5	5
63	это не	3	5
64	при этом	2	5
65	никогда не	17	5
66	все эти	4	5
67	должно быть	4	5
68	рядом с	3	5
69	в основе	2	5
70	далеко не	4	5
71	с ним	8	5
72	в них	4	5
73	его целом	3	5
74	конечно не	6	5
75	и о	2	5
76	в большинстве	2	5
77	так и	3	5
78	и прежде	2	5
79	не на	4	5
80	большинстве случаев	2	5
81	а не	10	5
82	быть только	2	5
83	могут быть	4	5
84	должна быть	3	4
85	не менее	2	4
86	в нашем	2	4
87	принципиально не	2	4
88	материал в	2	4
89	не должна	3	4
90	в ней	7	4
91	в виду	2	4
92	в форме	2	4
93	с ними	4	4
94	конечно и	2	4
95	сказать что	5	4
96	в то	5	4
97	о том	3	4
98	в произведении	5	4
99	и потому	6	4
100	но в	6	4
101	перестает быть	3	4
102	в ее	3	4
103	относится к	2	4
104	как в	4	4
105	в романе	3	4
106	тем самым	2	4
107	что не	5	4
108	между ними	4	4
109	хотя бы	5	4
110	можно было	2	4
111	более того	5	4
112	в себе	5	4
113	здесь не	2	4
114	к действительности	2	3
115	себя и	2	3
116	и от	3	3
117	на материале	3	3
118	в дальнейшем	2	3
119	но это	2	3
120	же время	3	3
121	например в	2	3
122	хотя и	2	3
123	не является	3	3
124	точка зрения	7	3
125	в целом	5	3
126	все это	5	3
127	и другими	2	3
128	на них	2	3
129	которую мы	2	3
130	они не	2	3
131	и даже	3	3
132	и на	7	3
133	все то	2	3
134	а как	4	3
135	если бы	2	3
136	этом смысле	5	3
137	и к	2	3
138	как его	2	3
139	том что	7	3
140	от него	3	3
141	все что	3	3
142	может стать	2	3
143	одной из	2	3
144	он не	9	3
145	на почве	4	3
146	нет и	3	3
147	на него	2	3
148	творчества в	2	3
149	бытия в	2	3
150	связь с	2	3
151	но с	3	3
152	в мире	3	3
153	в таком	3	3
154	с другими	7	3
155	значение для	3	3
156	не знает	4	3
157	в едином	2	2
158	а лишь	3	2
159	я не	6	2
160	человек в	3	2
161	и другие	4	2
162	в этих	4	2
163	и мир	5	2
164	что все	3	2
165	в каждом	4	2
166	была бы	3	2
167	для понимания	2	2
168	переходим к	2	2
169	на то	2	2
170	или иной	3	2
171	от них	2	2
172	можно сказать	2	2
173	а только	2	2
174	с самим	2	2
175	и пр	2	2
176	ивана карамазова	4	2
177	и у	2	2
178	дело идет	6	2
179	той или	3	2
180	опираются на	2	2
181	в котором	7	2
182	здесь нет	2	2
183	он может	2	2
184	другими словами	2	2
185	ни с	2	2
186	лишь там	2	2
187	как к	2	2
188	в особенности	2	2
189	не было	2	2
190	этом отношении	2	2
191	и художественно	2	2
192	человека как	2	2
193	и других	3	2
194	этой области	2	2
195	в самой	3	2
196	лишь в	2	2
197	и что	2	2
198	того что	3	2
199	художник и	2	2
200	есть только	4	2
201	и здесь	2	2
202	в своих	4	2
203	мир в	2	2
204	но как	2	2
205	в начале	2	2
206	в истории	2	2
207	мы должны	4	2
208	только она	2	2
209	можем сказать	2	2
210	как это	2	2
211	правильного понимания	2	2
212	мы имеем	2	2
213	слово в	3	2
214	с его	8	2
215	и более	2	2
216	их и	3	2
217	автор как	2	2
218	к этому	4	2
219	вовсе не	7	2
220	характера и	2	2
221	что он	7	2
222	у нас	2	2
223	одна из	3	2
224	здесь в	2	2
225	она не	5	2
226	в некоторых	2	2
227	относится и	2	2
228	что и	5	2
229	себя в	2	2
230	бы не	3	2
231	нами в	4	2
232	человека в	5	2
233	из которых	2	2
234	слово и	2	2
235	и эта	3	2
236	и он	3	2
237	или в	2	2
238	на мир	2	2
239	тем что	2	2
240	и ее	7	2
241	показать что	2	2
242	в единство	3	2
243	что эта	2	2
244	в чем	2	2
