N	2gram	Voloshinov_1	Komedia
1	и в	19	22
2	том что	3	12
3	в том	6	11
4	но и	8	11
5	не только	8	10
6	из них	3	10
7	в то	3	10
8	как и	12	9
9	может быть	26	9
10	таким образом	17	8
11	и не	26	8
12	и его	19	8
13	о том	2	8
14	и других	2	7
15	что в	4	6
16	в отношении	4	6
17	в конце	5	6
18	одного из	3	6
19	что он	2	6
20	к тому	2	6
21	ни в	2	6
22	то же	7	6
23	не в	5	6
24	а в	4	6
25	в которой	3	6
26	с другой	5	5
27	прежде всего	13	5
28	при этом	8	5
29	в его	6	5
30	в истории	3	5
31	так и	11	5
32	как в	4	5
33	все это	3	5
34	другой стороны	6	5
35	нового времени	2	5
36	и даже	2	5
37	между тем	3	5
38	именно в	5	4
39	к этому	5	4
40	ясно что	5	4
41	как мы	13	4
42	в другом	2	4
43	по которым	2	4
44	в качестве	2	4
45	же время	3	4
46	в котором	3	4
47	в нем	10	4
48	что и	2	4
49	тем что	2	4
50	в результате	9	4
51	точки зрения	34	4
52	конце концов	3	4
53	так как	2	4
54	но в	7	4
55	мы можем	2	4
56	место в	3	3
57	же как	2	3
58	не менее	4	3
59	вопрос о	4	3
60	у нас	2	3
61	и как	3	3
62	здесь в	3	3
63	тот же	4	3
64	одной из	3	3
65	в начале	5	3
66	в частности	2	3
67	он не	3	3
68	все же	8	3
69	отношению к	2	3
70	к этим	3	3
71	так же	7	3
72	по отношению	3	3
73	этом отношении	3	3
74	здесь мы	4	3
75	все остальные	2	3
76	мы не	6	3
77	как раз	2	3
78	и на	4	3
79	в этом	16	3
80	и с	2	3
81	могут быть	2	3
82	и ее	3	3
83	только в	9	3
84	и все	5	3
85	его в	3	3
86	в чем	2	3
87	ничего не	6	3
88	в сознании	2	3
89	и здесь	6	2
90	ни было	10	2
91	независимо от	2	2
92	для них	2	2
93	для всех	2	2
94	за пределы	5	2
95	то ни	8	2
96	и во	2	2
97	вовсе не	5	2
98	в свою	2	2
99	тем не	2	2
100	мы знаем	5	2
101	художественный образ	2	2
102	одна из	2	2
103	именно на	2	2
104	того же	6	2
105	до конца	5	2
106	до сих	8	2
107	еще не	4	2
108	было бы	4	2
109	в действительности	2	2
110	мог бы	2	2
111	в самом	10	2
112	в новое	2	2
113	всяком случае	2	2
114	ни одной	2	2
115	в эти	2	2
116	с ее	2	2
117	то что	8	2
118	бы то	8	2
119	в первой	2	2
120	в сущности	3	2
121	не может	24	2
122	из которых	2	2
123	или в	2	2
124	и формы	3	2
125	во всяком	5	2
126	одну из	2	2
127	чем же	4	2
128	только при	3	2
129	в своих	2	2
130	в себе	2	2
131	ту же	2	2
132	же самое	3	2
133	отличие от	5	2
134	в области	3	2
135	сих пор	8	2
