N	2gram	Tiupa_Narr_1	Psycholo
1	то что	11	32
2	и в	19	31
3	в том	18	30
4	то есть	19	26
5	что в	3	23
6	может быть	25	22
7	при этом	9	19
8	не может	10	17
9	как и	7	16
10	том что	14	16
11	и не	20	16
12	точки зрения	10	15
13	только в	4	14
14	а не	12	13
15	не только	32	13
16	так же	2	12
17	в этом	17	12
18	могут быть	3	11
19	не в	14	11
20	в области	2	11
21	в сущности	3	10
22	по себе	5	9
23	ни в	3	9
24	как в	7	9
25	самом деле	2	9
26	никогда не	3	8
27	что мы	2	8
28	что он	6	7
29	есть в	2	7
30	и его	5	7
31	тому как	2	7
32	сказать что	4	7
33	о том	6	7
34	что это	3	6
35	одной стороны	7	6
36	было бы	4	6
37	из этих	3	6
38	вслед за	4	6
39	отнюдь не	5	6
40	а в	11	6
41	и даже	3	6
42	в его	9	6
43	и все	2	5
44	этой точки	2	5
45	не является	8	5
46	в ее	3	5
47	все же	7	5
48	с одной	7	5
49	она не	2	5
50	несмотря на	2	5
51	совершенно не	2	5
52	в какой	2	5
53	как бы	4	5
54	другой стороны	4	5
55	и для	2	5
56	то же	4	5
57	с другой	8	5
58	иначе говоря	6	5
59	подобно тому	2	5
60	в то	3	5
61	как будто	3	5
62	утверждать что	2	5
63	к тому	7	4
64	прежде всего	4	4
65	столь же	3	4
66	различие между	2	4
67	в себе	8	4
68	отличие от	5	4
69	по существу	2	4
70	же как	3	4
71	одна из	3	4
72	у него	4	4
73	точка зрения	6	4
74	один из	3	4
75	со стороны	9	4
76	те же	4	4
77	в результате	2	4
78	этого слова	2	4
79	между тем	3	4
80	как это	6	4
81	мы имеем	2	4
82	дело с	2	3
83	уже в	3	3
84	состоит в	13	3
85	в частности	14	3
86	конечном счете	2	3
87	в своем	2	3
88	точку зрения	4	3
89	что у	2	3
90	та же	2	3
91	точно так	2	3
92	должна быть	2	3
93	совершенно очевидно	2	3
94	в собственном	2	3
95	что на	2	3
96	точек зрения	2	3
97	тому же	5	3
98	это и	3	3
99	в силу	4	3
100	не будет	3	3
101	но не	5	3
102	из которых	4	3
103	например в	2	3
104	в этой	5	3
105	хотя и	3	3
106	он не	3	3
107	и когда	2	3
108	в конечном	3	3
109	речь идет	4	3
110	себе не	2	3
111	не есть	3	3
112	от всех	2	3
113	жизни и	3	3
114	так и	9	3
115	который в	2	3
116	в отличие	5	3
117	не было	2	3
118	роль в	2	3
119	в таком	2	3
120	и только	2	3
121	нуждается в	5	3
122	исходя из	2	3
123	все то	2	3
124	в произведении	3	3
125	это все	2	3
126	когда мы	2	3
127	что по	2	3
128	но в	6	3
129	в основе	5	2
130	в известном	2	2
131	не менее	3	2
132	не существует	3	2
133	или иное	2	2
134	независимо от	2	2
135	и как	5	2
136	не всегда	2	2
137	тем не	3	2
138	уже не	5	2
139	и сейчас	2	2
140	и потому	2	2
141	только о	2	2
142	себя и	2	2
143	представляет собой	13	2
144	что они	3	2
145	более или	2	2
146	в качестве	21	2
147	ту или	2	2
148	и тот	2	2
149	о чем	2	2
150	имеет место	4	2
151	в область	2	2
152	далеко не	5	2
153	даже в	2	2
154	наконец в	2	2
155	и тем	4	2
156	в нем	4	2
157	как говорит	3	2
158	отношение к	2	2
159	из них	3	2
160	когда он	3	2
161	зрения на	2	2
162	но и	23	2
163	говорит о	2	2
164	или менее	2	2
165	приводит к	2	2
166	как мы	3	2
167	отличается от	4	2
168	как раз	2	2
169	в полном	2	2
170	в связи	2	2
171	этом отношении	3	2
172	в себя	6	2
173	идет о	2	2
174	тем самым	6	2
175	к нему	5	2
176	с точки	2	2
177	то или	3	2
178	ничего не	2	2
179	как к	2	2
180	и с	4	2
181	одно из	2	2
182	приходит к	2	2
183	но как	2	2
184	будто бы	3	2
185	его в	2	2
186	таком случае	2	2
187	не то	2	2
