N	2gram	Tiupa_Hudo_1	Freidism
1	и не	2	23
2	не может	7	20
3	точки зрения	5	19
4	прежде всего	11	18
5	в этом	11	15
6	в его	8	15
7	может быть	5	13
8	и его	5	12
9	как и	9	11
10	как бы	7	11
11	то что	8	11
12	все эти	3	11
13	с точки	3	11
14	и потому	2	10
15	так и	13	10
16	как мы	3	10
17	самом деле	5	10
18	его в	3	10
19	с ним	4	10
20	но в	5	10
21	с его	5	9
22	и в	14	9
23	по отношению	8	9
24	что он	9	8
25	отношению к	8	8
26	еще не	7	8
27	в своей	10	8
28	он не	4	8
29	не только	12	8
30	все это	2	8
31	то же	9	8
32	только в	5	8
33	и все	4	8
34	мы знаем	2	7
35	ни в	5	7
36	один из	4	7
37	в самом	4	7
38	что же	2	7
39	мы уже	4	7
40	никогда не	6	6
41	для него	10	6
42	того что	4	6
43	в ней	4	6
44	так сказать	2	6
45	и с	4	6
46	и к	4	5
47	можно сказать	4	5
48	не в	7	5
49	в этой	8	5
50	в то	8	5
51	его жизни	2	5
52	что в	6	5
53	но и	5	5
54	по мнению	5	5
55	на самом	2	5
56	в себя	2	5
57	а в	7	5
58	и на	3	5
59	с этим	3	5
60	я и	2	5
61	не менее	5	4
62	но не	3	4
63	в следующей	3	4
64	в этих	5	4
65	в пределах	3	4
66	к тому	7	4
67	об этом	5	4
68	же время	8	4
69	на этом	3	4
70	при этом	12	4
71	и о	4	4
72	как раз	4	4
73	в нем	3	4
74	все же	3	4
75	не было	4	4
76	уже не	7	4
77	того чтобы	3	4
78	и для	3	4
79	той же	2	4
80	мы не	2	4
81	в таком	3	4
82	с ними	2	4
83	характер и	2	4
84	потому что	5	4
85	себя и	2	4
86	говорить о	3	4
87	если бы	3	3
88	конечном счете	2	3
89	тому что	4	3
90	и от	4	3
91	к себе	5	3
92	в конечном	2	3
93	а только	4	3
94	в себе	11	3
95	по своему	3	3
96	она не	4	3
97	было бы	6	3
98	с ее	2	3
99	себя в	4	3
100	жизни и	5	3
101	на него	2	3
102	со стороны	3	3
103	приводит к	3	3
104	не знает	2	3
105	как в	8	3
106	и что	2	3
107	следующей главе	3	3
108	и по	3	3
109	уже знаем	2	3
110	такой же	3	3
111	у него	9	3
112	другому человеку	2	3
113	одна из	2	3
114	человека в	6	2
115	и об	2	2
116	матери и	2	2
117	для себя	3	2
118	это не	7	2
119	в конце	4	2
120	в такой	2	2
121	и смерти	3	2
122	ничем не	3	2
123	тем не	4	2
124	для всего	2	2
125	в ее	3	2
126	до конца	2	2
127	да и	2	2
128	влияние на	2	2
129	том что	16	2
130	в предыдущей	3	2
131	а не	12	2
132	отсюда и	2	2
133	из них	4	2
134	проникнуть в	2	2
135	же касается	2	2
136	предыдущей главе	3	2
137	о нем	3	2
138	в него	2	2
139	в своем	4	2
140	себе и	2	2
141	для нее	2	2
142	в я	4	2
143	только для	2	2
144	каждого человека	2	2
145	во второй	5	2
146	сих пор	2	2
147	что она	4	2
148	также в	2	2
149	приходит в	2	2
150	в их	2	2
151	только на	2	2
152	для своего	2	2
153	а с	2	2
154	этом отношении	3	2
155	заметить что	2	2
156	это прежде	2	2
157	и даже	3	2
158	на основе	2	2
159	вся жизнь	2	2
160	они не	2	2
161	в своих	3	2
162	в первый	2	2
163	но как	2	2
164	в другом	2	2
165	до сих	2	2
166	и поэтому	2	2
