N	2gram	Losev_Prob_1	Hudozhes
1	том что	12	16
2	и в	32	14
3	так и	12	13
4	у чехова	2	13
5	а не	15	12
6	в том	9	12
7	не только	17	12
8	при этом	6	12
9	о том	11	12
10	прежде всего	10	11
11	и т	11	11
12	в этом	19	11
13	в себе	15	11
14	для него	2	10
15	в своей	8	10
16	что он	7	9
17	как и	3	9
18	в качестве	2	9
19	то же	10	9
20	как в	4	8
21	то что	42	8
22	между тем	2	8
23	в этой	10	8
24	в то	6	8
25	в его	6	8
26	ничего не	10	8
27	казалось бы	4	7
28	это не	6	7
29	к тому	3	7
30	уже не	3	7
31	не в	4	7
32	еще не	9	7
33	как бы	14	7
34	не может	8	7
35	именно в	4	7
36	а в	4	7
37	никогда не	7	6
38	что в	12	6
39	было бы	8	6
40	не менее	19	5
41	перед нами	5	5
42	с его	2	5
43	в этих	3	5
44	об этом	10	5
45	может быть	14	5
46	только в	7	5
47	но и	9	5
48	самом деле	6	5
49	и его	3	5
50	можно было	3	5
51	потому что	16	5
52	ни в	7	5
53	точки зрения	3	5
54	но в	14	5
55	связи с	5	4
56	тому что	4	4
57	в своем	5	4
58	и все	7	4
59	на то	8	4
60	можно сказать	5	4
61	а только	5	4
62	тем не	18	4
63	то в	5	4
64	она не	2	4
65	в действительности	3	4
66	несмотря на	3	4
67	мы уже	5	4
68	в самом	6	4
69	и о	8	4
70	один из	4	4
71	что она	5	4
72	из них	3	4
73	как раз	13	4
74	не было	4	4
75	того что	7	4
76	только что	2	4
77	он не	3	4
78	как будто	3	4
79	в конце	6	4
80	и это	9	4
81	с ним	3	4
82	и с	2	4
83	но не	9	3
84	если бы	4	3
85	отнюдь не	10	3
86	но он	3	3
87	с этим	3	3
88	же в	4	3
89	в литературе	4	3
90	как мы	7	3
91	в ее	3	3
92	как его	2	3
93	говорить о	6	3
94	по своему	9	3
95	такого рода	7	3
96	не имеют	5	3
97	по преимуществу	2	3
98	о нем	3	3
99	для себя	3	3
100	в нем	13	3
101	то и	6	3
102	в связи	4	3
103	т д	10	3
104	и для	4	3
105	все эти	8	3
106	того чтобы	9	3
107	и даже	11	3
108	с точки	3	3
109	в таком	9	3
110	или не	3	3
111	тем что	7	3
112	однако и	3	3
113	и на	8	3
114	его в	6	3
115	а также	4	3
116	едва ли	2	3
117	может и	3	3
118	том как	2	3
119	поэтому и	2	2
120	и другое	2	2
121	так или	2	2
122	однако в	2	2
123	и так	2	2
124	и потому	2	2
125	ясно что	3	2
126	или иного	2	2
127	по себе	15	2
128	не нужно	3	2
129	для всего	2	2
130	да и	3	2
131	так что	6	2
132	теории литературы	3	2
133	же как	2	2
134	и что	9	2
135	например в	2	2
136	на его	2	2
137	только на	4	2
138	никак не	4	2
139	хотя и	6	2
140	в него	2	2
141	только для	3	2
142	как он	4	2
143	с такими	2	2
144	на том	4	2
145	сих пор	3	2
146	что же	9	2
147	но еще	2	2
148	в их	4	2
149	все это	7	2
150	для своего	2	2
151	мышления и	4	2
152	особенно в	2	2
153	все равно	5	2
154	и не	31	2
155	на самом	6	2
156	же касается	3	2
157	только потому	3	2
158	что не	3	2
159	того или	2	2
160	не имеет	2	2
161	должно быть	2	2
162	в это	2	2
163	или иначе	2	2
164	в результате	2	2
165	пока еще	3	2
166	действующих лиц	2	2
167	не о	2	2
168	нет ничего	10	2
169	но как	6	2
170	здесь не	7	2
171	я и	2	2
172	мы не	2	2
173	до сих	3	2
