N	2gram	Voloshinov_1	Formalny
1	и в	15	38
2	в этом	13	27
3	может быть	13	23
4	и пр	9	21
5	и его	15	21
6	таким образом	21	20
7	и не	16	20
8	в самом	6	16
9	прежде всего	11	15
10	не в	4	15
11	не может	13	14
12	в нем	4	13
13	но и	4	13
14	с его	8	11
15	в том	4	11
16	вовсе не	2	11
17	в его	9	10
18	с помощью	9	10
19	с другими	5	10
20	и с	7	9
21	как и	6	9
22	при этом	7	9
23	в процессе	4	9
24	не только	5	9
25	на почве	2	9
26	отнюдь не	2	8
27	что и	2	8
28	все же	5	8
29	так и	10	8
30	самом деле	7	8
31	точки зрения	13	8
32	что в	6	7
33	не могут	3	7
34	по себе	2	7
35	для него	5	7
36	во втором	3	7
37	слова и	2	7
38	в своей	9	7
39	этом отношении	2	7
40	как мы	10	7
41	уже не	5	7
42	с точки	10	7
43	в первом	2	7
44	не было	4	6
45	все время	4	6
46	то что	10	6
47	в истории	3	6
48	и ее	3	6
49	в ней	5	6
50	в этой	5	6
51	было бы	6	6
52	первый период	5	6
53	вместе с	4	6
54	то же	7	6
55	все эти	9	6
56	а не	2	6
57	как раз	2	6
58	могут быть	6	6
59	он не	4	6
60	только в	6	6
61	а в	6	6
62	хотя бы	7	6
63	в первый	4	5
64	если бы	3	5
65	что он	8	5
66	именно в	3	5
67	же время	5	5
68	во всех	8	5
69	если мы	5	5
70	что же	4	5
71	с этим	6	5
72	и только	4	5
73	и для	2	5
74	еще более	2	5
75	сводится к	3	5
76	более того	2	5
77	в основе	3	5
78	в то	6	5
79	бы в	2	5
80	во всяком	4	5
81	всяком случае	3	5
82	оно не	2	4
83	к этому	7	4
84	к тому	4	4
85	мы видели	5	4
86	в дальнейшем	2	4
87	чем он	2	4
88	в большинстве	4	4
89	все остальное	2	4
90	совершенно не	2	4
91	как бы	11	4
92	и к	7	4
93	в высшей	2	4
94	как в	3	4
95	что оно	2	4
96	и наконец	10	4
97	и даже	2	4
98	высшей степени	2	4
99	не следует	2	4
100	они не	2	4
101	ничего не	2	4
102	так как	9	4
103	но в	9	4
104	всех этих	5	3
105	для них	3	3
106	главным образом	4	3
107	и др	8	3
108	и может	4	3
109	из этих	4	3
110	мы знаем	7	3
111	но все	2	3
112	зависимости от	2	3
113	первом периоде	2	3
114	в зависимости	2	3
115	не является	3	3
116	в целом	2	3
117	жизни и	5	3
118	быть и	2	3
119	и до	3	3
120	только на	2	3
121	все это	5	3
122	и прежде	5	3
123	на самом	2	3
124	большинстве случаев	5	3
125	к нему	7	3
126	того что	2	3
127	того чтобы	2	3
128	роль в	6	3
129	мы не	4	3
130	и на	3	3
131	сам по	2	3
132	однако и	2	3
133	чем же	5	3
134	он и	2	3
135	и все	4	3
136	его в	8	3
137	период развития	4	3
138	что это	3	3
139	так сказать	3	3
140	в области	3	3
141	борьбы с	4	2
142	со всею	3	2
143	самого начала	5	2
144	правда в	2	2
145	и другие	2	2
146	никогда не	7	2
147	в этих	2	2
148	в качестве	2	2
149	тому что	3	2
150	для этого	4	2
151	это не	2	2
152	в одной	2	2
153	в основу	2	2
154	этих двух	2	2
155	между ними	2	2
156	в ее	4	2
157	до конца	5	2
158	как его	2	2
159	с самого	7	2
160	том что	5	2
161	но это	2	2
162	но не	5	2
163	совсем не	5	2
164	она не	2	2
165	ни на	2	2
166	на один	2	2
167	борьба с	3	2
168	и о	3	2
169	с сыном	2	2
170	на язык	2	2
171	к другим	2	2
172	он был	3	2
173	один из	4	2
174	в развитии	4	2
175	центр тяжести	2	2
176	отношение к	7	2
177	во второй	5	2
178	ни в	6	2
179	ее в	2	2
180	со стороны	2	2
181	приводит к	2	2
182	в систему	2	2
183	тому чтобы	3	2
184	при анализе	3	2
185	на этом	5	2
186	находится в	3	2
187	ведь именно	2	2
188	в эпоху	3	2
189	являются только	2	2
190	и по	5	2
191	должно быть	2	2
192	в таком	3	2
193	с ними	4	2
194	и то	2	2
195	формы и	2	2
196	их в	2	2
197	сказать что	6	2
198	между тем	2	2
199	в искусстве	3	2
200	из этого	2	2
201	и этим	3	2
202	отца с	4	2
203	подхода к	2	2
204	в чем	4	2
205	потому что	4	2
206	с ним	12	2
207	отметить что	2	2
208	второй период	2	2
209	из него	2	2
