N	2gram	Vinokur_Ku_3	Marksizm
1	точки зрения	23	34
2	может быть	14	26
3	и не	10	26
4	не может	6	24
5	с точки	16	20
6	и в	23	19
7	таким образом	9	17
8	языка как	4	17
9	в этом	16	16
10	как бы	5	15
11	языка в	6	14
12	в процессе	3	14
13	прежде всего	9	13
14	языка и	2	13
15	как мы	5	13
16	как и	5	12
17	и пр	3	12
18	так и	6	11
19	если мы	7	11
20	связи с	6	11
21	в самом	13	10
22	в слове	4	10
23	самом деле	14	10
24	лишь в	8	9
25	в результате	3	9
26	только в	6	9
27	на материале	2	8
28	при этом	6	8
29	но и	3	8
30	о языке	6	8
31	до сих	8	8
32	не только	17	8
33	все же	5	8
34	то что	4	8
35	сих пор	8	8
36	точка зрения	4	7
37	в связи	5	7
38	все эти	7	7
39	так же	2	7
40	но в	2	7
41	в ее	4	7
42	систему языка	2	7
43	то же	6	7
44	а не	11	7
45	слова как	2	7
46	с помощью	6	6
47	в том	22	6
48	кроме того	2	6
49	в пределах	2	6
50	другой стороны	3	6
51	и здесь	2	6
52	отнюдь не	3	6
53	того же	4	6
54	в его	11	6
55	и того	2	6
56	мы не	3	6
57	так сказать	2	6
58	ничего не	6	6
59	с другой	7	5
60	одного и	2	5
61	именно в	3	5
62	не в	5	5
63	конечно не	2	5
64	те же	7	5
65	вовсе не	5	5
66	за пределы	2	5
67	по преимуществу	3	5
68	в отличие	2	5
69	того чтобы	11	5
70	хотя бы	9	5
71	этот вопрос	3	5
72	во всяком	2	5
73	ясно что	4	5
74	отличие от	2	5
75	что в	13	4
76	не менее	12	4
77	в отношении	3	4
78	вопрос о	11	4
79	как же	3	4
80	в ней	3	4
81	от того	5	4
82	не столько	4	4
83	а в	5	4
84	тот же	6	4
85	сказать что	7	4
86	чем же	2	4
87	что слово	3	4
88	по себе	6	4
89	в условиях	2	4
90	еще не	9	4
91	было бы	16	4
92	и тот	2	4
93	не будем	5	4
94	язык есть	4	4
95	лишь с	4	4
96	что же	5	4
97	как в	4	4
98	мысли и	2	4
99	в языке	7	4
100	для того	12	4
101	в данном	7	4
102	далеко не	5	4
103	и есть	5	3
104	в какой	3	3
105	формы и	3	3
106	или иной	7	3
107	можно сказать	2	3
108	и как	2	3
109	в дальнейшем	2	3
110	не дает	2	3
111	в котором	2	3
112	все это	2	3
113	по отношению	3	3
114	не было	4	3
115	того что	11	3
116	к другой	2	3
117	не имеет	3	3
118	с другими	2	3
119	между тем	4	3
120	xix века	3	3
121	в то	3	3
122	его в	2	3
123	слово в	3	3
124	и действительно	3	3
125	смысле этого	2	3
126	первом случае	2	3
127	к другому	2	3
128	этих форм	2	3
129	не могут	5	3
130	в каком	3	3
131	и к	3	3
132	этом случае	4	3
133	она может	2	3
134	том что	11	3
135	и при	2	3
136	мы должны	3	3
137	совершенно не	5	3
138	в корне	2	3
139	в сущности	4	3
140	он не	3	3
141	не есть	3	3
142	в первом	5	3
143	в своей	4	3
144	целый ряд	4	3
145	это и	3	3
146	на самом	3	3
147	на этот	2	3
148	речи в	7	3
149	но все	2	3
150	один и	2	3
151	слова и	7	3
152	в области	14	3
153	том числе	2	2
154	сама по	2	2
155	самое это	2	2
156	независимо от	5	2
157	должна быть	3	2
158	в частности	2	2
159	дано в	2	2
160	тому что	4	2
161	в своем	4	2
162	точку зрения	2	2
163	что все	2	2
164	материале и	2	2
165	тем не	9	2
166	ни в	3	2
167	иными словами	8	2
168	мог бы	2	2
169	но для	3	2
170	но если	3	2
171	в виду	8	2
172	в нашем	7	2
173	как к	2	2
174	и только	3	2
175	язык и	2	2
176	не просто	2	2
177	это так	2	2
178	именно на	2	2
179	должно быть	7	2
180	можно было	11	2
181	с этой	3	2
182	содержания в	2	2
183	из этих	5	2
184	к его	2	2
185	о том	6	2
186	как он	2	2
187	так как	9	2
188	и с	3	2
189	и более	3	2
190	если бы	8	2
191	до тех	4	2
192	не как	2	2
193	к языку	4	2
194	быть в	2	2
195	что он	6	2
196	для нашей	4	2
197	у нас	10	2
198	то в	3	2
199	зависимости от	8	2
200	в качестве	2	2
201	тех пор	4	2
202	она не	3	2
203	в данной	3	2
204	к тому	3	2
205	этого слова	4	2
206	пор пока	4	2
207	не все	2	2
208	что и	6	2
209	отношению к	2	2
210	бы и	3	2
211	как раз	4	2
212	в двух	2	2
213	речи как	3	2
214	что не	4	2
215	что такое	4	2
216	той же	3	2
217	в таком	4	2
218	то мы	3	2
219	тем что	5	2
220	могут быть	6	2
221	различие в	2	2
222	этой системы	2	2
223	не знает	2	2
224	таком случае	2	2
225	там где	3	2
226	в чем	5	2
