N	2gram	Voloshinov_1	FransuaR
1	и в	13	49
2	прежде всего	9	19
3	в его	7	18
4	не только	6	17
5	и его	12	17
6	и не	8	15
7	в этом	2	15
8	в них	2	13
9	только в	6	13
10	но и	3	13
11	как и	3	11
12	как бы	6	11
13	и т.п	7	11
14	вовсе не	2	10
15	все это	4	9
16	для него	2	9
17	и др	2	9
18	в нем	2	9
19	все же	5	7
20	не может	8	7
21	таким образом	6	7
22	то же	4	7
23	все эти	2	7
24	то что	6	6
25	мы уже	2	6
26	так и	3	6
27	точки зрения	7	6
28	так как	3	6
29	никогда не	3	5
30	уже в	2	5
31	при этом	2	5
32	тот же	2	5
33	может быть	8	5
34	в своей	4	5
35	с точки	5	5
36	роль в	2	5
37	с другой	2	4
38	и к	2	4
39	в себе	3	4
40	том что	2	4
41	в своих	2	4
42	а в	2	4
43	лишь в	4	4
44	в области	2	4
45	тем что	2	4
46	там где	2	4
47	но в	4	4
48	связана с	3	3
49	в книге	2	3
50	с одной	2	3
51	в течение	2	3
52	превращается в	3	3
53	в одном	3	3
54	в ее	3	3
55	в г	2	3
56	в том	2	3
57	да и	3	3
58	во всем	2	3
59	связанных с	2	3
60	одной стороны	2	3
61	было бы	4	3
62	несмотря на	2	3
63	в самом	2	3
64	наконец в	2	3
65	другой стороны	2	3
66	и все	3	3
67	учение о	2	2
68	сознания и	2	2
69	что в	3	2
70	на фоне	4	2
71	могут быть	2	2
72	за пределы	3	2
73	понятно что	3	2
74	думать что	2	2
75	точку зрения	3	2
76	в тех	2	2
77	в целях	2	2
78	в отношении	2	2
79	что они	2	2
80	связанные с	2	2
81	в пределах	3	2
82	в ней	2	2
83	еще в	2	2
84	метода в	5	2
85	вполне понятно	4	2
86	ее в	2	2
87	в их	3	2
88	вряд ли	3	2
89	в связи	2	2
90	форм и	2	2
91	и эта	5	2
92	так же	2	2
93	и следовательно	2	2
94	нуждается в	2	2
95	в другом	2	2
96	мы должны	6	2
97	и т.д	5	2
98	в произведении	2	2
99	мы можем	4	2
