N	2gram	Losev_Dial_4	Problemy
1	и не	30	31
2	и в	15	29
3	в его	4	24
4	может быть	17	24
5	а не	18	22
6	в этом	11	22
7	т е	46	21
8	как бы	14	19
9	в нем	5	19
10	точки зрения	14	19
11	у достоевского	2	16
12	не только	8	15
13	то что	16	15
14	не как	4	14
15	но и	4	14
16	и его	7	14
17	то же	9	14
18	уже не	9	13
19	с точки	9	13
20	как и	7	12
21	не может	11	12
22	таким образом	5	12
23	в одном	4	10
24	этом смысле	4	10
25	в самом	2	10
26	в то	6	10
27	только в	7	10
28	с его	5	9
29	это не	12	9
30	все же	2	9
31	же время	6	9
32	о нем	2	9
33	все эти	3	9
34	идеи в	2	9
35	если бы	6	9
36	в своем	5	8
37	по себе	13	8
38	что он	7	8
39	что в	7	8
40	как не	2	8
41	в своей	3	8
42	потому что	10	8
43	в том	11	8
44	слово о	2	7
45	прежде всего	11	7
46	вовсе не	6	7
47	а как	2	7
48	том что	10	7
49	не в	8	7
50	лишь как	4	7
51	она не	4	7
52	за пределы	3	7
53	так и	5	7
54	и как	4	7
55	и на	5	7
56	в себе	8	7
57	но в	3	7
58	все это	9	6
59	не могут	2	6
60	был бы	2	6
61	что она	5	6
62	как в	3	6
63	как раз	4	6
64	так же	4	6
65	могут быть	3	6
66	и потому	3	6
67	так как	14	6
68	перед нами	6	5
69	сознания и	3	5
70	должна быть	7	5
71	именно в	5	5
72	же что	3	5
73	было бы	9	5
74	но все	2	5
75	еще не	4	5
76	это и	9	5
77	в сущности	5	5
78	и о	8	5
79	той же	5	5
80	мир и	4	5
81	с их	4	5
82	во всяком	2	5
83	и это	8	5
84	с ним	3	5
85	ничего не	17	5
86	в результате	6	4
87	личности в	5	4
88	что было	2	4
89	бы и	3	4
90	что и	6	4
91	его как	2	4
92	так чтобы	3	4
93	но это	4	4
94	и с	4	4
95	и следовательно	3	4
96	не значит	2	4
97	он есть	7	4
98	от того	2	4
99	в свете	5	4
100	и т	17	4
101	и для	5	4
102	не было	2	4
103	тем что	2	4
104	как же	5	4
105	и наконец	3	4
106	должно быть	2	4
107	в основе	10	4
108	в этой	4	4
109	что же	2	4
110	то чем	2	3
111	я не	5	3
112	в человеке	2	3
113	никогда не	2	3
114	в них	2	3
115	есть то	5	3
116	ни в	8	3
117	и слово	2	3
118	все что	2	3
119	не дает	2	3
120	ни один	2	3
121	кроме того	2	3
122	и пр	9	3
123	но именно	2	3
124	себе и	2	3
125	оно не	2	3
126	в их	3	3
127	другой стороны	2	3
128	в себя	5	3
129	тому как	4	3
130	сказать что	6	3
131	само по	4	3
132	подобно тому	4	3
133	но как	2	3
134	как будто	2	3
135	мы должны	4	3
136	отношении к	2	3
137	бы в	4	3
138	отношения к	3	3
139	в противоположность	2	2
140	и уже	4	2
141	тем или	2	2
142	себя и	3	2
143	однако в	2	2
144	то ни	4	2
145	хотя бы	4	2
146	она является	2	2
147	с этой	2	2
148	но они	2	2
149	и во	2	2
150	в жизни	5	2
151	вопрос о	2	2
152	и нет	3	2
153	и ее	8	2
154	не есть	40	2
155	жизни и	4	2
156	так что	6	2
157	е не	2	2
158	мы видим	4	2
159	при этом	2	2
160	есть и	3	2
161	и идеи	2	2
162	на себе	5	2
163	конечно не	2	2
164	никак не	2	2
165	не о	4	2
166	как таковой	5	2
167	в котором	2	2
168	один из	4	2
169	в один	3	2
170	нисколько не	2	2
171	из возможных	2	2
172	мы уже	3	2
173	находится в	2	2
174	во всей	2	2
175	в отношении	2	2
176	то и	2	2
177	и даже	6	2
178	что оно	7	2
179	в смысле	5	2
180	и что	9	2
181	из которых	3	2
182	в данном	3	2
183	себя как	3	2
184	в ней	5	2
185	и есть	19	2
186	в истории	3	2
187	всей его	2	2
188	в которой	2	2
189	совпадает с	2	2
190	же и	2	2
191	нет ни	3	2
192	е в	2	2
193	с этим	3	2
194	выйти за	5	2
195	тоже не	2	2
