N	2gram	Propp_Isto_3	Stilisti
1	и в	22	42
2	не только	14	27
3	прежде всего	3	22
4	но и	12	15
5	то же	6	15
6	и не	12	14
7	может быть	11	12
8	не может	4	12
9	точки зрения	2	11
10	как и	3	11
11	мы уже	6	11
12	и как	3	10
13	мы должны	7	10
14	как мы	8	10
15	в этом	17	10
16	при этом	2	9
17	в то	2	9
18	то что	7	9
19	все же	5	8
20	в ней	2	8
21	таким образом	10	8
22	с тем	2	8
23	и это	2	8
24	никогда не	3	7
25	и от	3	7
26	и на	4	7
27	потому что	3	7
28	так как	7	7
29	было бы	3	7
30	а не	6	7
31	и его	4	7
32	мы можем	6	7
33	только в	4	7
34	ничего не	6	7
35	не в	4	6
36	в этой	5	6
37	в свою	4	6
38	на его	3	6
39	и так	2	6
40	в нем	9	6
41	так и	2	6
42	независимо от	2	5
43	мы видели	13	5
44	а в	6	5
45	и с	4	5
46	как это	4	5
47	в его	3	5
48	вместе с	9	5
49	той же	2	5
50	все время	2	4
51	можно сказать	2	4
52	к тому	3	4
53	но все	2	4
54	в качестве	2	4
55	один из	5	4
56	того что	5	4
57	так же	3	4
58	о том	3	4
59	его в	3	4
60	но в	10	4
61	если бы	6	4
62	не что	3	4
63	и к	3	4
64	у нас	4	4
65	с появлением	4	4
66	мы видим	8	4
67	мы увидим	3	4
68	уже не	7	4
69	и пр	11	4
70	и то	2	4
71	на это	2	4
72	как только	2	3
73	связанных с	2	3
74	его и	4	3
75	что у	3	3
76	это не	6	3
77	этом случае	5	3
78	как таковой	2	3
79	для нас	4	3
80	здесь мы	5	3
81	связь и	2	3
82	не мог	2	3
83	хотя и	2	3
84	в котором	2	3
85	и уже	2	3
86	в целом	3	3
87	из них	7	3
88	жизни и	2	3
89	уже видели	3	3
90	и вот	2	3
91	и даже	2	3
92	их в	3	3
93	сказать что	3	3
94	и здесь	7	3
95	видели что	4	3
96	что было	2	3
97	и все	3	3
98	в одном	2	3
99	если он	2	3
100	том что	8	3
101	в тех	2	3
102	еще не	10	3
103	должно было	2	3
104	что и	9	3
105	да и	2	3
106	только на	2	3
107	на самом	2	3
108	если не	2	3
109	и для	2	3
110	роль в	2	3
111	то мы	2	3
112	связи с	6	3
113	в частности	5	2
114	друг другу	2	2
115	иное как	3	2
116	не всегда	4	2
117	вопрос о	2	2
118	в том	9	2
119	тому же	2	2
120	но это	3	2
121	в пределах	4	2
122	в него	2	2
123	себе и	2	2
124	не с	2	2
125	теперь к	2	2
126	в этих	11	2
127	отношение к	4	2
128	к нашей	2	2
129	целый ряд	3	2
130	в связи	3	2
131	не было	2	2
132	все эти	4	2
133	его не	3	2
134	в которых	2	2
135	или несколько	2	2
136	что иное	3	2
137	нет ничего	2	2
138	мы имеем	19	2
139	в жизни	2	2
140	для них	3	2
141	с этим	8	2
142	себе в	2	2
143	к этому	7	2
144	с собой	2	2
145	что он	9	2
146	видим что	4	2
147	представляет собой	3	2
148	но не	7	2
149	равно как	3	2
150	ни один	2	2
151	связано с	4	2
152	и потому	2	2
153	с ней	6	2
154	сих пор	5	2
155	связь с	6	2
156	как в	2	2
157	здесь не	3	2
158	должны были	3	2
159	мы найдем	2	2
160	перейти к	2	2
161	и он	2	2
162	к нему	5	2
163	в дальнейшем	4	2
164	или в	11	2
165	этот вопрос	2	2
166	тем что	4	2
