N	2gram	Bakhtin_Fr_4	Problema
1	то есть	21	46
2	в его	8	43
3	и не	16	42
4	и в	29	38
5	не может	2	27
6	может быть	2	26
7	как бы	8	22
8	и с	9	17
9	и его	8	16
10	в нем	5	15
11	в этом	11	15
12	прежде всего	8	13
13	только в	2	13
14	но не	2	12
15	ни в	2	11
16	и для	2	11
17	к нему	3	10
18	в их	2	10
19	таким образом	20	10
20	но и	9	9
21	его в	9	9
22	не только	10	9
23	место в	2	8
24	в том	7	8
25	и как	3	8
26	и др	4	8
27	точки зрения	4	8
28	то что	4	8
29	с другой	4	7
30	с помощью	4	7
31	отметить что	3	7
32	как и	12	7
33	еще не	4	7
34	в своей	5	7
35	как мы	10	7
36	в плане	4	7
37	и наконец	2	6
38	все же	3	6
39	с точки	2	6
40	мы можем	3	6
41	и этим	2	6
42	там где	3	6
43	то же	10	5
44	все они	5	5
45	в своем	3	5
46	это не	5	5
47	формы и	2	5
48	при этом	3	5
49	никогда не	2	5
50	все эти	9	5
51	рядом с	5	5
52	в основе	2	5
53	далеко не	5	5
54	с ним	2	5
55	в них	7	5
56	конечно не	4	5
57	и о	5	5
58	в большинстве	6	5
59	так и	11	5
60	не на	2	5
61	большинстве случаев	5	5
62	в нашем	4	4
63	на самом	4	4
64	в ней	3	4
65	в виду	2	4
66	другой стороны	3	4
67	в других	2	4
68	от всех	2	4
69	с ними	3	4
70	конечно и	3	4
71	сказать что	5	4
72	в то	10	4
73	о том	2	4
74	к которому	2	4
75	но в	12	4
76	но они	4	4
77	но конечно	3	4
78	в ее	3	4
79	как в	2	4
80	в романе	10	4
81	мы здесь	2	4
82	между ними	2	4
83	в себе	3	4
84	здесь не	3	4
85	да и	2	3
86	в известной	3	3
87	в дальнейшем	3	3
88	но это	4	3
89	же время	8	3
90	кроме того	2	3
91	одной стороны	2	3
92	хотя и	2	3
93	связи и	2	3
94	все это	4	3
95	с одной	2	3
96	на них	2	3
97	они не	2	3
98	и даже	3	3
99	и на	11	3
100	также и	4	3
101	а как	2	3
102	и все	13	3
103	но здесь	2	3
104	и к	2	3
105	том что	3	3
106	мы увидим	2	3
107	одной из	2	3
108	он не	3	3
109	в слове	2	3
110	и это	2	3
111	на этом	2	2
112	и другие	2	2
113	и сравнение	2	2
114	и есть	4	2
115	в частности	3	2
116	в этих	2	2
117	узком смысле	2	2
118	связаны с	2	2
119	что это	5	2
120	и у	2	2
121	в котором	2	2
122	другими словами	2	2
123	ни с	2	2
124	но она	2	2
125	как к	3	2
126	в особенности	2	2
127	особенно в	3	2
128	и других	3	2
129	форм и	2	2
130	того что	3	2
131	дает нам	2	2
132	и здесь	3	2
133	в своих	2	2
134	мир в	2	2
135	но как	3	2
136	правильного понимания	2	2
137	с его	4	2
138	поэтому в	2	2
139	к этому	2	2
140	вовсе не	9	2
141	на первый	2	2
142	что он	4	2
143	и при	2	2
144	связи с	2	2
145	здесь в	6	2
146	том же	2	2
147	себя в	2	2
148	бы не	2	2
149	в себя	2	2
150	того чтобы	3	2
151	для того	3	2
152	и эта	2	2
153	или в	2	2
154	тем что	4	2
155	дело в	2	2
156	в чем	3	2
