N	2gram	Losev_Dial_1	Freidism
1	и не	30	23
2	– это	9	21
3	не может	12	20
4	точки зрения	17	19
5	прежде всего	10	18
6	и пр	5	15
7	в этом	12	15
8	в его	3	15
9	это –	24	14
10	мы можем	4	13
11	может быть	17	13
12	– в	4	11
13	как и	2	11
14	как бы	11	11
15	то что	13	11
16	все эти	2	11
17	с точки	12	11
18	и потому	3	10
19	так и	9	10
20	как мы	4	10
21	самом деле	3	10
22	с ним	6	10
23	но в	6	10
24	и в	18	9
25	что он	11	8
26	еще не	2	8
27	в своей	2	8
28	он не	3	8
29	не только	13	8
30	все это	11	8
31	то же	10	8
32	только в	3	8
33	и все	3	8
34	так как	11	8
35	ни в	15	7
36	к нему	8	7
37	во всяком	4	7
38	один из	3	7
39	отношение к	5	7
40	в самом	3	7
41	что же	3	7
42	– не	11	7
43	сказать что	10	7
44	всяком случае	2	7
45	– как	5	6
46	никогда не	9	6
47	точку зрения	3	6
48	вовсе не	7	6
49	для него	2	6
50	того что	2	6
51	в ней	3	6
52	совершенно не	8	6
53	хотя бы	6	6
54	– все	6	6
55	и с	5	6
56	он сам	5	5
57	можно сказать	6	5
58	не в	6	5
59	в чем	6	5
60	для этого	2	5
61	в то	6	5
62	что такое	10	5
63	что в	13	5
64	но и	7	5
65	на самом	3	5
66	оно –	3	5
67	для того	2	5
68	а в	5	5
69	могут быть	3	5
70	с этим	2	5
71	в каком	8	5
72	мы должны	5	5
73	не менее	2	4
74	но не	4	4
75	я не	5	4
76	в котором	4	4
77	сознания и	3	4
78	в этих	5	4
79	из этих	2	4
80	если мы	2	4
81	с другими	2	4
82	к тому	4	4
83	об этом	4	4
84	всех этих	3	4
85	же время	4	4
86	– и	3	4
87	на этом	2	4
88	связанные с	2	4
89	другими словами	2	4
90	конечно не	3	4
91	и о	3	4
92	же –	2	4
93	как раз	4	4
94	в основе	3	4
95	в нем	16	4
96	все же	5	4
97	не было	6	4
98	мы находим	7	4
99	уже не	2	4
100	и для	2	4
101	с ними	2	4
102	в данном	3	4
103	потому что	14	4
104	говорить о	5	4
105	нисколько не	4	3
106	если бы	12	3
107	и есть	16	3
108	тому что	3	3
109	в них	3	3
110	и от	2	3
111	а только	3	3
112	в себе	11	3
113	и как	7	3
114	но это	8	3
115	учение о	11	3
116	случае не	3	3
117	она не	6	3
118	и может	2	3
119	было бы	12	3
120	ни о	5	3
121	ни на	6	3
122	только то	4	3
123	жизни и	3	3
124	со стороны	2	3
125	не знает	2	3
126	как в	2	3
127	мысли и	3	3
128	и вот	6	3
129	и что	12	3
130	можем сказать	2	3
131	мы имеем	2	3
132	такой же	2	3
133	об его	2	3
134	ничего общего	4	3
135	не является	3	3
136	в сознании	3	3
137	есть и	5	2
138	в отношении	5	2
139	или иное	3	2
140	но все	3	2
141	что это	11	2
142	и об	4	2
143	быть и	4	2
144	и ни	6	2
145	ничуть не	2	2
146	чаще всего	2	2
147	с другой	6	2
148	миф и	4	2
149	это не	9	2
150	в конце	4	2
151	– совершенно	2	2
152	к этому	2	2
153	в одну	3	2
154	не нуждается	5	2
155	ничем не	3	2
156	да и	6	2
157	ни было	2	2
158	это и	4	2
159	том что	9	2
160	чем он	2	2
161	не существует	7	2
162	а не	14	2
163	он –	18	2
164	одной стороны	2	2
165	из них	2	2
166	на всю	4	2
167	но если	5	2
168	конце концов	3	2
169	относится к	2	2
170	в него	2	2
171	в своем	5	2
172	себе и	2	2
173	для нее	2	2
174	– очень	2	2
175	точка зрения	2	2
176	как не	2	2
177	дело не	2	2
178	сих пор	2	2
179	что она	7	2
180	в их	3	2
181	только на	3	2
182	отличается от	2	2
183	даже если	3	2
184	отношения к	3	2
185	для своего	2	2
186	что как	2	2
187	а с	2	2
188	этом отношении	2	2
189	с одной	2	2
190	что оно	5	2
191	из того	2	2
192	чтобы не	2	2
193	заметить что	2	2
194	и у	2	2
195	в науке	3	2
196	и даже	13	2
197	и притом	4	2
198	так же	4	2
199	мы видим	4	2
200	и то	9	2
201	здесь в	2	2
202	очень много	3	2
203	то или	3	2
204	от этого	3	2
205	не лучше	2	2
206	нуждается в	3	2
207	может оказаться	2	2
208	вещи и	2	2
209	что и	3	2
210	и при	2	2
211	но как	2	2
212	в другом	2	2
213	и вообще	4	2
214	до сих	2	2
215	– мы	3	2
216	только с	3	2
217	как это	4	2
218	в виду	5	2
219	это было	2	2
