N	2gram	Bakhtin_Pr_3	Istorich
1	и в	34	22
2	в этом	16	17
3	и т	8	16
4	т е	12	16
5	т д	2	15
6	что в	7	15
7	не только	10	14
8	мы видели	3	13
9	но и	12	12
10	и не	29	12
11	может быть	19	11
12	еще не	4	10
13	таким образом	5	10
14	но в	16	10
15	и говорит	2	9
16	что он	23	9
17	в нем	19	9
18	что и	5	9
19	вместе с	4	9
20	в том	3	9
21	что они	6	8
22	с этим	2	8
23	не знаю	2	8
24	том что	3	8
25	как мы	7	8
26	другой стороны	3	7
27	с другой	4	7
28	но не	4	7
29	то что	11	7
30	из них	5	7
31	уже не	2	7
32	мы должны	5	7
33	так как	4	7
34	там где	7	7
35	в них	2	6
36	это не	5	6
37	мы уже	6	6
38	а в	5	6
39	то же	14	6
40	а не	9	6
41	друг друга	2	6
42	так в	2	6
43	во время	2	6
44	ничего не	4	6
45	если бы	4	6
46	не менее	3	5
47	тем не	2	5
48	так что	5	5
49	один из	2	5
50	все же	7	5
51	этом случае	2	5
52	он не	15	5
53	того что	5	5
54	к нему	14	5
55	у меня	6	5
56	из братьев	2	4
57	в другой	2	4
58	не в	9	4
59	в пределах	6	4
60	только в	6	4
61	на этом	4	4
62	к ней	2	4
63	отношение к	6	4
64	его и	3	4
65	находится в	2	4
66	и его	16	4
67	и на	6	4
68	не может	19	4
69	но он	3	4
70	тем что	4	4
71	все эти	4	4
72	что ты	5	4
73	и с	15	4
74	я не	7	3
75	что у	6	3
76	в одной	3	3
77	и от	5	3
78	он все	3	3
79	о себе	18	3
80	и все	19	3
81	прежде всего	15	3
82	уже с	2	3
83	очень часто	2	3
84	к тому	5	3
85	и к	12	3
86	как и	18	3
87	и как	3	3
88	но это	4	3
89	за ним	2	3
90	у него	4	3
91	было бы	2	3
92	мы увидим	2	3
93	на его	4	3
94	в его	22	3
95	никогда не	8	3
96	в целом	5	3
97	быть и	2	3
98	все равно	4	3
99	на нее	2	3
100	и у	5	3
101	так же	8	3
102	с ними	6	3
103	сказать что	2	3
104	потому что	12	3
105	вступает в	2	3
106	он и	5	3
107	и ее	2	3
108	далеко не	3	3
109	о том	2	3
110	его в	4	3
111	если я	2	3
112	их в	3	3
113	в чем	5	3
114	не было	2	2
115	все время	5	2
116	всех этих	2	2
117	с тем	5	2
118	в сторону	2	2
119	друг другу	4	2
120	здесь и	2	2
121	и так	5	2
122	в одном	5	2
123	в жизни	2	2
124	вовсе не	11	2
125	вопрос о	2	2
126	а я	10	2
127	во всяком	5	2
128	мы знаем	2	2
129	ни в	4	2
130	тому же	2	2
131	но все	5	2
132	от него	6	2
133	такой же	3	2
134	как в	4	2
135	при этом	4	2
136	я теперь	5	2
137	с миром	3	2
138	ли это	2	2
139	например в	2	2
140	себе и	5	2
141	не мог	5	2
142	да и	4	2
143	хотя и	3	2
144	в ней	3	2
145	свое лицо	3	2
146	и потому	2	2
147	но этот	2	2
148	и он	2	2
149	всяком случае	5	2
150	в этот	2	2
151	в котором	3	2
152	даже в	5	2
153	не с	2	2
154	отношению к	6	2
155	и это	4	2
156	жизни и	3	2
157	связан с	2	2
158	так и	6	2
159	только на	4	2
160	по отношению	5	2
161	в своем	2	2
162	той же	2	2
163	если не	3	2
164	еще более	2	2
165	на самом	11	2
166	и вот	5	2
167	и что	5	2
168	что не	7	2
169	и даже	7	2
170	есть только	3	2
171	и для	8	2
172	в которых	2	2
173	время от	2	2
174	и то	3	2
175	между тем	3	2
176	в виде	4	2
177	точки зрения	8	2
178	в другом	8	2
179	в то	12	2
180	как будто	7	2
181	него и	2	2
182	большинстве случаев	3	2
183	в него	3	2
184	же не	2	2
185	всю жизнь	2	2
