N	2gram	Medvedev_F_2	Myshleni
1	в том	11	42
2	том что	2	35
3	с помощью	10	31
4	в процессе	9	27
5	таким образом	20	25
6	в развитии	2	25
7	точки зрения	8	24
8	в этом	27	24
9	в качестве	2	21
10	и в	38	20
11	что в	7	19
12	в основе	5	17
13	то же	6	16
14	то что	6	15
15	не только	9	15
16	что они	4	14
17	как мы	7	13
18	с другой	3	12
19	при этом	9	12
20	в их	6	12
21	потому что	2	12
22	может быть	23	12
23	в целом	3	11
24	в его	10	11
25	с точки	7	11
26	своего развития	3	10
27	того что	3	10
28	в истории	6	10
29	так как	4	10
30	если мы	5	10
31	и то	2	10
32	только в	6	10
33	слова в	3	9
34	и другие	2	9
35	и как	3	9
36	но и	13	9
37	другой стороны	4	9
38	между тем	2	9
39	как это	2	9
40	как и	9	9
41	что и	8	9
42	понятий и	3	9
43	и не	20	8
44	и тем	2	8
45	в результате	6	8
46	этом смысле	2	8
47	было бы	6	8
48	вместе с	6	8
49	понятия в	2	8
50	и более	2	7
51	как бы	4	7
52	этом отношении	7	7
53	значение слова	2	7
54	в своей	7	7
55	самом деле	8	7
56	тем самым	2	7
57	а не	6	7
58	того чтобы	3	7
59	тем что	8	7
60	могут быть	6	7
61	уже в	2	6
62	к тому	4	6
63	же как	3	6
64	мы видели	4	6
65	в самом	16	6
66	не может	14	6
67	и на	3	6
68	сказать что	2	6
69	его в	3	6
70	слово в	2	6
71	с тем	11	6
72	что он	5	6
73	перед нами	2	5
74	никогда не	2	5
75	это не	2	5
76	это положение	2	5
77	говорит он	5	5
78	не является	3	5
79	если бы	5	5
80	и его	21	5
81	с этим	5	5
82	и к	4	5
83	все же	8	5
84	так и	8	5
85	как в	4	5
86	для того	3	5
87	все эти	6	5
88	слова и	7	5
89	все время	6	4
90	тому что	2	4
91	первый план	2	4
92	является не	2	4
93	из них	4	4
94	на один	2	4
95	и только	5	4
96	в школе	2	4
97	что оно	4	4
98	роль в	3	4
99	как они	4	4
100	и с	9	4
101	состоит в	2	4
102	к этому	4	4
103	на первый	2	4
104	в сущности	4	4
105	во всей	2	4
106	тем же	3	4
107	между ними	2	4
108	не в	15	4
109	и для	5	4
110	во всяком	5	4
111	в области	3	4
112	на этом	2	3
113	не могут	7	3
114	в этих	2	3
115	в какой	3	3
116	формы и	2	3
117	и от	2	3
118	а только	2	3
119	в этой	6	3
120	в виду	2	3
121	всяком случае	5	3
122	один из	2	3
123	со стороны	2	3
124	в связи	10	3
125	именно в	5	3
126	и других	2	3
127	столь же	2	3
128	должно быть	2	3
129	но в	4	3
130	отнюдь не	8	3
131	идет о	2	3
132	бы в	5	3
133	по существу	7	3
134	но не	2	3
135	от тех	2	3
136	приводит к	2	3
137	совершенно не	4	3
138	ни в	2	3
139	является в	2	3
140	связи с	13	3
141	что эта	2	3
142	в чем	2	3
143	в которой	2	3
144	место в	3	2
145	такой же	3	2
146	в основу	2	2
147	должна быть	5	2
148	все более	2	2
149	прежде всего	15	2
150	что на	2	2
151	высшей степени	4	2
152	на нем	2	2
153	для него	7	2
154	что это	3	2
155	в реальном	5	2
156	в ней	6	2
157	в ином	3	2
158	в нем	13	2
159	к нему	3	2
160	не по	2	2
161	в отличие	2	2
162	не просто	2	2
163	они не	4	2
164	между этими	3	2
165	не имеет	2	2
166	а в	6	2
167	из этих	3	2
168	и здесь	3	2
169	но как	2	2
170	том смысле	3	2
171	их в	2	2
172	между двумя	2	2
173	языка мы	2	2
174	зависимости от	3	2
175	мы в	2	2
176	даже в	2	2
177	не есть	3	2
178	и речи	5	2
179	только на	3	2
180	в языке	6	2
181	при анализе	2	2
182	входит в	4	2
183	в той	2	2
184	слово и	2	2
185	исследования в	2	2
186	в слове	5	2
187	в высшей	4	2
188	в таком	2	2
189	вопроса о	2	2
190	на котором	2	2
191	и это	2	2
192	здесь не	4	2
193	этими двумя	2	2
194	едва ли	2	2
195	отличие от	2	2
196	из него	2	2
