N	2gram	Tiupa_Lite_2	KulturaY
1	и т	2	54
2	т п	2	41
3	и в	19	23
4	точки зрения	4	23
5	в том	10	22
6	не только	8	17
7	было бы	2	16
8	в этом	9	16
9	с точки	3	16
10	в области	4	14
11	может быть	17	14
12	что в	4	13
13	не менее	6	12
14	для того	2	12
15	потому что	2	12
16	том что	7	11
17	а не	20	11
18	того что	5	11
19	в его	4	11
20	у нас	5	10
21	и не	11	10
22	прежде всего	4	9
23	тем не	2	9
24	еще не	2	9
25	хотя бы	2	9
26	так как	3	9
27	уже не	2	8
28	как на	3	8
29	в виду	2	8
30	в нашем	2	7
31	с другой	8	7
32	слова и	7	7
33	на фоне	5	7
34	и что	2	7
35	в данном	3	7
36	как это	2	7
37	с тем	2	6
38	для этого	2	6
39	что и	2	6
40	что он	3	6
41	тот же	2	6
42	при этом	6	6
43	так и	7	6
44	в их	3	6
45	не может	9	6
46	то же	12	6
47	могут быть	2	6
48	о том	2	6
49	ничего не	3	6
50	в рамках	4	5
51	я не	5	5
52	вовсе не	2	5
53	как и	10	5
54	не в	4	5
55	как бы	2	5
56	все же	2	5
57	а в	3	5
58	но это	3	5
59	тем что	4	5
60	в поэзии	3	5
61	один из	4	4
62	а также	2	4
63	этом случае	2	4
64	для нас	2	4
65	в целом	2	4
66	того же	4	4
67	одной стороны	6	4
68	не случайно	4	4
69	столь же	5	4
70	в сущности	3	4
71	том чтобы	3	4
72	в ее	2	4
73	то что	7	4
74	данном случае	3	4
75	как раз	2	4
76	не было	2	4
77	с одной	7	4
78	тем самым	3	4
79	что не	2	4
80	не столько	3	4
81	уже в	2	3
82	отнюдь не	4	3
83	и к	2	3
84	с этой	2	3
85	но как	2	3
86	по существу	3	3
87	то в	2	3
88	но не	5	3
89	очевидно что	2	3
90	по преимуществу	2	3
91	в какой	2	3
92	он не	5	3
93	речь идет	3	3
94	был бы	2	3
95	но и	10	3
96	а именно	3	3
97	по отношению	4	3
98	другой стороны	4	3
99	мы не	4	3
100	не по	2	3
101	в ней	4	3
102	не так	2	3
103	и с	3	3
104	той же	2	3
105	могло бы	2	3
106	в результате	2	3
107	в то	9	3
108	я в	7	3
109	и только	2	3
110	я и	4	3
111	такой же	3	2
112	том числе	2	2
113	в частности	4	2
114	в одном	2	2
115	не более	2	2
116	я все	3	2
117	состоит в	9	2
118	и как	3	2
119	свое время	2	2
120	в качестве	5	2
121	в свое	2	2
122	однако в	6	2
123	говоря уже	2	2
124	не с	3	2
125	отношению к	3	2
126	речь в	2	2
127	своего рода	13	2
128	вместе с	5	2
129	не говоря	2	2
130	уже о	2	2
131	мысли и	2	2
132	и без	2	2
133	так в	5	2
134	то и	3	2
135	как к	3	2
136	быть не	2	2
137	как я	3	2
138	а потому	2	2
139	из того	2	2
140	путь к	2	2
141	тем же	3	2
142	не станем	2	2
143	враг и	2	2
144	на себя	2	2
145	не знает	2	2
146	тому как	2	2
147	на этом	2	2
148	в русском	2	2
149	как он	2	2
150	в россии	2	2
151	русской классической	2	2
152	но в	2	2
