N	2gram	Bakhtin_Pr_3	Hudozhes
1	том что	5	16
2	и в	53	14
3	так и	6	13
4	а не	11	12
5	в том	14	12
6	не только	4	12
7	при этом	3	12
8	о том	2	12
9	прежде всего	15	11
10	в этом	8	11
11	в себе	5	11
12	в рассказе	2	11
13	в своей	3	10
14	что он	4	9
15	как и	11	9
16	то же	6	9
17	как в	7	8
18	то что	9	8
19	же время	5	8
20	по отношению	2	8
21	между тем	2	8
22	в то	5	8
23	в его	8	8
24	ничего не	6	8
25	казалось бы	3	7
26	это не	6	7
27	не в	2	7
28	еще не	5	7
29	своего рода	3	7
30	как бы	14	7
31	не может	2	7
32	именно в	2	7
33	а в	2	7
34	никогда не	2	6
35	что в	2	6
36	было бы	5	6
37	жизни в	3	6
38	человека в	3	6
39	не менее	3	5
40	перед нами	5	5
41	с его	2	5
42	в этих	5	5
43	к себе	6	5
44	может быть	12	5
45	только в	4	5
46	но и	7	5
47	жизни и	9	5
48	одновременно и	3	5
49	и его	10	5
50	потому что	5	5
51	точки зрения	4	5
52	но в	5	5
53	и от	3	4
54	и все	10	4
55	бытия и	2	4
56	в духе	8	4
57	можно сказать	8	4
58	и к	5	4
59	тем не	2	4
60	несмотря на	2	4
61	мы уже	5	4
62	в самом	2	4
63	в ней	7	4
64	один из	6	4
65	из них	4	4
66	не было	4	4
67	человеческой жизни	3	4
68	он не	3	4
69	по своей	9	4
70	как будто	2	4
71	в конце	3	4
72	и это	3	4
73	с ним	2	4
74	и с	6	4
75	но не	5	3
76	но он	2	3
77	с этим	2	3
78	себе самому	6	3
79	в литературе	5	3
80	в мире	5	3
81	и смерти	2	3
82	как мы	5	3
83	в ее	3	3
84	говорить о	2	3
85	от него	3	3
86	по своему	6	3
87	в нем	10	3
88	в связи	2	3
89	и для	4	3
90	все эти	9	3
91	и даже	2	3
92	с точки	2	3
93	и по	3	3
94	в таком	2	3
95	в своих	2	3
96	тем что	2	3
97	и на	18	3
98	его в	2	3
99	а также	4	3
100	в творчестве	8	3
101	жизни на	2	2
102	каждого из	2	2
103	все еще	3	2
104	себя и	2	2
105	мысли о	2	2
106	и так	3	2
107	в одной	2	2
108	и потому	5	2
109	в себя	6	2
110	да и	2	2
111	живет в	2	2
112	герой рассказа	2	2
113	одна из	7	2
114	одной из	4	2
115	например в	5	2
116	на его	3	2
117	в начале	2	2
118	хотя и	4	2
119	для других	2	2
120	авторской позиции	2	2
121	впервые в	2	2
122	как он	2	2
123	сих пор	5	2
124	в форме	6	2
125	в их	2	2
126	все это	8	2
127	влияние на	12	2
128	особенно в	4	2
129	не знает	4	2
130	все равно	4	2
131	и не	15	2
132	при всей	2	2
133	они не	3	2
134	жизни как	4	2
135	той же	5	2
136	на основе	2	2
137	не о	2	2
138	еще раз	5	2
139	что я	2	2
140	нет ничего	2	2
141	здесь не	4	2
142	так сказать	5	2
143	мы не	4	2
144	до сих	5	2
