N	2gram	Trubetskoy_1	FransuaR
1	и в	14	56
2	в его	4	18
3	таким образом	11	17
4	все эти	2	15
5	в этом	17	14
6	в том	17	13
7	в то	10	12
8	в этих	2	11
9	как бы	4	11
10	то же	11	11
11	же время	10	10
12	еще не	3	10
13	мы уже	2	10
14	только в	5	9
15	в самом	3	9
16	но и	10	9
17	и не	19	9
18	том что	9	8
19	не только	9	8
20	в нем	5	8
21	во всех	5	8
22	сих пор	5	8
23	все это	6	8
24	и даже	2	8
25	до сих	5	8
26	и с	7	8
27	в частности	2	7
28	у него	2	7
29	в большинстве	3	7
30	и на	5	7
31	все они	3	6
32	прежде всего	8	6
33	в этой	4	6
34	потому что	5	6
35	точки зрения	11	6
36	связи с	3	6
37	большинстве случаев	2	6
38	но в	2	6
39	но не	4	5
40	никогда не	5	5
41	как и	4	5
42	есть и	2	5
43	он не	5	5
44	что в	4	5
45	не было	3	5
46	в результате	2	5
47	во время	2	5
48	в области	2	5
49	что все	3	4
50	и более	2	4
51	что это	3	4
52	в себе	9	4
53	в качестве	3	4
54	и к	6	4
55	конечно не	5	4
56	в ней	2	4
57	и потому	3	4
58	в совершенно	4	4
59	при этом	5	4
60	того чтобы	8	4
61	в своих	6	4
62	их в	2	4
63	во всем	4	4
64	о том	7	4
65	так как	4	4
66	одна из	3	4
67	всех этих	3	3
68	в своем	6	3
69	не подлежит	2	3
70	главным образом	3	3
71	так что	2	3
72	может быть	9	3
73	в некоторых	2	3
74	и о	2	3
75	одной из	3	3
76	в настоящее	2	3
77	что и	3	3
78	то что	13	3
79	время в	2	3
80	в их	4	3
81	что для	3	3
82	не просто	2	3
83	уже не	2	3
84	и наконец	2	3
85	не в	4	3
86	ведь в	2	3
87	между тем	5	3
88	в другом	3	3
89	настоящее время	2	3
90	на эту	2	3
91	и т.д	4	3
92	в таких	2	3
93	взгляде на	2	2
94	себя на	2	2
95	если бы	6	2
96	в виде	3	2
97	друг другу	2	2
98	и во	3	2
99	в других	2	2
100	так часто	2	2
101	на самом	6	2
102	это в	2	2
103	что он	6	2
104	ни в	2	2
105	и как	3	2
106	но это	2	2
107	в борьбе	2	2
108	из всех	2	2
109	для него	6	2
110	было бы	5	2
111	из них	3	2
112	несмотря на	3	2
113	себе и	4	2
114	а в	5	2
115	в котором	2	2
116	все же	4	2
117	в своей	5	2
118	в мире	4	2
119	благодаря этому	2	2
120	вся эта	2	2
121	вместе с	4	2
122	самом деле	7	2
123	данном случае	3	2
124	или менее	4	2
125	только на	2	2
126	целый ряд	2	2
127	так же	2	2
128	не может	22	2
129	то ни	4	2
130	культуры и	2	2
131	в значительной	3	2
132	а не	2	2
133	для того	6	2
134	из которых	5	2
135	к нему	2	2
136	и для	6	2
137	с точки	9	2
138	его в	4	2
139	бы то	4	2
140	и те	2	2
141	в данном	7	2
142	и то	4	2
143	людей и	2	2
144	и при	6	2
145	культуры в	3	2
146	той или	3	2
147	был и	3	2
148	что они	3	2
149	с тем	6	2
150	с ним	2	2
151	отметить что	2	2
152	более или	4	2
153	жизни своего	2	2
