N	2gram	Bakhtin_Pr_5	FransuaR
1	и в	35	41
2	то есть	16	24
3	и т.п	6	19
4	мы уже	8	18
5	во всех	3	17
6	таким образом	7	17
7	в нем	16	16
8	и с	12	16
9	и его	14	13
10	но и	14	13
11	как мы	8	12
12	в этом	14	12
13	все это	14	11
14	уже говорили	5	11
15	все эти	3	11
16	прежде всего	12	10
17	в самом	6	10
18	не только	10	10
19	так как	4	10
20	то что	10	10
21	здесь в	2	9
22	во время	5	9
23	и на	6	9
24	и все	15	9
25	о том	2	9
26	никогда не	4	8
27	в сущности	14	8
28	но в	19	8
29	у него	4	7
30	в них	4	7
31	вовсе не	7	7
32	том что	3	7
33	как бы	31	7
34	как и	18	7
35	что в	6	7
36	в его	21	7
37	что он	24	6
38	например в	2	6
39	вместе с	2	6
40	или в	2	6
41	сказать что	3	6
42	в то	11	6
43	то же	15	5
44	с его	7	5
45	в одном	6	5
46	в ее	3	5
47	так же	7	5
48	же время	10	5
49	и он	2	5
50	из них	3	5
51	так и	8	5
52	в своем	2	5
53	рядом с	4	5
54	большинстве случаев	2	5
55	в той	4	5
56	и что	6	5
57	той же	2	5
58	еще в	4	5
59	тем что	4	5
60	но он	4	5
61	в себе	5	5
62	во всем	4	5
63	там где	7	5
64	что это	4	5
65	уже в	3	4
66	все время	4	4
67	с другой	4	4
68	та же	4	4
69	и от	3	4
70	а затем	2	4
71	и как	2	4
72	не в	10	4
73	и вообще	2	4
74	в большинстве	2	4
75	тот же	4	4
76	в ней	2	4
77	в котором	3	4
78	даже в	5	4
79	все же	8	4
80	не может	18	4
81	как в	5	4
82	самом деле	10	4
83	и наконец	7	4
84	и даже	5	4
85	а в	7	4
86	в другом	12	4
87	с ним	7	4
88	из этого	2	4
89	мы увидим	2	3
90	он сам	6	3
91	с этой	2	3
92	в одной	3	3
93	с этим	3	3
94	своего героя	2	3
95	одной из	2	3
96	но это	6	3
97	с миром	3	3
98	первой книги	2	3
99	было бы	3	3
100	и сам	7	3
101	в начале	3	3
102	конечно не	2	3
103	не мог	3	3
104	в него	3	3
105	здесь он	2	3
106	и для	8	3
107	в голове	2	3
108	при этом	2	3
109	разобранной нами	2	3
110	и не	27	3
111	те же	2	3
112	того что	3	3
113	что не	4	3
114	к нему	13	3
115	есть только	2	3
116	с другими	2	3
117	в плане	6	3
118	только в	6	3
119	в первом	2	3
120	только с	3	3
121	в чем	4	3
122	потому что	8	3
123	говорили что	4	3
124	времени и	2	2
125	отрывок из	2	2
126	всех этих	2	2
127	но уже	2	2
128	для его	2	2
129	это уже	2	2
130	в этих	2	2
131	понятно что	2	2
132	для этого	2	2
133	и во	3	2
134	в конце	5	2
135	переходит в	2	2
136	того времени	2	2
137	что все	2	2
138	себе самом	5	2
139	конечно в	2	2
140	человека с	3	2
141	в том	5	2
142	как его	3	2
143	раз в	2	2
144	это и	3	2
145	так что	5	2
146	в дальнейшем	2	2
147	ведь и	4	2
148	что они	6	2
149	от него	6	2
150	на этом	2	2
151	но не	6	2
152	до конца	4	2
153	со всеми	3	2
154	кажется что	2	2
155	может быть	14	2
156	за пределы	3	2
157	в своей	4	2
158	вполне понятно	2	2
159	хотя и	2	2
160	он не	13	2
161	в ослабленной	2	2
162	если б	3	2
163	в эти	2	2
164	мы видели	2	2
165	и отчасти	2	2
166	себя в	2	2
167	в форме	3	2
168	другой стороны	3	2
169	и прежде	4	2
170	как раз	4	2
171	что даже	2	2
172	да еще	2	2
173	но эта	2	2
174	лишь в	7	2
175	а не	4	2
176	и у	4	2
177	с точки	2	2
178	на которой	2	2
179	к себе	18	2
180	каждый из	2	2
181	самим собой	7	2
182	характер и	2	2
183	и то	5	2
184	их в	2	2
185	между тем	4	2
186	говорит он	4	2
187	он в	4	2
188	точки зрения	7	2
189	на его	4	2
190	говорить о	3	2
191	всех тех	2	2
192	как он	2	2
193	так сказать	2	2
194	бы в	4	2
195	но конечно	2	2
196	в эту	4	2
197	это было	2	2
