N	2gram	Voloshinov_2	FransuaR
1	и в	19	29
2	то есть	2	21
3	таким образом	14	20
4	и не	19	16
5	и все	6	13
6	в этой	3	13
7	как и	9	12
8	и т.п	10	12
9	но в	7	12
10	так и	10	11
11	и на	5	11
12	в этом	15	11
13	то же	16	10
14	как мы	15	10
15	мы уже	6	10
16	в то	8	10
17	не только	13	10
18	вовсе не	11	9
19	но и	10	9
20	все эти	3	9
21	и с	2	9
22	его в	7	9
23	же время	8	8
24	прежде всего	7	8
25	в его	5	8
26	и его	16	8
27	как бы	19	8
28	мы видели	4	7
29	так же	5	7
30	в том	7	7
31	так как	3	7
32	в большинстве	5	6
33	здесь в	2	6
34	в сущности	14	6
35	в атмосфере	2	6
36	что это	2	5
37	у него	2	5
38	это не	4	5
39	того же	5	5
40	до конца	2	5
41	и о	2	5
42	далеко не	2	5
43	в нем	11	5
44	в своей	3	5
45	и до	3	5
46	большинстве случаев	5	5
47	рядом с	2	5
48	сказать что	4	5
49	он и	2	5
50	перед нами	3	4
51	но они	2	4
52	с его	8	4
53	в нашем	2	4
54	что он	4	4
55	еще не	3	4
56	то что	4	4
57	жизни и	2	4
58	конечно не	4	4
59	на самом	7	4
60	с помощью	6	4
61	с другой	3	4
62	связана с	2	4
63	тем что	2	4
64	точки зрения	17	4
65	в узком	2	3
66	все время	2	3
67	в качестве	3	3
68	в своем	2	3
69	самого начала	5	3
70	и здесь	5	3
71	в ее	3	3
72	все же	5	3
73	но как	2	3
74	с самого	5	3
75	том что	10	3
76	и как	6	3
77	более или	2	3
78	мы можем	6	3
79	ведь это	2	3
80	слов и	3	3
81	того что	4	3
82	той же	3	3
83	и их	4	3
84	он не	3	3
85	к нему	5	3
86	или менее	2	3
87	при этом	9	3
88	на языке	2	3
89	того чтобы	6	3
90	для того	6	3
91	и даже	2	3
92	с ними	4	3
93	конечно и	2	3
94	в ней	3	3
95	границы между	2	3
96	в себе	4	3
97	там где	2	3
98	место в	2	2
99	уже в	2	2
100	бы не	2	2
101	связи с	13	2
102	к этому	5	2
103	в этих	3	2
104	поэтому в	2	2
105	формы и	2	2
106	другими словами	2	2
107	в жизни	2	2
108	этих форм	2	2
109	его к	2	2
110	в различных	3	2
111	а как	4	2
112	к тому	6	2
113	одной из	3	2
114	ни в	6	2
115	он был	2	2
116	да и	3	2
117	самом же	3	2
118	что они	2	2
119	именно в	2	2
120	мы увидим	2	2
121	но не	2	2
122	одной стороны	3	2
123	не может	18	2
124	о чем	2	2
125	же деле	3	2
126	может быть	28	2
127	группы и	2	2
128	никогда не	7	2
129	все те	4	2
130	в котором	3	2
131	и для	7	2
132	на этой	5	2
133	себя в	2	2
134	его и	3	2
135	в их	5	2
136	эта система	2	2
137	как раз	4	2
138	не на	2	2
139	узком смысле	2	2
140	в особенности	2	2
141	с одной	3	2
142	в той	5	2
143	они не	2	2
144	мы здесь	2	2
145	и у	2	2
146	и эта	2	2
147	с точки	13	2
148	между ними	2	2
149	друг друга	2	2
150	как на	2	2
151	в слове	4	2
152	или в	2	2
153	и то	3	2
154	в основе	9	2
155	в одной	2	2
156	это же	2	2
157	даже и	2	2
158	только в	8	2
159	мы сказали	3	2
160	о том	3	2
161	если же	2	2
162	и это	3	2
163	так сказать	14	2
164	правильного понимания	2	2
