N	2gram	Losev_Dial_4	Myslijsy
1	потому что	10	52
2	и в	15	39
3	может быть	17	27
4	в том	11	26
5	только в	7	25
6	что в	7	22
7	не может	11	22
8	а не	18	21
9	так как	14	21
10	не только	8	21
11	в нем	5	20
12	но и	4	20
13	и не	30	18
14	том что	10	16
15	так что	6	16
16	не в	8	15
17	в этом	11	15
18	если бы	6	14
19	чувства и	2	13
20	так и	5	13
21	в себе	8	13
22	таким образом	5	13
23	было бы	9	12
24	точно так	2	11
25	есть только	3	11
26	в человеке	2	10
27	мы не	9	10
28	по себе	13	10
29	что не	3	10
30	не есть	40	10
31	то что	16	10
32	как в	3	10
33	и что	9	10
34	могут быть	3	9
35	как и	7	9
36	тем что	2	9
37	тогда когда	5	9
38	но в	3	9
39	в одном	4	8
40	вместе с	2	8
41	со стороны	3	8
42	того что	13	8
43	точки зрения	14	8
44	должно быть	2	7
45	в ней	5	7
46	в истории	3	7
47	с этим	3	7
48	должны быть	4	7
49	это не	12	7
50	то и	2	7
51	не менее	2	6
52	от нее	3	6
53	тем не	2	6
54	и как	4	6
55	еще не	4	6
56	что на	2	6
57	как бы	14	6
58	что и	6	6
59	все же	2	6
60	и т	17	6
61	в природе	3	6
62	бы не	2	6
63	то же	9	6
64	при этом	2	6
65	и по	2	6
66	между собою	2	6
67	в каком	5	6
68	того как	2	6
69	с тем	4	5
70	для всех	3	5
71	вовсе не	6	5
72	что человек	2	5
73	но это	4	5
74	то в	5	5
75	и потому	3	5
76	только тогда	5	5
77	которые мы	2	5
78	в его	4	5
79	не видно	2	5
80	другой стороны	2	5
81	во всех	2	5
82	так же	4	5
83	и для	5	5
84	не имеет	14	5
85	и его	7	5
86	возможно только	3	5
87	не могут	2	4
88	никогда не	2	4
89	однако в	2	4
90	при таком	2	4
91	тем самым	3	4
92	вопрос о	2	4
93	и объекта	5	4
94	этом смысле	4	4
95	прежде всего	11	4
96	в свою	3	4
97	в смысле	5	4
98	бы ни	2	4
99	субъекта и	5	4
100	мы видим	4	4
101	от него	3	4
102	свою очередь	2	4
103	же время	6	4
104	от того	2	4
105	не по	2	4
106	есть нечто	2	4
107	т д	15	4
108	не было	2	4
109	и притом	3	4
110	то на	3	4
111	быть не	2	4
112	и даже	6	4
113	и необходимости	3	4
114	тому как	4	4
115	само по	4	4
116	из этих	2	4
117	во всем	2	4
118	в то	6	4
119	что мы	7	4
120	бы в	4	4
121	только для	3	3
122	сама по	5	3
123	прежде чем	2	3
124	что это	13	3
125	в них	2	3
126	оно не	2	3
127	и во	2	3
128	и это	8	3
129	бытия и	4	3
130	в жизни	5	3
131	что все	4	3
132	показывает что	2	3
133	думать что	2	3
134	только потому	3	3
135	в этой	4	3
136	оно и	3	3
137	в своем	5	3
138	если мы	5	3
139	она не	4	3
140	в своей	3	3
141	и их	2	3
142	что если	3	3
143	для того	5	3
144	никто не	2	3
145	и тем	6	3
146	и той	3	3
147	в самом	2	3
148	в словах	3	3
149	и без	2	3
150	то ни	4	3
151	одной и	3	3
152	в сравнении	3	3
153	свободы и	3	3
154	заключается в	2	3
155	не мог	2	3
156	той же	5	3
157	с ним	3	3
158	должна быть	7	3
159	что по	2	3
160	и то	3	3
161	во внимание	2	3
162	сказать что	6	3
163	во всяком	2	3
164	хотя и	6	3
165	подобно тому	4	3
166	и при	2	3
167	и вообще	7	3
168	с точки	9	3
169	мы должны	4	3
170	и все	11	3
171	и другое	2	3
172	том как	2	3
173	и с	4	3
174	но как	2	3
175	мы будем	2	2
176	нисколько не	2	2
177	только не	3	2
178	и есть	19	2
179	с этой	2	2
180	по крайней	7	2
181	в понятии	2	2
182	на все	2	2
183	история и	2	2
184	по законам	2	2
185	в собственном	3	2
186	что именно	7	2
187	на то	5	2
188	а как	2	2
189	не что	8	2
190	но если	5	2
191	жизни и	4	2
192	уже не	9	2
193	у нас	3	2
194	но все	2	2
195	есть не	5	2
196	не будет	2	2
197	самостоятельности и	2	2
198	все что	2	2
199	и может	2	2
200	того чтобы	5	2
201	мог бы	2	2
202	на себе	5	2
203	в сущности	5	2
204	за пределы	3	2
205	ни одна	2	2
206	и о	8	2
207	и если	3	2
208	никак не	2	2
209	и следовательно	3	2
210	на что	2	2
211	в виду	9	2
212	для нее	2	2
213	не имеем	2	2
214	крайней мере	7	2
215	с ее	10	2
216	что же	2	2
217	на основании	3	2
218	в их	3	2
219	только что	2	2
220	тем более	6	2
221	для этого	2	2
222	ничего общего	4	2
223	и только	2	2
224	в разных	2	2
225	что оно	7	2
226	в течение	4	2
227	или в	7	2
228	хотя бы	4	2
229	сравнении с	2	2
230	когда уже	2	2
231	иное как	8	2
232	по общему	2	2
233	даже и	3	2
234	известно что	3	2
235	он есть	7	2
236	что иное	8	2
237	что даже	2	2
238	и необходимость	2	2
239	как будто	2	2
240	в один	3	2
241	познания и	2	2
242	о том	5	2
243	при помощи	3	2
244	нет ничего	6	2
245	есть в	4	2
246	бы только	4	2
247	в которой	2	2
248	не могли	2	2
249	это будет	3	2
250	то мы	3	2
251	есть понятие	2	2
252	стало быть	15	2
253	мы можем	3	2
