N	2gram	Vinokur_Ku_1	Psycholo
1	то что	9	37
2	и в	24	30
3	в том	30	27
4	что в	17	24
5	и что	5	23
6	потому что	23	23
7	том что	21	21
8	для того	16	20
9	таким образом	12	20
10	того чтобы	17	20
11	как бы	7	19
12	что он	6	17
13	на то	4	17
14	если мы	2	16
15	и мы	2	16
16	не только	10	16
17	в самом	10	14
18	в этом	14	14
19	так же	4	13
20	как раз	8	13
21	в сущности	3	12
22	вместе с	7	12
23	если бы	9	11
24	может быть	13	11
25	как на	3	11
26	о том	9	10
27	никогда не	2	9
28	с другой	7	9
29	для этого	3	9
30	мы увидим	3	9
31	не может	7	9
32	увидим что	2	9
33	и то	3	9
34	так как	9	9
35	с тем	5	8
36	что это	5	8
37	тому что	3	8
38	мы имеем	6	8
39	к тому	5	8
40	не в	11	8
41	а не	8	8
42	при этом	6	8
43	того что	9	8
44	заключается в	2	8
45	самом деле	9	8
46	по себе	2	7
47	в нем	4	7
48	и как	2	7
49	зависимости от	6	7
50	но не	5	7
51	все же	12	7
52	и т	33	7
53	то же	8	7
54	точки зрения	14	7
55	как это	3	7
56	уже в	3	6
57	ясно что	3	6
58	в зависимости	5	6
59	в своем	3	6
60	что она	3	6
61	именно в	6	6
62	как и	2	6
63	что если	2	6
64	что с	2	6
65	и если	3	6
66	и тем	2	6
67	и для	2	6
68	но и	6	6
69	что все	2	6
70	что оно	3	6
71	и не	12	6
72	и его	5	6
73	или в	2	6
74	и здесь	3	6
75	никак не	2	6
76	тем что	8	6
77	о котором	2	6
78	когда мы	2	6
79	и есть	2	5
80	в целом	4	5
81	несмотря на	3	5
82	и потому	4	5
83	в этой	3	5
84	что они	4	5
85	еще не	5	5
86	до сих	4	5
87	было бы	15	5
88	был бы	2	5
89	когда он	3	5
90	один из	4	5
91	сих пор	4	5
92	другой стороны	6	5
93	а с	3	5
94	сводится к	3	5
95	прав когда	2	5
96	рядом с	5	5
97	в себе	3	5
98	но в	2	5
99	только в	11	5
100	бы в	7	5
101	казалось бы	3	4
102	в результате	5	4
103	в частности	4	4
104	и все	2	4
105	прежде всего	9	4
106	содержание и	5	4
107	то это	3	4
108	у нас	10	4
109	в своей	2	4
110	в ней	6	4
111	в его	12	4
112	в них	7	4
113	не есть	4	4
114	на примере	2	4
115	и именно	2	4
116	внимание на	4	4
117	а в	5	4
118	там где	4	4
119	действия и	2	4
120	могли бы	2	4
121	о чем	2	4
122	в виду	5	4
123	под влиянием	3	3
124	не могут	2	3
125	была бы	3	3
126	в состоянии	2	3
127	хотя бы	10	3
128	это не	7	3
129	из этих	4	3
130	состоит в	3	3
131	и говорит	2	3
132	вовсе не	10	3
133	вопрос о	2	3
134	для нас	2	3
135	меньше всего	2	3
136	так что	4	3
137	это есть	2	3
138	в свою	3	3
139	тот же	2	3
140	он не	2	3
141	что и	4	3
142	на его	3	3
143	ни в	2	3
144	так и	7	3
145	со стороны	4	3
146	как в	4	3
147	в их	3	3
148	так например	2	3
149	это только	3	3
150	идет речь	2	3
151	т д	14	3
152	этом отношении	5	3
153	в той	5	3
154	на этот	2	3
155	в таком	3	3
156	целый ряд	5	3
157	той же	3	3
158	можно было	6	3
159	в силу	10	3
160	и на	4	3
161	в каком	2	3
162	в данном	4	3
163	т п	18	3
164	в этих	4	3
165	в которой	6	3
166	с этой	2	2
167	с его	4	2
168	связи с	7	2
169	именно поэтому	2	2
170	не является	2	2
171	с этим	4	2
172	в одном	3	2
173	в каждом	2	2
174	что эти	4	2
175	этом смысле	3	2
176	или иной	3	2
177	с помощью	7	2
178	можно сказать	3	2
179	же в	4	2
180	этом случае	2	2
181	до конца	2	2
182	ли не	3	2
183	и того	2	2
184	по существу	4	2
185	когда в	2	2
186	но все	2	2
187	и при	2	2
188	очевидно что	3	2
189	того же	4	2
190	и под	2	2
191	должна быть	3	2
192	обе эти	3	2
193	одного и	2	2
194	что их	2	2
195	по преимуществу	2	2
196	обратить внимание	2	2
197	том чтобы	8	2
198	на том	3	2
199	как они	2	2
200	в качестве	7	2
201	в котором	3	2
202	гораздо более	3	2
203	должен быть	4	2
204	себе и	2	2
205	не с	3	2
206	еще один	2	2
207	иное как	2	2
208	речь в	4	2
209	из них	4	2
210	ни одного	2	2
211	все это	6	2
212	по отношению	8	2
213	но еще	3	2
214	того как	4	2
215	образом если	2	2
216	все равно	2	2
217	это и	4	2
218	с точки	9	2
219	и даже	3	2
220	и он	3	2
221	между ними	2	2
222	бы на	2	2
223	должно быть	3	2
224	ничего не	2	2
225	в которых	6	2
226	и с	5	2
227	даже и	3	2
228	что касается	2	2
229	это по	2	2
230	как например	2	2
231	в то	2	2
232	том и	2	2
233	все эти	6	2
234	на самом	2	2
