N	2gram	Vygotskiy__5	VeschiIm
1	не есть	4	49
2	не может	18	33
3	не только	16	31
4	может быть	9	29
5	и не	12	28
6	и в	16	26
7	то что	26	24
8	и есть	7	23
9	это значит	5	22
10	значит что	5	22
11	а не	10	20
12	что я	2	16
13	в смысле	3	15
14	и следовательно	6	15
15	что она	2	14
16	только в	10	14
17	и что	12	13
18	того что	16	13
19	по себе	7	13
20	было бы	10	12
21	но и	6	12
22	сказать что	13	12
23	есть не	2	12
24	все же	3	12
25	в себя	3	12
26	и то	4	12
27	таким образом	19	11
28	то же	8	10
29	в ней	2	10
30	как бы	5	10
31	потому что	21	10
32	что мы	4	10
33	в том	18	9
34	в самом	4	9
35	и с	3	9
36	прежде всего	3	9
37	еще и	3	9
38	себя и	2	8
39	но это	3	8
40	ничего не	5	8
41	совершенно не	2	7
42	в свете	4	7
43	что оно	6	7
44	говорить о	3	7
45	в то	5	7
46	его в	2	7
47	так как	16	7
48	том что	15	7
49	указывает на	2	7
50	и их	4	7
51	в этом	25	7
52	как с	3	7
53	так что	4	6
54	и как	3	6
55	это есть	4	6
56	что они	5	6
57	что является	2	6
58	но что	3	6
59	что в	16	6
60	для него	5	6
61	но если	6	6
62	жизни и	2	6
63	должно быть	8	6
64	в результате	4	6
65	точки зрения	18	6
66	но в	6	6
67	если мы	7	6
68	с ним	5	6
69	можно было	5	6
70	не менее	3	5
71	должна быть	5	5
72	в отношении	9	5
73	вообще не	4	5
74	это не	4	5
75	с этой	4	5
76	не в	6	5
77	свою очередь	3	5
78	еще не	4	5
79	должны быть	2	5
80	а в	3	5
81	что для	2	5
82	или не	2	5
83	ни на	2	5
84	с тем	3	5
85	если бы	8	5
86	в свою	4	5
87	у нас	2	5
88	это и	3	5
89	но не	10	5
90	того же	7	5
91	в сущности	13	5
92	в чем	3	5
93	я не	2	4
94	в своем	5	4
95	с другой	4	4
96	точка зрения	8	4
97	из них	2	4
98	в их	3	4
99	то и	2	4
100	мы говорим	2	4
101	от того	3	4
102	и даже	2	4
103	знания и	2	4
104	с этим	3	4
105	о том	8	4
106	и более	3	4
107	то это	2	4
108	как и	8	4
109	во всех	2	4
110	его на	2	4
111	и потому	2	4
112	что и	3	4
113	как я	3	4
114	этот вопрос	6	4
115	с точки	9	4
116	что значит	3	4
117	мы не	3	4
118	тем что	5	4
119	сама по	4	3
120	и другое	4	3
121	никогда не	5	3
122	вопрос о	12	3
123	можно сказать	5	3
124	к тому	6	3
125	на этом	3	3
126	в нем	7	3
127	отношение к	11	3
128	все это	2	3
129	отношения к	2	3
130	их в	2	3
131	но как	3	3
132	тогда когда	5	3
133	само по	2	3
134	в одном	3	3
135	в жизни	2	3
136	что он	25	3
137	мы видим	4	3
138	тот же	5	3
139	в своей	2	3
140	вместе с	4	3
141	так и	7	3
142	только на	2	3
143	а с	2	3
144	из того	11	3
145	в той	6	3
146	самом деле	3	3
147	бы в	4	3
148	того чтобы	17	3
149	хотя бы	5	3
150	тому как	4	3
151	тем более	4	3
152	не то	4	3
153	подобно тому	4	3
154	вопроса о	3	3
155	в основе	8	3
156	на вопрос	5	2
157	мы будем	2	2
158	казалось бы	4	2
159	же мы	2	2
160	в частности	3	2
161	его и	3	2
162	тому что	5	2
163	может ли	2	2
164	именно потому	2	2
165	на все	5	2
166	а потому	3	2
167	а только	4	2
168	но все	2	2
169	не говорит	2	2
170	переход от	7	2
171	обе эти	5	2
172	в виду	2	2
173	в сфере	5	2
174	только один	2	2
175	и тем	3	2
176	в первой	2	2
177	но только	2	2
178	мы говорили	2	2
179	и внимания	3	2
180	оба эти	4	2
181	этой точки	4	2
182	заключается в	5	2
183	который мы	2	2
184	так же	15	2
185	в своих	2	2
186	в более	2	2
187	что только	2	2
188	в первом	3	2
189	тот момент	2	2
190	как это	8	2
191	как она	3	2
192	мы можем	6	2
193	быть совершенно	2	2
194	но они	2	2
195	о чем	2	2
196	на их	2	2
197	если он	2	2
198	не с	2	2
199	и эти	2	2
200	то в	3	2
201	в силу	10	2
202	в качестве	4	2
203	и может	3	2
204	никак не	3	2
205	он не	8	2
206	только к	2	2
207	когда он	2	2
208	как в	5	2
209	мысли и	5	2
210	находится в	2	2
211	приводит к	7	2
212	еще более	5	2
213	все равно	2	2
214	как мы	10	2
215	для того	14	2
216	вопрос как	3	2
217	и его	3	2
218	той же	4	2
219	ничто не	2	2
220	во всяком	2	2
221	ту же	2	2
222	об отношении	2	2
223	том как	2	2
