N	2gram	Potebnia_M_3	Komedia
1	и в	30	22
2	том что	18	12
3	в том	32	11
4	но и	19	11
5	не только	21	10
6	из них	6	10
7	в то	10	10
8	как и	10	9
9	и т	5	9
10	может быть	28	9
11	в одном	2	8
12	таким образом	14	8
13	и не	15	8
14	и его	4	8
15	о том	2	8
16	в этой	2	7
17	что в	17	6
18	что он	6	6
19	к тому	7	6
20	ни в	2	6
21	и по	4	6
22	то же	23	6
23	не в	15	6
24	а в	12	6
25	в которой	3	6
26	уже в	5	5
27	с другой	7	5
28	во время	2	5
29	прежде всего	3	5
30	при этом	3	5
31	в его	4	5
32	один из	4	5
33	на его	2	5
34	так и	11	5
35	как в	10	5
36	все это	4	5
37	другой стороны	4	5
38	то время	4	5
39	и даже	2	5
40	потому что	46	5
41	т п	2	5
42	между тем	9	5
43	именно в	3	4
44	в их	2	4
45	к этому	3	4
46	по поводу	4	4
47	несмотря на	2	4
48	как мы	7	4
49	же в	2	4
50	что они	2	4
51	же время	5	4
52	в котором	4	4
53	в нем	9	4
54	что и	13	4
55	на него	3	4
56	так в	2	4
57	т д	3	4
58	тем что	7	4
59	точки зрения	2	4
60	так как	13	4
61	мы можем	3	4
62	место в	3	3
63	не менее	5	3
64	в них	5	3
65	в образе	3	3
66	на то	2	3
67	и как	5	3
68	по своему	2	3
69	одной стороны	3	3
70	одной из	2	3
71	в начале	3	3
72	и о	2	3
73	у него	2	3
74	он не	4	3
75	по содержанию	2	3
76	даже в	2	3
77	все же	2	3
78	отношению к	5	3
79	в целом	3	3
80	отношение к	2	3
81	так же	3	3
82	по отношению	5	3
83	того как	4	3
84	этом отношении	2	3
85	с одной	7	3
86	там же	6	3
87	все остальные	3	3
88	мы не	9	3
89	и на	3	3
90	или вовсе	3	3
91	в этом	10	3
92	и с	2	3
93	в виде	2	3
94	могут быть	3	3
95	только в	21	3
96	и все	3	3
97	его в	3	3
98	в чем	3	3
99	в сознании	15	3
100	за тем	3	2
101	независимо от	5	2
102	за пределы	2	2
103	и без	7	2
104	столь же	4	2
105	и теперь	6	2
106	на все	2	2
107	вовсе не	7	2
108	образом в	3	2
109	указывает на	6	2
110	в свою	3	2
111	от них	2	2
112	тем не	3	2
113	художественный образ	2	2
114	мы видели	4	2
115	а к	3	2
116	но не	7	2
117	время и	2	2
118	до сих	3	2
119	еще не	5	2
120	было бы	9	2
121	в действительности	5	2
122	со своей	2	2
123	в самом	8	2
124	относится к	4	2
125	для себя	3	2
126	только один	2	2
127	и тем	5	2
128	то что	18	2
129	не к	4	2
130	вместе с	12	2
131	не говоря	3	2
132	все что	4	2
133	со стороны	3	2
134	или менее	3	2
135	вслед за	3	2
136	только что	8	2
137	то и	6	2
138	не может	6	2
139	в других	2	2
140	в форме	2	2
141	и притом	2	2
142	к нему	3	2
143	в силу	3	2
144	или в	3	2
145	но это	6	2
146	не следует	5	2
147	к ней	5	2
148	только при	2	2
149	в себе	16	2
150	об отношении	4	2
151	в области	2	2
152	что по	2	2
153	сих пор	3	2
