N	2gram	Medvedev_F_3	Problema
1	то что	8	42
2	вовсе не	28	35
3	и в	27	32
4	и не	30	31
5	не есть	4	29
6	не менее	7	19
7	в этом	18	19
8	тем не	2	18
9	не только	9	17
10	потому что	7	16
11	по себе	4	15
12	а не	17	15
13	в себе	3	15
14	как бы	8	14
15	может быть	25	14
16	у нас	3	14
17	но в	6	14
18	и тем	3	13
19	в нем	15	13
20	сказать что	3	13
21	как раз	8	13
22	что в	8	12
23	том что	4	12
24	так и	21	12
25	и т	11	11
26	и даже	2	11
27	о том	4	11
28	так как	9	11
29	если мы	7	11
30	то же	15	10
31	прежде всего	4	10
32	в этой	2	10
33	т д	6	10
34	отнюдь не	8	10
35	ничего не	2	10
36	но не	5	9
37	в том	7	9
38	но и	10	9
39	и что	3	9
40	так же	9	9
41	же самое	3	9
42	раз и	3	9
43	еще не	6	9
44	что же	5	9
45	того чтобы	5	9
46	в таком	2	9
47	в данном	6	9
48	и это	2	9
49	данном случае	4	8
50	не может	24	8
51	все эти	6	8
52	и на	3	8
53	он и	3	8
54	было бы	6	8
55	в своей	6	8
56	для того	4	8
57	но это	2	8
58	и ее	6	8
59	никогда не	5	7
60	ни в	8	7
61	смысле слова	2	7
62	и является	4	7
63	все это	7	7
64	того что	3	7
65	всех этих	2	7
66	в них	3	7
67	и все	8	7
68	что он	6	7
69	во всех	3	7
70	как мы	8	7
71	во всяком	6	7
72	тем что	5	7
73	только в	8	7
74	здесь не	2	7
75	в конце	3	6
76	и как	4	6
77	при этом	8	6
78	в самом	11	6
79	в виду	3	6
80	таким образом	18	6
81	это не	3	6
82	говорить о	2	6
83	его в	7	6
84	как это	4	6
85	этом смысле	2	6
86	в то	7	6
87	совершенно не	7	6
88	за пределы	2	6
89	в его	7	6
90	на самом	14	6
91	самом деле	16	6
92	в своем	2	5
93	или иной	2	5
94	можно сказать	3	5
95	для нас	3	5
96	мы уже	3	5
97	не являются	2	5
98	в котором	2	5
99	она есть	3	5
100	что она	2	5
101	мы должны	2	5
102	с тем	7	5
103	не является	5	5
104	то в	2	5
105	связи с	5	5
106	действительности и	6	5
107	но уже	2	5
108	совсем не	5	4
109	тому что	3	4
110	не в	12	4
111	в дальнейшем	5	4
112	мы и	3	4
113	и пр	15	4
114	только то	3	4
115	и только	2	4
116	их в	3	4
117	в истории	5	4
118	как он	2	4
119	конце концов	2	4
120	если бы	12	4
121	в литературе	6	4
122	литературы и	3	4
123	никак не	3	4
124	ровно ничего	2	4
125	как в	4	4
126	только на	4	4
127	входит в	8	4
128	и притом	2	4
129	здесь необходимо	2	4
130	и для	6	4
131	функции в	3	4
132	мы можем	4	4
133	в связи	4	4
134	уже в	4	3
135	что это	3	3
136	в этих	3	3
137	в отношении	2	3
138	с другой	6	3
139	его от	2	3
140	что они	5	3
141	в действительности	9	3
142	но для	2	3
143	всяком случае	6	3
144	хотя бы	6	3
145	из них	2	3
146	другой стороны	5	3
147	для этого	2	3
148	смысл и	4	3
149	и его	19	3
150	в самой	2	3
151	именно на	2	3
152	действительности в	3	3
153	в которых	3	3
154	же и	4	3
155	точки зрения	16	3
156	в искусстве	7	3
157	необходимо чтобы	2	3
158	но ведь	4	3
159	и следовательно	3	3
160	нисколько не	2	3
161	только не	2	3
162	сливаются в	3	3
163	и во	2	3
164	в жизни	11	3
165	ясно что	3	3
166	в ее	4	3
167	как и	14	3
168	учение о	2	3
169	того же	3	3
170	мы увидим	2	3
171	к тому	4	3
172	о нем	3	3
173	сами по	2	3
174	оно не	3	3
175	да и	4	3
176	может и	3	3
177	уже не	3	3
178	не на	3	3
179	с точки	14	3
180	в каком	2	3
181	дело в	2	3
182	или на	2	3
183	не могут	10	2
184	все время	6	2
185	же как	3	2
186	друг другу	2	2
187	вообще не	2	2
188	в целях	2	2
189	следовательно и	4	2
190	является не	2	2
191	это только	2	2
192	ведь если	2	2
193	не о	3	2
194	но если	2	2
195	в него	3	2
196	от других	2	2
197	то или	2	2
198	для чего	2	2
199	в нас	2	2
200	являются только	2	2
201	и очень	2	2
202	от всех	4	2
203	этого романа	2	2
204	в результате	5	2
205	и с	3	2
206	действующих лиц	2	2
207	не как	2	2
208	может иметь	2	2
209	знаем что	2	2
210	чем же	2	2
211	из этих	2	2
212	известной степени	2	2
213	к его	3	2
214	в конкретном	4	2
215	совершенно неверно	2	2
216	между тем	7	2
217	том как	2	2
218	поэтому и	2	2
219	что ни	2	2
220	с его	2	2
221	сознания и	2	2
222	для них	7	2
223	могут быть	4	2
224	однако в	2	2
225	то он	3	2
226	говорят о	2	2
227	она не	4	2
228	предмета и	2	2
229	в сущности	2	2
230	не значит	2	2
231	и потому	5	2
232	нет и	3	2
233	вместе с	6	2
234	ее в	3	2
235	самый факт	2	2
236	как его	9	2
237	мы не	4	2
238	тому как	5	2
239	что этот	2	2
240	является в	2	2
241	подобно тому	4	2
242	без всякой	2	2
243	в области	2	2
244	в эту	2	2
245	не можем	2	2
