N	2gram	Losev_Vlad_3	Myslijsy
1	потому что	11	46
2	то есть	24	34
3	в том	18	32
4	и в	40	30
5	может быть	8	28
6	то же	4	23
7	не только	25	21
8	только в	13	21
9	для нас	5	20
10	но и	18	19
11	том что	18	18
12	то что	28	18
13	того что	7	18
14	что в	17	17
15	не есть	10	17
16	по себе	6	16
17	в себе	9	16
18	не в	3	15
19	и не	25	15
20	а не	8	15
21	таким образом	11	14
22	что и	7	13
23	так как	7	13
24	точно так	4	12
25	вместе с	7	12
26	а в	7	12
27	если бы	3	12
28	так и	6	11
29	как и	7	10
30	и что	8	10
31	в этом	16	10
32	в то	7	10
33	из этих	3	9
34	для него	8	9
35	было бы	4	9
36	в нем	3	9
37	мы не	2	9
38	в самом	4	8
39	от того	4	8
40	в ней	5	8
41	только что	2	8
42	что мы	2	8
43	и то	9	8
44	с другой	5	7
45	вовсе не	13	7
46	к тому	7	7
47	как мы	8	7
48	так что	14	7
49	с тем	7	7
50	но не	4	7
51	есть не	2	7
52	с одной	3	7
53	тем самым	2	7
54	тем что	5	7
55	но оно	2	6
56	что он	5	6
57	но это	6	6
58	с этим	2	6
59	из них	2	6
60	то это	10	6
61	то и	2	6
62	не может	14	6
63	там же	7	6
64	уже не	9	6
65	не имеет	4	6
66	же с	7	6
67	уже в	3	5
68	не могут	2	5
69	независимо от	3	5
70	человека и	3	5
71	в каком	4	5
72	и как	7	5
73	же время	2	5
74	в своем	8	5
75	еще не	4	5
76	и тем	3	5
77	не менее	9	5
78	одно и	2	5
79	есть только	9	5
80	должно быть	5	5
81	как на	3	5
82	сказать что	12	5
83	сам по	2	5
84	что это	9	4
85	не дается	2	4
86	оно не	3	4
87	и от	6	4
88	мы видели	3	4
89	для понимания	2	4
90	в смысле	6	4
91	что даже	2	4
92	то время	4	4
93	в его	14	4
94	в котором	4	4
95	не все	3	4
96	не к	2	4
97	другой стороны	2	4
98	а и	2	4
99	и его	10	4
100	он не	8	4
101	не было	5	4
102	если не	6	4
103	для того	2	4
104	и по	2	4
105	мы должны	4	4
106	далеко не	3	4
107	об отношении	2	4
108	и это	6	4
109	и потому	10	4
110	не существует	2	3
111	этого не	3	3
112	тому что	4	3
113	прежде всего	10	3
114	и все	4	3
115	что все	7	3
116	к этому	2	3
117	и вместе	2	3
118	не можем	2	3
119	а только	7	3
120	оно есть	6	3
121	тем не	10	3
122	именно в	3	3
123	более или	5	3
124	не будет	6	3
125	само по	3	3
126	одной стороны	3	3
127	при этом	3	3
128	никак не	4	3
129	что она	2	3
130	как бы	3	3
131	для себя	5	3
132	в целом	2	3
133	на него	2	3
134	со стороны	2	3
135	или менее	5	3
136	только на	5	3
137	в одно	2	3
138	того чтобы	3	3
139	к нему	3	3
140	нельзя сказать	3	3
141	в силу	2	3
142	друг друга	2	3
143	так же	8	3
144	в таком	3	3
145	и на	6	3
146	можно думать	2	3
147	же и	2	3
148	в начале	2	3
149	самого себя	2	3
150	и вообще	3	3
151	его в	2	3
152	заметить что	2	3
153	в чем	3	3
154	в которой	2	3
155	это было	3	3
156	во многом	2	2
157	при таких	2	2
158	перед нами	3	2
159	но все	3	2
160	об этом	6	2
161	связи с	2	2
162	в какой	2	2
163	только при	4	2
164	не столько	3	2
165	не как	2	2
166	иначе и	2	2
167	о необходимости	3	2
168	в одном	5	2
169	это последнее	2	2
170	на то	4	2
171	одной из	2	2
172	идеи и	2	2
173	в этой	8	2
174	можно только	2	2
175	но как	2	2
176	у него	24	2
177	но что	2	2
178	она не	2	2
179	несмотря на	7	2
180	этого последнего	2	2
181	и если	7	2
182	выше мы	2	2
183	и о	4	2
184	свойств и	3	2
185	мы уже	5	2
186	за пределы	3	2
187	так или	2	2
188	был бы	3	2
189	даже в	4	2
190	собственно говоря	3	2
191	с таким	2	2
192	но мы	2	2
193	все же	4	2
194	же в	3	2
195	а тем	2	2
196	в своей	9	2
197	что же	9	2
198	в их	2	2
199	что есть	3	2
200	в виде	13	2
201	в разных	2	2
202	а с	4	2
203	этом отношении	2	2
204	к своему	2	2
205	но только	2	2
206	к тем	2	2
207	и наконец	2	2
208	и даже	6	2
209	и притом	3	2
210	тут же	5	2
211	с этой	2	2
212	ни в	10	2
213	от этого	2	2
214	с каким	3	2
215	точки зрения	13	2
216	то он	4	2
217	еще раз	2	2
218	бы в	2	2
219	ничего общего	5	2
220	о том	11	2
221	что а	2	2
222	что эта	2	2
223	иметь в	2	2
224	то не	2	2
225	таком случае	2	2
226	понятие о	2	2
227	нет ни	2	2
228	и с	9	2
