N	2gram	Tiupa_Disk_2	Problema
1	и в	16	44
2	и не	15	35
3	то есть	12	34
4	может быть	16	28
5	потому что	4	25
6	то что	5	23
7	в том	8	21
8	только в	3	19
9	а не	14	18
10	в этом	16	17
11	также и	3	16
12	не только	10	14
13	и то	4	14
14	не в	3	13
15	то же	6	13
16	той или	3	12
17	но в	11	12
18	том что	10	12
19	не является	4	11
20	в басне	3	11
21	не менее	7	10
22	но и	11	10
23	отнюдь не	6	10
24	как и	16	10
25	некоторого рода	2	10
26	так и	9	10
27	это не	3	9
28	в нем	7	9
29	и с	2	9
30	как бы	4	9
31	что он	2	9
32	в то	5	9
33	в его	3	9
34	что и	2	9
35	в данном	7	9
36	и это	2	9
37	перед нами	3	8
38	что в	5	8
39	или иной	3	8
40	ни в	7	8
41	но это	3	8
42	он не	3	8
43	что же	2	8
44	в себе	19	8
45	здесь не	2	8
46	с другой	5	7
47	данном случае	6	7
48	не может	9	7
49	уже не	3	7
50	все эти	3	7
51	никогда не	2	6
52	можно сказать	3	6
53	в целом	2	6
54	такого рода	9	6
55	жизни и	3	6
56	у пушкина	2	6
57	о том	4	6
58	все же	6	6
59	не было	3	5
60	в ней	2	5
61	с той	2	5
62	другой стороны	2	5
63	все это	2	5
64	в своем	5	5
65	а в	2	5
66	точки зрения	4	5
67	этом случае	2	5
68	еще не	6	5
69	с ней	2	5
70	в своей	6	5
71	как в	8	5
72	тем самым	6	5
73	и его	3	5
74	при этом	17	4
75	же касается	2	4
76	на первый	2	4
77	а также	8	4
78	тут же	2	4
79	или по	2	4
80	дело в	2	4
81	содержит в	2	3
82	же как	2	3
83	прежде всего	7	3
84	и как	3	3
85	в этой	4	3
86	для него	5	3
87	жизни а	3	3
88	в первую	2	3
89	уже как	2	3
90	чем не	2	3
91	может иметь	2	3
92	его в	3	3
93	ни к	5	3
94	или иного	2	3
95	говорить о	2	3
96	но не	7	3
97	в качестве	16	3
98	здесь в	3	3
99	одно и	2	3
100	первую очередь	2	3
101	но уже	2	3
102	и все	3	3
103	в той	2	3
104	отличие от	12	3
105	и ее	3	3
106	как будто	3	3
107	есть в	2	3
108	именно в	2	2
109	в частности	12	2
110	в этих	3	2
111	того же	2	2
112	не столько	3	2
113	является не	2	2
114	о чем	2	2
115	со своим	2	2
116	ни для	4	2
117	в контексте	3	2
118	в котором	3	2
119	с ее	2	2
120	из них	3	2
121	с одной	4	2
122	как на	3	2
123	в результате	2	2
124	в основе	4	2
125	мы имеем	2	2
126	это в	2	2
127	а к	2	2
128	с их	2	2
129	и может	3	2
130	для себя	2	2
131	себя в	6	2
132	вместе с	2	2
133	человеческой жизни	2	2
134	в отличие	12	2
135	к их	2	2
136	а с	5	2
137	первый взгляд	2	2
138	героя в	5	2
139	и для	2	2
140	с точки	2	2
141	пока еще	2	2
142	могут быть	3	2
143	в другом	3	2
144	жизни но	3	2
145	и состоит	2	2
