N	2gram	Tiupa_Hudo_1	Myshleni
1	внутренней речи	14	67
2	речи и	3	30
3	в этом	11	29
4	точки зрения	10	28
5	и в	19	26
6	не только	16	24
7	для себя	2	24
8	то что	4	24
9	таким образом	3	23
10	с точки	3	21
11	представляет собой	10	19
12	того чтобы	2	19
13	в том	18	18
14	и не	15	18
15	внешней речи	2	18
16	для того	2	18
17	том что	8	17
18	потому что	3	16
19	как и	2	15
20	того что	4	14
21	так же	2	14
22	в ходе	5	12
23	что в	6	12
24	и его	12	12
25	в которой	2	11
26	но и	10	11
27	в слове	3	11
28	не может	7	11
29	по своей	7	10
30	слова и	2	10
31	по своему	2	9
32	тому что	2	9
33	в самом	5	9
34	в себе	9	9
35	то же	10	8
36	что она	2	8
37	сказать что	4	8
38	что он	3	8
39	ее в	2	8
40	тем самым	4	8
41	только в	5	8
42	к тому	4	7
43	прежде всего	4	7
44	может быть	14	7
45	и к	3	7
46	и то	4	7
47	в какой	2	6
48	и тем	2	6
49	по отношению	9	6
50	именно в	2	6
51	заключается в	2	6
52	как бы	9	6
53	между собой	2	6
54	в ее	5	6
55	и что	3	6
56	во всех	3	6
57	все эти	2	6
58	а не	9	6
59	слова в	2	5
60	можно сказать	5	5
61	одной стороны	2	5
62	если бы	3	5
63	в виду	5	5
64	чем это	2	5
65	в целом	3	5
66	с одной	2	5
67	одно из	2	5
68	как это	5	5
69	в качестве	24	5
70	отношению к	9	5
71	как говорит	3	5
72	слова как	5	5
73	если мы	2	5
74	и для	2	5
75	в данном	4	5
76	речи а	2	5
77	не менее	3	4
78	никогда не	2	4
79	в нашем	2	4
80	с другой	7	4
81	имеет место	2	4
82	в момент	2	4
83	в его	9	4
84	о том	2	4
85	но в	7	4
86	о чем	2	4
87	еще не	3	4
88	одной из	2	4
89	своей природе	2	4
90	как в	2	4
91	приводит к	5	4
92	в той	3	4
93	не в	7	4
94	в области	6	4
95	я не	2	3
96	все это	2	3
97	это не	2	3
98	из этих	3	3
99	том и	2	3
100	одно и	3	3
101	тем не	3	3
102	есть в	2	3
103	для него	4	3
104	мог бы	3	3
105	совпадает с	2	3
106	в основе	4	3
107	между ними	4	3
108	не является	4	3
109	значения и	2	3
110	как к	2	3
111	в самой	2	3
112	во втором	4	3
113	и по	2	3
114	он не	4	3
115	с ним	2	3
116	состоит в	16	3
117	втором случае	2	3
118	по себе	2	3
119	об этом	2	3
120	в то	6	3
121	но не	11	3
122	и о	3	3
123	и потому	2	3
124	этого слова	2	3
125	что и	2	3
126	в своей	5	3
127	так и	11	3
128	как раз	3	3
129	к нему	3	3
130	отличается от	2	3
131	с другими	4	3
132	между двумя	2	3
133	в этой	2	3
134	наших глазах	2	3
135	в чем	2	3
136	и состоит	3	3
137	к действительности	3	2
138	себя и	2	2
139	в этих	3	2
140	никто не	2	2
141	только о	2	2
142	входит в	4	2
143	ни в	5	2
144	свою очередь	2	2
145	во внутренней	2	2
146	в свою	3	2
147	случае не	2	2
148	или в	2	2
149	в конечном	5	2
150	один из	2	2
151	в нем	5	2
152	с ее	5	2
153	отношение к	5	2
154	это отношение	3	2
155	в их	5	2
156	отношения к	2	2
157	этого термина	2	2
158	лишь в	4	2
159	и больше	2	2
160	а в	12	2
161	самим собой	4	2
162	но он	3	2
163	к его	2	2
164	его в	2	2
165	конечном счете	5	2
166	этих двух	2	2
167	вовсе не	2	2
168	то в	2	2
169	внутренней и	2	2
170	даже в	3	2
171	деятельности в	2	2
172	из этого	2	2
173	во всей	3	2
174	в отношении	3	2
175	в отличие	7	2
176	своей внутренней	2	2
177	говорит что	2	2
178	могут быть	4	2
179	на деле	3	2
180	и ее	3	2
181	отличие от	7	2
