N	3gram	Voloshinov_1	Problema
1	тем не менее	2	18
2	то же самое	3	9
3	для того чтобы	3	8
4	ничего общего с	2	7
5	в этом смысле	2	6
6	в таком случае	2	6
7	в том что	3	5
8	в то же	3	4
9	в конце концов	3	4
10	сама по себе	2	4
11	в связи с	7	4
12	с точки зрения	20	3
13	до сих пор	8	3
14	можно сказать что	3	3
15	в настоящее время	6	3
16	с другой стороны	5	3
17	может быть и	3	3
18	во всяком случае	2	3
19	и того же	5	2
20	можно было бы	2	2
21	так же как	2	2
22	в самом деле	9	2
23	одного и того	5	2
24	в этом случае	3	2
25	не может быть	13	2
