N	2gram	Ircho_Kome_1	Istorich
1	и в	22	28
2	может быть	9	25
3	и т	9	25
4	т д	4	22
5	не может	2	15
6	что в	6	12
7	то же	6	12
8	не только	10	12
9	только в	3	11
10	что он	6	10
11	все же	3	10
12	прежде всего	5	10
13	но и	11	10
14	т е	13	10
15	мы не	3	10
16	в том	11	9
17	о том	8	9
18	то что	2	9
19	и не	8	9
20	не в	6	9
21	так и	5	9
22	таким образом	8	8
23	в этом	3	8
24	но в	4	8
25	том что	12	7
26	здесь мы	3	7
27	еще не	2	7
28	было бы	2	7
29	а в	6	7
30	так же	3	7
31	и здесь	2	7
32	с другой	5	6
33	не менее	3	6
34	к тому	6	6
35	тем не	2	6
36	вслед за	2	6
37	что и	4	6
38	в этой	7	6
39	его в	3	6
40	так как	4	6
41	вместе с	2	6
42	в одном	8	5
43	вопрос о	3	5
44	в силу	2	5
45	что они	4	5
46	но не	2	5
47	до сих	2	5
48	в качестве	4	5
49	ее в	2	5
50	восходят к	2	5
51	сих пор	2	5
52	или менее	2	5
53	другой стороны	5	5
54	или в	2	5
55	в его	5	5
56	к которому	3	5
57	все это	5	4
58	на то	3	4
59	но это	2	4
60	одной стороны	3	4
61	даже в	3	4
62	один из	5	4
63	на него	4	4
64	так в	4	4
65	с одной	3	4
66	как и	9	4
67	и даже	5	4
68	и с	3	4
69	и на	3	4
70	потому что	5	4
71	могут быть	3	4
72	находится в	2	4
73	как будто	2	4
74	как правило	3	4
75	мы знаем	2	4
76	во время	5	3
77	в образе	3	3
78	именно в	4	3
79	в начале	3	3
80	для этого	2	3
81	на этом	2	3
82	при этом	5	3
83	то время	5	3
84	наряду с	2	3
85	к сожалению	2	3
86	в котором	4	3
87	и по	6	3
88	отношению к	3	3
89	из них	10	3
90	того как	3	3
91	в форме	2	3
92	в их	4	3
93	и его	8	3
94	как мы	4	3
95	из которых	2	3
96	же самое	2	3
97	как это	3	3
98	время как	4	3
99	по отношению	3	3
100	тем что	4	3
101	в другом	4	3
102	в то	10	3
103	будто бы	2	3
104	почти не	2	3
105	в рамках	2	2
106	это время	2	2
107	отличие от	2	2
108	в частности	3	2
109	к этому	4	2
110	столь же	2	2
111	а сам	2	2
112	вовсе не	2	2
113	ясно что	4	2
114	здесь в	3	2
115	в тех	3	2
116	ни было	2	2
117	видно из	2	2
118	то ни	2	2
119	мы видели	2	2
120	и как	3	2
121	из всех	2	2
122	вывод что	2	2
123	по своей	2	2
124	одна из	2	2
125	связанные с	2	2
126	тот же	3	2
127	в действительности	2	2
128	одной из	3	2
129	большей частью	2	2
130	же как	3	2
131	относится к	2	2
132	в доме	2	2
133	ни одной	2	2
134	еще в	5	2
135	и тем	2	2
136	в нем	4	2
137	бы то	2	2
138	источником для	2	2
139	в целом	3	2
140	указывает на	2	2
141	всего в	3	2
142	со стороны	2	2
143	как в	5	2
144	даже не	2	2
145	как раз	3	2
146	меньшей мере	2	2
147	то и	2	2
148	он не	3	2
149	в виде	3	2
150	должны были	8	2
151	еще и	2	2
152	и вот	4	2
153	там же	3	2
154	именно на	2	2
155	для всех	2	2
156	право на	2	2
157	в древней	2	2
158	ничего не	3	2
159	нас в	2	2
160	между тем	5	2
161	однако в	3	2
162	в себе	2	2
163	в области	2	2
