N	2gram	Propp_Isto_3	FransuaR
1	и в	22	65
2	и др	2	24
3	и не	12	22
4	вовсе не	2	18
5	в том	9	16
6	в этом	17	15
7	но в	10	14
8	в нем	9	13
9	мы уже	6	12
10	прежде всего	3	11
11	и на	4	11
12	и его	4	10
13	и потому	2	10
14	не только	14	10
15	но и	12	10
16	так и	2	10
17	все эти	4	10
18	в его	3	9
19	в своем	2	8
20	всех этих	2	8
21	в дальнейшем	4	8
22	и другие	4	8
23	и даже	2	8
24	его в	3	7
25	жизни и	2	7
26	точки зрения	2	7
27	только в	4	7
28	никогда не	3	6
29	том что	8	6
30	все же	5	6
31	как мы	8	6
32	еще не	10	6
33	при этом	2	6
34	может быть	11	6
35	в ней	2	6
36	на самом	2	6
37	и у	3	6
38	сказать что	3	6
39	так как	7	6
40	связана с	3	5
41	в одном	2	5
42	в частности	5	5
43	еще более	2	5
44	в них	6	5
45	превращается в	3	5
46	потому что	3	5
47	и пр	11	5
48	связь с	6	5
49	как в	2	5
50	как и	3	5
51	между тем	2	5
52	и все	3	5
53	связи с	6	4
54	и к	3	4
55	не в	4	4
56	в этой	5	4
57	можно только	3	4
58	отношение к	4	4
59	совершенно не	2	4
60	из них	7	4
61	сих пор	5	4
62	до сих	5	4
63	для нас	4	4
64	здесь и	2	4
65	во время	6	4
66	в жизни	2	4
67	что в	15	3
68	характерно для	2	3
69	это не	6	3
70	в тех	2	3
71	что он	9	3
72	но все	2	3
73	но это	3	3
74	даже в	2	3
75	к нему	5	3
76	то что	7	3
77	на землю	2	3
78	где они	2	3
79	не может	4	3
80	уже не	7	3
81	с другой	7	3
82	друг друга	6	3
83	в других	4	3
84	он и	3	3
85	далеко не	3	3
86	нет ничего	2	3
87	связан с	2	3
88	и здесь	7	3
89	ничего не	6	3
90	и с	4	3
91	с миром	2	3
92	но не	7	2
93	к тому	3	2
94	представления о	2	2
95	и от	3	2
96	из этих	3	2
97	во многих	2	2
98	на все	2	2
99	можно сказать	2	2
100	и так	2	2
101	же в	2	2
102	да и	2	2
103	а затем	3	2
104	мы видим	8	2
105	мы найдем	2	2
106	от него	2	2
107	одной стороны	2	2
108	они в	2	2
109	и он	2	2
110	здесь на	2	2
111	например в	2	2
112	на его	3	2
113	между прочим	3	2
114	хотя и	2	2
115	он не	5	2
116	его на	2	2
117	не вполне	6	2
118	и для	2	2
119	в целом	3	2
120	в некоторых	5	2
121	к жизни	2	2
122	только на	2	2
123	в свете	5	2
124	с одной	2	2
125	и вот	2	2
126	мы здесь	4	2
127	того что	5	2
128	что не	2	2
129	есть только	2	2
130	одним из	4	2
131	роль в	2	2
132	или в	11	2
133	образом в	2	2
134	который был	2	2
135	этот вопрос	2	2
136	их в	3	2
137	в этих	11	2
138	могут быть	5	2
139	о том	3	2
140	и это	2	2
141	в особенности	2	2
142	большинстве случаев	2	2
143	в чем	3	2
