N	2gram	Vygotskiy__2	formyVre
1	и в	32	50
2	то есть	21	33
3	в романе	2	32
4	в этом	13	25
5	в нем	4	24
6	и его	7	16
7	и не	10	14
8	вовсе не	2	13
9	как раз	5	13
10	в его	2	13
11	по существу	3	12
12	так и	3	12
13	может быть	18	11
14	таким образом	21	11
15	то же	13	11
16	и как	7	10
17	но в	3	10
18	в конце	3	9
19	в том	37	9
20	же время	2	9
21	в особенности	2	9
22	все эти	7	9
23	в других	2	9
24	в то	5	9
25	не только	12	9
26	с его	2	9
27	роль в	2	9
28	ничего не	4	9
29	в самом	12	8
30	его жизни	2	8
31	и т	10	8
32	и их	3	8
33	но и	10	8
34	и на	5	8
35	как и	10	8
36	того же	2	8
37	жизни и	4	8
38	ни в	2	8
39	т п	8	8
40	не было	2	7
41	все же	4	6
42	в частности	3	6
43	это не	2	6
44	например в	3	6
45	с ее	3	6
46	в их	3	6
47	не может	17	6
48	так же	18	6
49	так как	12	6
50	с этим	4	6
51	и все	4	6
52	в жизни	4	6
53	во всех	3	6
54	то что	21	6
55	в ее	2	6
56	как в	9	6
57	что в	20	5
58	одного и	2	5
59	не в	8	5
60	значение в	2	5
61	и до	4	5
62	время как	3	5
63	в основе	11	5
64	точки зрения	17	5
65	если бы	6	5
66	отнюдь не	5	5
67	но не	2	5
68	еще не	2	5
69	наряду с	4	5
70	он не	6	5
71	того чтобы	14	5
72	для того	13	5
73	и у	2	5
74	могут быть	4	5
75	понятно что	2	4
76	до конца	3	4
77	и следовательно	2	4
78	все это	5	4
79	не имеет	4	4
80	потому что	21	4
81	и с	4	4
82	в ней	5	4
83	в них	2	4
84	то время	3	4
85	в процессе	2	4
86	жизнь и	3	4
87	том что	21	4
88	и для	4	4
89	и то	3	4
90	только в	7	4
91	и это	4	4
92	не могут	3	3
93	в этих	2	3
94	в отношении	3	3
95	формы и	6	3
96	к тому	7	3
97	с тем	11	3
98	при этом	13	3
99	не имеют	2	3
100	себе и	2	3
101	в виду	3	3
102	один из	3	3
103	этом отношении	5	3
104	и других	3	3
105	но эта	2	3
106	а в	4	3
107	и те	4	3
108	их в	2	3
109	сказать что	7	3
110	в одном	2	3
111	значение и	2	3
112	есть не	4	3
113	в сущности	7	3
114	что и	17	3
115	вместе с	2	3
116	сих пор	5	3
117	только на	5	3
118	еще более	3	3
119	а не	7	3
120	что не	3	3
121	мы не	3	3
122	мы видим	4	3
123	в таком	2	3
124	с другими	2	3
125	во всяком	2	3
126	и ее	3	3
127	в себе	2	3
128	до сих	5	3
129	место в	2	2
130	мы будем	2	2
131	же как	4	2
132	никогда не	9	2
133	с другой	3	2
134	само собой	3	2
135	это то	2	2
136	что все	9	2
137	была бы	2	2
138	а только	3	2
139	для нас	2	2
140	его от	2	2
141	в глаза	2	2
142	в свою	3	2
143	процесс в	3	2
144	есть только	5	2
145	в целом	4	2
146	не к	3	2
147	отношение к	2	2
148	к своему	2	2
149	те же	6	2
150	мы находим	2	2
151	в самой	2	2
152	того что	8	2
153	и даже	5	2
154	и по	4	2
155	к ним	2	2
156	в которых	3	2
157	также и	2	2
158	но он	3	2
159	во всем	3	2
160	мы должны	3	2
161	как он	2	2
162	романе в	2	2
163	сравнению с	2	2
164	не как	3	2
165	же что	2	2
166	тогда когда	3	2
167	ясно что	7	2
168	по себе	12	2
169	и к	3	2
170	об этом	3	2
171	в чем	4	2
172	на другой	2	2
173	эта форма	2	2
174	с этими	2	2
175	было бы	11	2
176	превращение в	2	2
177	по самому	3	2
178	том же	2	2
179	оно не	2	2
180	по сравнению	2	2
181	в своей	3	2
182	как бы	6	2
183	совершенно не	4	2
184	если мы	12	2
185	с точки	10	2
186	хотя бы	3	2
187	в которой	2	2
188	той же	8	2
189	у них	2	2
190	в данном	4	2
191	как она	4	2
192	тем что	9	2
193	сами же	2	2
194	в каком	3	2
195	того и	2	2
196	и вообще	2	2
197	ту же	4	2
198	далеко не	5	2
199	там где	2	2
200	отличие от	2	2
201	того не	2	2
