N	2gram	Losev_Dial_3	Komedia
1	и в	24	22
2	т е	48	13
3	том что	8	12
4	в том	5	11
5	но и	9	11
6	не только	23	10
7	из них	3	10
8	в то	5	10
9	как и	7	9
10	и т	24	9
11	может быть	13	9
12	таким образом	13	8
13	и не	27	8
14	и его	5	8
15	о том	6	8
16	что в	7	6
17	что он	13	6
18	к тому	4	6
19	ни в	9	6
20	тому же	2	6
21	и по	2	6
22	то же	6	6
23	не в	3	6
24	а в	2	6
25	с другой	4	5
26	прежде всего	8	5
27	при этом	2	5
28	в его	2	5
29	в истории	4	5
30	так и	5	5
31	все это	6	5
32	другой стороны	2	5
33	нового времени	2	5
34	то время	4	5
35	и даже	13	5
36	потому что	7	5
37	именно в	2	4
38	в их	2	4
39	ясно что	7	4
40	несмотря на	2	4
41	как мы	2	4
42	же в	2	4
43	же время	3	4
44	в нем	3	4
45	что и	6	4
46	так в	2	4
47	т д	23	4
48	тем что	3	4
49	и вот	2	4
50	время как	4	4
51	точки зрения	25	4
52	так как	6	4
53	но в	2	4
54	же как	2	3
55	не менее	11	3
56	в них	5	3
57	чаще всего	2	3
58	вопрос о	5	3
59	на то	3	3
60	у нас	4	3
61	и как	8	3
62	одной стороны	3	3
63	и у	2	3
64	в частности	2	3
65	и о	3	3
66	у него	2	3
67	хотя и	5	3
68	он не	5	3
69	все же	3	3
70	на основании	2	3
71	так же	4	3
72	с одной	3	3
73	мы не	5	3
74	как раз	7	3
75	и на	3	3
76	в этом	8	3
77	и с	6	3
78	в виде	8	3
79	могут быть	2	3
80	и ее	3	3
81	только в	5	3
82	и все	6	3
83	в чем	4	3
84	как это	5	3
85	ничего не	17	3
86	и здесь	2	2
87	еще и	2	2
88	за пределы	3	2
89	и без	3	2
90	и во	2	2
91	вовсе не	13	2
92	тем не	10	2
93	мы знаем	3	2
94	и можно	2	2
95	одна из	3	2
96	на этом	2	2
97	но не	2	2
98	по одному	2	2
99	еще не	2	2
100	было бы	5	2
101	в самом	7	2
102	всяком случае	2	2
103	для себя	2	2
104	говоря уже	2	2
105	и тем	2	2
106	то что	14	2
107	бы то	2	2
108	не говоря	2	2
109	ее в	2	2
110	все что	3	2
111	со стороны	2	2
112	всего этого	2	2
113	даже не	6	2
114	только что	4	2
115	при всем	4	2
116	то и	3	2
117	для этого	2	2
118	в сущности	10	2
119	не может	19	2
120	даже если	2	2
121	что у	2	2
122	а мы	3	2
123	из которых	3	2
124	и притом	5	2
125	к нему	3	2
126	в силу	3	2
127	или в	2	2
128	нас в	2	2
129	но это	5	2
130	и формы	2	2
131	во всяком	2	2
132	на себя	3	2
133	в своих	2	2
134	в себе	2	2
135	уже о	2	2
136	е в	4	2
