N	2gram	Bakhtin_sl_1	Psycholo
1	и в	41	38
2	все время	3	30
3	в том	3	25
4	в самом	5	25
5	может быть	14	19
6	точки зрения	16	16
7	в ней	4	15
8	то есть	26	15
9	том что	2	14
10	как бы	12	14
11	и т	28	14
12	потому что	2	14
13	в этом	12	13
14	мы видим	2	12
15	было бы	3	12
16	не только	16	12
17	таким образом	9	12
18	не в	7	12
19	в сущности	13	10
20	то же	14	10
21	и не	16	10
22	и все	4	10
23	с точки	8	9
24	все же	7	8
25	перед нами	4	8
26	с этим	3	8
27	в одном	2	8
28	вовсе не	7	8
29	для нас	2	8
30	как и	4	8
31	так что	2	8
32	как раз	2	8
33	из этого	3	8
34	для того	2	8
35	и то	2	8
36	с другой	5	7
37	в ее	2	7
38	а не	15	7
39	не может	14	7
40	как мы	8	7
41	а в	6	7
42	между тем	2	7
43	мы уже	2	7
44	из них	3	6
45	и здесь	3	6
46	к тому	3	6
47	до сих	2	6
48	она не	3	6
49	один из	4	6
50	в котором	2	6
51	тому что	2	6
52	он не	3	6
53	с одной	4	6
54	так как	3	6
55	если мы	2	6
56	и его	14	6
57	и на	14	6
58	о том	3	6
59	там где	4	6
60	в своем	3	5
61	на этом	2	5
62	одной стороны	4	5
63	совершенно не	2	5
64	в своей	7	5
65	но и	16	5
66	сих пор	2	5
67	другой стороны	4	5
68	т п	23	5
69	в той	10	5
70	или в	8	5
71	мы не	2	5
72	в другом	2	5
73	в его	13	5
74	так сказать	5	5
75	в которой	4	5
76	никогда не	3	4
77	из него	2	4
78	что они	2	4
79	в свою	3	4
80	по своему	2	4
81	при этом	6	4
82	и для	4	4
83	конечно не	3	4
84	во всех	17	4
85	в нем	30	4
86	в целом	2	4
87	как в	8	4
88	т д	5	4
89	все эти	9	4
90	того что	3	4
91	и даже	6	4
92	время как	2	4
93	сказать что	2	4
94	мы все	2	4
95	у него	3	4
96	только в	6	4
97	одна из	2	4
98	в себе	3	4
99	как только	3	3
100	действительно не	2	3
101	в них	6	3
102	из этих	3	3
103	что все	2	3
104	к этому	2	3
105	из одного	2	3
106	и к	5	3
107	без всяких	2	3
108	того же	6	3
109	одно и	2	3
110	и о	2	3
111	в основе	5	3
112	был бы	2	3
113	все это	5	3
114	одновременно и	2	3
115	и заставляет	2	3
116	и тем	2	3
117	далеко не	5	3
118	в то	14	3
119	его в	3	3
120	рассказ в	2	3
121	здесь не	2	3
122	в плане	6	3
123	но в	8	3
124	одного из	2	2
125	в данном	3	2
126	не могут	3	2
127	всех этих	4	2
128	к своему	6	2
129	в этих	2	2
130	от этой	2	2
131	все они	7	2
132	между собой	2	2
133	и одновременно	2	2
134	а вовсе	2	2
135	хотя бы	3	2
136	столь же	2	2
137	с этой	3	2
138	и во	3	2
139	лежит в	4	2
140	на самом	2	2
141	во всяком	7	2
142	друг другу	2	2
143	на всю	3	2
144	и ее	3	2
145	и эти	2	2
146	до конца	12	2
147	уже не	2	2
148	у нас	2	2
149	по существу	3	2
150	у них	2	2
151	свою очередь	2	2
152	не могла	2	2
153	то время	2	2
154	здесь в	4	2
155	лучшем случае	2	2
156	для него	3	2
157	слов и	2	2
158	и может	3	2
159	и часто	4	2
160	например в	2	2
161	но он	2	2
162	по преимуществу	4	2
163	и той	2	2
164	поэтического стиля	6	2
165	всяком случае	5	2
166	с ее	4	2
167	он может	2	2
168	дело не	2	2
169	данном случае	3	2
170	так же	2	2
171	нами в	2	2
172	в виде	2	2
173	а с	2	2
174	и наконец	4	2
175	и по	2	2
176	мы найдем	3	2
177	той же	2	2
178	в лучшем	2	2
179	в качестве	3	2
180	он в	5	2
181	автора и	4	2
182	и следовательно	7	2
183	эти слова	2	2
184	как к	2	2
185	заставляет его	2	2
186	в истории	3	2
187	одним словом	2	2
188	на возможность	2	2
189	с ним	7	2
190	ничего не	4	2
191	поэзии и	4	2
192	в эту	2	2
193	том и	2	2
