N	2gram	Losev_Prob_5	Komedia
1	и в	30	22
2	v в	5	13
3	том что	17	12
4	в том	12	11
5	но и	13	11
6	не только	18	10
7	из них	2	10
8	в то	4	10
9	как и	7	9
10	может быть	7	9
11	в одном	3	8
12	таким образом	13	8
13	и не	12	8
14	и его	6	8
15	о том	12	8
16	едва ли	4	7
17	в этой	10	7
18	что в	5	6
19	в отношении	3	6
20	в конце	8	6
21	что он	7	6
22	к тому	2	6
23	ни в	4	6
24	такого рода	2	6
25	то же	2	6
26	не в	7	6
27	а в	6	6
28	в которой	5	6
29	уже в	2	5
30	с другой	6	5
31	прежде всего	6	5
32	при этом	4	5
33	в его	12	5
34	еще в	5	5
35	один из	2	5
36	на его	2	5
37	так и	7	5
38	как в	2	5
39	до нас	7	5
40	другой стороны	6	5
41	iv в	4	5
42	нового времени	4	5
43	то время	3	5
44	и даже	14	5
45	потому что	13	5
46	между тем	2	5
47	именно в	3	4
48	эсхила и	3	4
49	к этому	2	4
50	по поводу	2	4
51	ясно что	4	4
52	несмотря на	6	4
53	как мы	2	4
54	же в	3	4
55	в другом	3	4
56	что они	3	4
57	в качестве	4	4
58	участие в	2	4
59	а также	3	4
60	в котором	2	4
61	в нем	6	4
62	что и	6	4
63	на него	2	4
64	тем что	2	4
65	время как	3	4
66	в результате	7	4
67	точки зрения	10	4
68	ли не	2	4
69	конце концов	6	4
70	так как	6	4
71	но в	9	4
72	мы можем	5	4
73	не менее	5	3
74	однако в	3	3
75	в них	2	3
76	на то	2	3
77	новое время	3	3
78	у нас	7	3
79	и как	6	3
80	здесь в	2	3
81	после того	3	3
82	тот же	3	3
83	одной стороны	3	3
84	и сам	4	3
85	в начале	3	3
86	и у	5	3
87	в частности	4	3
88	и о	5	3
89	у него	11	3
90	да и	2	3
91	хотя и	8	3
92	он не	3	3
93	все же	9	3
94	отношению к	2	3
95	отношение к	2	3
96	на землю	7	3
97	так же	5	3
98	по отношению	2	3
99	того как	5	3
100	с одной	3	3
101	в году	5	3
102	н э	18	3
103	не мог	4	3
104	мы не	2	3
105	как раз	5	3
106	и на	6	3
107	в этом	17	3
108	и с	5	3
109	в виде	10	3
110	только в	9	3
111	и все	9	3
112	его в	6	3
113	схолиаста к	4	3
114	в чем	2	3
115	ничего не	2	3
116	в противоположность	3	2
117	до н	5	2
118	еще и	4	2
119	для них	3	2
120	и без	2	2
121	то ни	2	2
122	вовсе не	8	2
123	указывает на	3	2
124	в свою	2	2
125	от них	2	2
126	тем не	5	2
127	он был	2	2
128	раз в	2	2
129	из всех	2	2
130	но не	7	2
131	совсем не	3	2
132	именно на	2	2
133	того же	4	2
134	до сих	2	2
135	еще не	3	2
136	было бы	4	2
137	в самом	5	2
138	и людей	3	2
139	и самого	3	2
140	в новое	3	2
141	всяком случае	2	2
142	для себя	5	2
143	и тем	3	2
144	то что	18	2
145	бы то	2	2
146	не к	2	2
147	в древности	2	2
148	в первой	2	2
149	наряду с	2	2
150	вместе с	7	2
151	ее в	2	2
152	все что	2	2
153	в до	3	2
154	вслед за	2	2
155	который в	9	2
156	при всем	2	2
157	то и	2	2
158	не может	5	2
159	в других	3	2
160	что у	5	2
161	в период	4	2
162	и притом	5	2
163	к нему	3	2
164	в силу	5	2
165	или в	4	2
166	нас в	4	2
167	в трагедии	4	2
168	тем как	2	2
169	во всяком	2	2
170	но он	5	2
171	что касается	3	2
172	это время	2	2
173	в себе	4	2
174	по своей	2	2
175	как будто	3	2
176	будто бы	5	2
177	к людям	4	2
178	в области	2	2
179	сих пор	2	2
