N	2gram	Voloshinov_1	Narrotol
1	не только	8	32
2	может быть	26	25
3	но и	8	23
4	в качестве	2	21
5	и не	26	20
6	и в	19	19
7	в том	6	18
8	в этом	16	17
9	в частности	2	14
10	том что	3	14
11	не в	5	14
12	а не	7	12
13	то что	8	11
14	а в	4	11
15	не может	24	10
16	точки зрения	34	10
17	при этом	8	9
18	так и	11	9
19	в его	6	9
20	с другой	5	8
21	не является	4	8
22	и т.п	10	8
23	в себе	2	8
24	и т.д	2	7
25	как и	12	7
26	еще не	4	7
27	к тому	2	7
28	все же	8	7
29	как в	4	7
30	по отношению	3	7
31	том числе	2	6
32	что он	2	6
33	отношению к	2	6
34	то в	2	6
35	точка зрения	7	6
36	именно в	5	6
37	о том	2	6
38	но в	7	6
39	и как	3	5
40	отнюдь не	6	5
41	нуждается в	3	5
42	по себе	4	5
43	или иной	3	5
44	можно сказать	3	5
45	не все	2	5
46	и его	19	5
47	в данном	4	5
48	в основе	2	5
49	между двумя	3	5
50	в отличие	5	5
51	отличие от	5	5
52	далеко не	4	5
53	переход от	4	4
54	точку зрения	2	4
55	во втором	2	4
56	прежде всего	13	4
57	одного из	3	4
58	в нем	10	4
59	что не	2	4
60	то же	7	4
61	но все	3	4
62	же время	3	4
63	было бы	4	4
64	связи с	11	4
65	имеет место	2	4
66	одной из	3	4
67	как бы	15	4
68	хотя бы	5	4
69	другой стороны	6	4
70	те же	5	4
71	из которых	2	4
72	числе и	2	4
73	не столько	4	4
74	сказать что	4	4
75	только в	9	4
76	речевых жанров	2	4
77	и с	2	4
78	не существует	3	3
79	не менее	4	3
80	жизни в	4	3
81	ни было	10	3
82	же как	2	3
83	что в	4	3
84	могут быть	2	3
85	никогда не	2	3
86	из этих	2	3
87	в свою	2	3
88	тем не	2	3
89	ни в	2	3
90	это и	3	3
91	одна из	2	3
92	свою очередь	2	3
93	в сущности	3	3
94	в ней	4	3
95	он не	3	3
96	и даже	2	3
97	мог бы	2	3
98	не есть	3	3
99	с ее	2	3
100	не будет	4	3
101	бы то	8	3
102	в первом	3	3
103	из них	3	3
104	жизни и	2	3
105	в ее	7	3
106	бытия в	7	3
107	то ни	8	3
108	этом отношении	3	3
109	как мы	13	3
110	сводится к	3	3
111	и он	2	3
112	или иначе	2	3
113	и на	4	3
114	между тем	3	3
115	тем что	2	3
116	в то	3	3
117	зависит от	2	2
118	независимо от	2	2
119	должна быть	2	2
120	в общей	2	2
121	между собой	2	2
122	в своем	2	2
123	в какой	3	2
124	первом случае	3	2
125	они все	2	2
126	не как	2	2
127	не могло	2	2
128	она может	3	2
129	в литературе	2	2
130	другом и	2	2
131	различие между	3	2
132	на первый	2	2
133	между ними	4	2
134	во внешнем	2	2
135	и тот	4	2
136	для него	9	2
137	языка и	13	2
138	в пределах	6	2
139	она не	2	2
140	от одного	3	2
141	к другому	3	2
142	и потому	5	2
143	и др	2	2
144	нет и	4	2
145	не имеет	3	2
146	точкой зрения	2	2
147	зрения и	2	2
148	так же	7	2
149	как раз	2	2
150	как к	2	2
151	в связи	7	2
152	и только	2	2
153	не было	3	2
154	все эти	7	2
155	в двух	2	2
156	человека в	2	2
157	совершенно не	3	2
158	самом деле	10	2
159	к другой	3	2
160	одним из	2	2
161	и для	11	2
162	с точки	20	2
163	в таком	2	2
164	или в	2	2
165	можно было	2	2
166	в результате	9	2
167	нового времени	2	2
168	одну из	2	2
169	и ее	3	2
170	без исключения	8	2
171	речевой акт	2	2
172	этого слова	2	2
173	и все	5	2
174	жизни но	2	2
175	его в	3	2
176	мира и	2	2
177	оно может	4	2
178	ничего не	6	2
179	таком случае	2	2
