N	2gram	Voloshinov_2	Stilisti
1	и в	19	42
2	как бы	19	27
3	не только	13	27
4	и т.п	10	24
5	прежде всего	7	22
6	и т.д	4	20
7	внутренней речи	7	18
8	хотя бы	6	17
9	но и	10	15
10	то же	16	15
11	и не	19	14
12	социального общения	3	14
13	может быть	28	12
14	не может	18	12
15	точки зрения	17	11
16	как и	9	11
17	мы уже	6	11
18	и как	6	10
19	отнюдь не	8	10
20	как мы	15	10
21	в этом	15	10
22	при этом	9	9
23	в то	8	9
24	то что	4	9
25	для того	6	9
26	мы не	2	9
27	все же	5	8
28	в ней	3	8
29	слово как	2	8
30	таким образом	14	8
31	речевого общения	12	8
32	в себе	4	8
33	и это	3	8
34	никогда не	7	7
35	зависимости от	2	7
36	и от	3	7
37	же время	8	7
38	речевое общение	6	7
39	и тем	4	7
40	и на	5	7
41	так как	3	7
42	с его	8	7
43	в зависимости	2	7
44	слов и	3	7
45	было бы	4	7
46	ситуация и	3	7
47	а не	9	7
48	того чтобы	6	7
49	и его	16	7
50	речевого взаимодействия	5	7
51	мы можем	6	7
52	только в	8	7
53	ничего не	4	7
54	точку зрения	2	6
55	другими словами	2	6
56	или иной	5	6
57	не в	10	6
58	в этой	3	6
59	в свою	6	6
60	в форме	5	6
61	речевое взаимодействие	2	6
62	говорящего и	2	6
63	но ведь	3	6
64	в нем	11	6
65	во всех	6	6
66	в процессе	18	6
67	так и	10	6
68	речи и	13	6
69	или как	2	6
70	слова в	8	5
71	уже в	2	5
72	независимо от	2	5
73	в нашем	2	5
74	тому что	4	5
75	и следовательно	6	5
76	и является	2	5
77	не является	8	5
78	мы видели	4	5
79	и их	4	5
80	с помощью	6	5
81	а в	3	5
82	и с	2	5
83	в живом	3	5
84	обратное влияние	4	5
85	же самое	6	5
86	того или	2	5
87	или иного	2	5
88	одно и	3	5
89	мы никогда	2	5
90	в его	5	5
91	вместе с	2	5
92	в той	5	5
93	с точки	13	5
94	той же	3	5
95	слова и	6	5
96	самого начала	5	4
97	все время	2	4
98	что это	2	4
99	во внутренней	2	4
100	к тому	6	4
101	влияние на	4	4
102	с самого	5	4
103	которой мы	2	4
104	свою очередь	5	4
105	общения и	2	4
106	в качестве	3	4
107	в самом	6	4
108	той или	4	4
109	жизненной идеологии	12	4
110	языка и	15	4
111	того что	4	4
112	речь и	4	4
113	так же	5	4
114	о том	3	4
115	его в	7	4
116	бы в	4	4
117	общения в	3	4
118	но в	7	4
119	не существует	3	4
120	если бы	11	4
121	у нас	3	4
122	мы увидим	2	4
123	если б	3	4
124	жизненная идеология	4	4
125	себя в	2	4
126	а с	2	4
127	если мы	6	4
128	самом деле	9	4
129	и пр	25	4
130	тем же	4	4
131	в слове	4	4
132	и то	3	4
133	то есть	2	4
134	так сказать	14	4
135	его и	3	3
136	язык не	3	3
137	перед нами	3	3
138	это не	4	3
139	всякое слово	3	3
140	здесь мы	3	3
141	слова о	4	3
142	но что	2	3
143	целое высказывание	3	3
144	и эта	2	3
145	но для	2	3
146	в котором	3	3
147	не к	3	3
148	жизни и	2	3
149	высказывания как	7	3
150	что оно	3	3
151	лишь в	14	3
152	и даже	2	3
153	не так	2	3
154	сказать что	4	3
155	и здесь	5	3
156	в начале	2	3
157	всякое высказывание	3	3
158	и все	6	3
159	социальной группы	6	3
160	этого слова	5	3
161	в ее	3	3
162	том что	10	3
163	жизненной идеологией	4	3
164	в тех	2	3
165	еще не	3	3
166	в данной	4	3
167	внутренней и	2	3
168	конечно не	4	3
169	внешнее выражение	4	3
170	высказывание как	12	3
171	мы ни	5	3
172	так называемой	2	3
173	что и	3	3
174	не будет	3	3
175	отношения к	2	3
176	да и	3	3
177	только на	4	3
178	слова как	2	3
179	на самом	7	3
180	слово и	3	3
181	между ними	2	3
182	и для	7	3
183	высказывания и	11	3
184	то мы	2	3
185	выражение в	5	3
186	связи с	13	3
187	не знает	2	3
188	может стать	2	3
189	и внешней	2	3
190	ответ на	2	3
191	место в	2	2
192	понимания и	2	2
193	в душе	4	2
194	происхождении языка	2	2
195	в какой	3	2
196	иное как	2	2
197	и речь	2	2
198	вопрос о	2	2
199	же слово	2	2
200	в том	7	2
201	нас не	2	2
202	тому же	2	2
203	тип завершения	2	2
204	из всего	2	2
205	для него	9	2
206	до конца	2	2
207	в пределах	10	2
208	между говорящими	2	2
209	значительной степени	2	2
210	и переживания	2	2
211	не с	2	2
212	в этих	3	2
213	в связи	7	2
214	в отношении	4	2
215	не было	3	2
216	все эти	3	2
217	ведь если	4	2
218	в материале	2	2
219	должно быть	3	2
220	высказывания в	7	2
221	высказывания не	2	2
222	о происхождении	2	2
223	даже и	2	2
224	все то	2	2
225	жизненной речи	3	2
226	в жизни	2	2
227	в основе	9	2
228	неизбежно предполагает	3	2
229	смысле этого	4	2
230	с этим	3	2
231	житейский жанр	2	2
232	к этому	5	2
233	высказывания его	2	2
234	значение и	2	2
235	что он	4	2
236	быть понято	2	2
237	в идеологическом	2	2
238	речи во	2	2
239	трением слова	2	2
240	но не	2	2
241	связано с	3	2
242	одной из	3	2
243	точном смысле	4	2
244	оно является	2	2
245	и потому	2	2
246	переживания и	4	2
247	той социальной	2	2
248	не есть	3	2
249	совершенно иначе	2	2
250	в своей	3	2
251	сих пор	3	2
252	бытия в	2	2
253	связь с	4	2
254	сложившиеся идеологические	2	2
255	бы не	2	2
256	в точном	4	2
257	выражения как	2	2
258	и стилистика	2	2
259	допустим что	2	2
260	в значительной	2	2
261	и он	2	2
262	к нему	5	2
263	или в	2	2
264	в языке	7	2
265	тем что	2	2
266	это же	2	2
267	в каком	3	2
268	приказание просьба	2	2
