N	2gram	Voloshinov_1	Problema
1	и в	12	30
2	в своей	3	22
3	то что	5	18
4	не только	4	18
5	том что	5	17
6	в этом	4	17
7	но и	3	13
8	таким образом	12	13
9	в том	6	12
10	в его	2	12
11	и не	10	12
12	о том	3	12
13	в своем	2	11
14	для нас	7	10
15	точки зрения	14	10
16	все же	4	9
17	сказать что	7	9
18	но в	5	9
19	и вообще	3	9
20	только в	6	9
21	и все	2	9
22	художественного творчества	3	8
23	с точки	2	8
24	никогда не	5	7
25	как и	5	7
26	но не	2	7
27	может быть	14	7
28	вместе с	2	7
29	так и	4	7
30	не в	4	7
31	здесь не	3	7
32	с другой	4	6
33	прежде всего	8	6
34	можно сказать	5	6
35	уже не	4	6
36	и для	3	6
37	как бы	13	6
38	в нем	6	6
39	что и	2	6
40	другой стороны	2	6
41	и что	2	6
42	и его	13	6
43	и на	4	6
44	можно найти	2	6
45	его в	4	6
46	так как	9	6
47	не менее	3	5
48	что в	2	5
49	тем не	3	5
50	так же	3	5
51	в самом	4	5
52	не может	16	5
53	а не	5	5
54	и притом	2	5
55	и то	2	5
56	и с	3	5
57	мы можем	2	5
58	отнюдь не	5	4
59	тогда когда	2	4
60	ни в	3	4
61	ясно что	3	4
62	но все	2	4
63	при этом	6	4
64	не так	2	4
65	и к	4	4
66	и вполне	2	4
67	в себе	3	4
68	в то	2	4
69	из этого	3	4
70	едва ли	2	4
71	все время	6	3
72	и другие	2	3
73	в отношении	2	3
74	еще не	3	3
75	одной стороны	2	3
76	он не	2	3
77	в настоящее	2	3
78	находит в	2	3
79	бы не	2	3
80	с одной	2	3
81	того что	3	3
82	к нему	4	3
83	быть только	2	3
84	в ней	6	3
85	настоящее время	2	3
86	с ним	3	3
87	в виду	5	3
88	и более	3	2
89	но тем	2	2
90	в них	3	2
91	в какой	2	2
92	хотя бы	5	2
93	как в	5	2
94	это не	2	2
95	с этой	2	2
96	уже в	2	2
97	была бы	2	2
98	к этому	2	2
99	по себе	3	2
100	то же	5	2
101	да и	3	2
102	кроме того	2	2
103	до сих	3	2
104	жизни и	4	2
105	в данном	2	2
106	что не	4	2
107	мы имеем	2	2
108	конечно не	3	2
109	но для	3	2
110	и является	4	2
111	в котором	3	2
112	отношению к	11	2
113	бы то	3	2
114	не к	3	2
115	когда он	3	2
116	на него	2	2
117	данном случае	2	2
118	отношение к	4	2
119	по отношению	11	2
120	то ни	3	2
121	в атмосфере	2	2
122	все эти	3	2
123	с помощью	6	2
124	мы не	3	2
125	самом деле	3	2
126	форму и	2	2
127	между тем	3	2
128	нас и	2	2
129	дело в	4	2
130	тем как	2	2
131	в чем	2	2
132	ничего не	2	2
133	сих пор	3	2
