N	2gram	Losev_Prob_2	Psycholo
1	то что	38	37
2	и в	35	30
3	в том	12	27
4	что в	11	24
5	и что	13	23
6	потому что	13	23
7	том что	19	21
8	для того	3	20
9	таким образом	4	20
10	того чтобы	2	20
11	как бы	4	19
12	что он	4	17
13	на то	6	17
14	если мы	9	16
15	и мы	2	16
16	не только	24	16
17	в самом	5	14
18	в этом	17	14
19	так же	5	13
20	как раз	8	13
21	то есть	39	13
22	одной стороны	5	12
23	вместе с	2	12
24	с одной	5	12
25	если бы	4	11
26	может быть	18	11
27	как на	2	11
28	что мы	14	11
29	о том	18	10
30	с другой	6	9
31	для этого	3	9
32	не может	13	9
33	и то	10	9
34	сказать что	24	9
35	так как	7	9
36	с тем	3	8
37	тому что	3	8
38	к тому	3	8
39	не в	2	8
40	а не	10	8
41	при этом	3	8
42	того что	12	8
43	заключается в	4	8
44	самом деле	4	8
45	и это	5	8
46	по себе	8	7
47	и как	4	7
48	зависимости от	2	7
49	но не	4	7
50	мы можем	6	7
51	все же	8	7
52	и т	6	7
53	то же	5	7
54	точки зрения	2	7
55	в основе	3	7
56	уже в	3	6
57	ясно что	8	6
58	в зависимости	2	6
59	в своем	4	6
60	что она	4	6
61	мы все	3	6
62	как и	5	6
63	что если	4	6
64	что с	2	6
65	и если	3	6
66	совершенно не	2	6
67	и тем	4	6
68	и для	6	6
69	но и	16	6
70	что все	6	6
71	что оно	2	6
72	и не	37	6
73	или в	2	6
74	и здесь	4	6
75	никак не	11	6
76	тем что	4	6
77	мы уже	3	6
78	о котором	3	6
79	как будто	6	6
80	когда мы	6	6
81	с и	2	5
82	только не	3	5
83	и есть	4	5
84	по этому	3	5
85	эта теория	4	5
86	в целом	3	5
87	несмотря на	3	5
88	как мы	5	5
89	в этой	9	5
90	что они	3	5
91	еще не	10	5
92	до сих	4	5
93	было бы	8	5
94	был бы	6	5
95	один из	3	5
96	сих пор	4	5
97	другой стороны	5	5
98	сводится к	2	5
99	в своих	3	5
100	в себе	5	5
101	но в	6	5
102	только в	14	5
103	же самое	6	5
104	бы в	3	5
105	как только	3	4
106	казалось бы	7	4
107	в результате	4	4
108	в частности	5	4
109	друг к	2	4
110	и все	5	4
111	прежде всего	11	4
112	стороны и	4	4
113	мы могли	2	4
114	то это	3	4
115	уже давно	5	4
116	у нас	18	4
117	есть не	6	4
118	указывает на	5	4
119	и к	3	4
120	мысль о	2	4
121	в ней	2	4
122	в его	7	4
123	что всякое	2	4
124	в него	2	4
125	в них	2	4
126	не есть	33	4
127	к другу	2	4
128	только на	9	4
129	внимание на	3	4
130	этому поводу	2	4
131	а в	4	4
132	содержания и	5	4
133	из которых	2	4
134	могли бы	3	4
135	в конце	7	4
136	о чем	6	4
137	в виду	8	4
138	не можем	4	4
139	не существует	6	3
140	не могут	4	3
141	первый план	3	3
142	одним и	2	3
143	бы мы	2	3
144	думается что	2	3
145	при таком	2	3
146	в состоянии	2	3
147	хотя бы	12	3
148	заставляет нас	2	3
149	из этих	3	3
150	это в	2	3
151	вовсе не	37	3
152	вопрос о	3	3
153	самого начала	2	3
154	что на	4	3
155	для нас	9	3
156	об этом	2	3
157	с самого	3	3
158	так что	11	3
159	одна из	3	3
160	тот же	4	3
161	он не	2	3
162	что и	2	3
163	ни в	6	3
164	данном случае	5	3
165	так и	7	3
166	что при	4	3
167	в их	3	3
168	есть нечто	7	3
169	это только	3	3
170	и только	4	3
171	идет речь	2	3
172	т д	6	3
173	по поводу	2	3
174	но только	4	3
175	в той	2	3
176	и о	4	3
177	и наконец	3	3
178	в таком	11	3
179	той же	2	3
180	мы не	7	3
181	можно было	5	3
182	и на	5	3
183	в каком	4	3
184	в данном	10	3
185	мы должны	3	3
186	в этих	4	3
187	и поэтому	2	3
188	он является	2	2
189	из самых	2	2
190	перед нами	2	2
191	в отношении	4	2
192	с которой	3	2
193	связи с	5	2
194	представить себе	4	2
195	между собой	5	2
196	не является	7	2
197	бы его	2	2
198	с этим	5	2
199	этом смысле	5	2
200	есть то	5	2
201	или иной	5	2
202	не что	3	2
203	можно сказать	6	2
204	на первый	4	2
205	и можно	3	2
206	этом случае	7	2
207	для нашей	3	2
208	нас не	3	2
209	и того	3	2
210	но все	2	2
211	и при	2	2
212	если я	2	2
213	это значит	4	2
214	в нашей	3	2
215	ли мы	2	2
216	что их	2	2
217	от друга	2	2
218	по преимуществу	2	2
219	по самому	3	2
220	на том	3	2
221	как они	2	2
222	и следовательно	4	2
223	той или	5	2
224	в качестве	2	2
225	каждый элемент	2	2
226	о которых	3	2
227	еще в	2	2
228	сами по	2	2
229	тех пор	4	2
230	гораздо более	4	2
231	себе и	2	2
232	но мы	3	2
233	иное как	3	2
234	друг от	2	2
235	во всех	2	2
236	и той	4	2
237	быть и	2	2
238	до тех	4	2
239	в нее	2	2
240	нам кажется	2	2
241	все это	4	2
242	отличается от	2	2
243	совершенно правильно	2	2
244	от нас	3	2
245	это совершенно	2	2
246	говорится о	2	2
247	все равно	3	2
248	это и	3	2
249	одной и	2	2
250	и хотя	2	2
251	и даже	11	2
252	есть только	8	2
253	должно быть	2	2
254	этой теории	4	2
255	ничего не	10	2
256	и с	10	2
257	является в	2	2
258	и самый	4	2
259	в нашем	3	2
260	само по	2	2
261	даже и	18	2
262	что иное	3	2
263	совсем не	7	2
264	в то	6	2
265	не знает	3	2
266	если же	3	2
267	все эти	7	2
268	из этого	2	2
269	конце концов	7	2
270	и ни	3	2
271	едва ли	9	2
272	только о	8	2
273	это будет	3	2
274	на самом	4	2
