N	2gram	Vygotskiy__4	KulturaY
1	и т	6	33
2	в том	21	30
3	и в	33	24
4	потому что	24	23
5	том что	22	21
6	т п	3	18
7	что в	21	17
8	того чтобы	22	17
9	для того	23	16
10	было бы	12	15
11	т д	2	14
12	в этом	28	14
13	точки зрения	6	14
14	может быть	22	13
15	все же	5	12
16	таким образом	13	12
17	в его	10	12
18	и не	13	12
19	не в	2	11
20	только в	4	11
21	вовсе не	5	10
22	в самом	12	10
23	у нас	4	10
24	не только	7	10
25	хотя бы	2	10
26	если бы	10	9
27	то что	44	9
28	прежде всего	2	9
29	самом деле	12	9
30	того что	4	9
31	с точки	4	9
32	о том	20	9
33	так как	12	9
34	том чтобы	4	8
35	то же	9	8
36	а не	6	8
37	как раз	9	8
38	тем что	3	8
39	в них	2	7
40	с другой	2	7
41	связи с	2	7
42	как бы	25	7
43	вместе с	8	7
44	не может	10	7
45	это не	6	7
46	так и	3	7
47	однако не	2	6
48	в какой	5	6
49	именно в	2	6
50	что он	20	6
51	при этом	2	6
52	в ней	6	6
53	но и	3	6
54	все это	13	6
55	другой стороны	2	6
56	можно было	4	6
57	все эти	6	6
58	в которых	3	6
59	мы имеем	2	6
60	в которой	4	6
61	с тем	4	5
62	что это	13	5
63	к тому	12	5
64	но не	3	5
65	что не	4	5
66	например в	3	5
67	всяком случае	3	5
68	и что	25	5
69	целый ряд	5	5
70	в виду	2	5
71	не просто	4	5
72	в той	3	5
73	не потому	2	5
74	а в	4	5
75	и его	5	5
76	в результате	2	5
77	во всяком	3	5
78	с ним	5	5
79	и с	2	5
80	с его	2	4
81	в частности	4	4
82	и потому	2	4
83	что эти	2	4
84	на то	10	4
85	в нем	7	4
86	в тех	2	4
87	по существу	2	4
88	что они	6	4
89	в пределах	3	4
90	из них	4	4
91	это и	5	4
92	один из	2	4
93	что и	3	4
94	в целом	5	4
95	сих пор	3	4
96	со стороны	2	4
97	до сих	3	4
98	как в	3	4
99	внимание на	2	4
100	не на	2	4
101	с этим	5	4
102	в самой	6	4
103	тем самым	3	4
104	так что	7	4
105	так же	13	4
106	и на	5	4
107	из этих	2	4
108	и является	2	4
109	слова и	4	4
110	уже в	2	3
111	нисколько не	5	3
112	как на	6	3
113	казалось бы	5	3
114	смысле этого	3	3
115	ему нужно	2	3
116	для этого	8	3
117	ясно что	5	3
118	была бы	2	3
119	то это	3	3
120	можно сказать	2	3
121	сводится к	2	3
122	в этой	9	3
123	мы увидим	2	3
124	и может	5	3
125	и если	9	3
126	в сущности	6	3
127	этого слова	3	3
128	слова как	3	3
129	и эти	2	3
130	в котором	2	3
131	даже в	2	3
132	когда он	7	3
133	что она	10	3
134	тому что	6	3
135	в своем	7	3
136	а с	2	3
137	не было	3	3
138	что оно	3	3
139	в их	2	3
140	и он	3	3
141	в таком	4	3
142	должно быть	3	3
143	той же	4	3
144	и здесь	3	3
145	и то	2	3
146	в себе	6	3
147	как это	14	3
148	в одном	3	3
149	том как	3	3
150	не все	2	2
151	я не	4	2
152	и есть	4	2
153	никогда не	5	2
154	с этой	4	2
155	не является	2	2
156	и все	12	2
157	что касается	2	2
158	что все	11	2
159	на самом	6	2
160	и говорит	3	2
161	вопрос о	2	2
162	по себе	9	2
163	идет о	3	2
164	если мы	12	2
165	в то	3	2
166	для нас	7	2
167	что его	3	2
168	как и	5	2
169	и как	5	2
170	но все	2	2
171	в сторону	3	2
172	что если	3	2
173	а на	2	2
174	же время	2	2
175	ли это	3	2
176	тот же	3	2
177	в это	2	2
178	и мы	15	2
179	конечно не	3	2
180	в своей	4	2
181	никак не	6	2
182	но если	3	2
183	о нем	4	2
184	все те	2	2
185	себе и	2	2
186	речь идет	3	2
187	был бы	3	2
188	ее в	4	2
189	ни в	3	2
190	меньше всего	2	2
191	и именно	2	2
192	бы и	2	2
193	так например	4	2
194	смысл и	4	2
195	он не	11	2
196	свидетельствуют о	2	2
197	и для	3	2
198	как я	3	2
199	иначе говоря	2	2
200	прав когда	2	2
201	на этот	3	2
202	не имеет	2	2
203	ни одного	2	2
204	действия и	2	2
205	увидим что	3	2
206	когда мы	6	2
207	слов в	2	2
208	также и	2	2
209	от этого	3	2
210	одно из	2	2
211	в каком	8	2
212	во все	3	2
213	могли бы	2	2
214	заключается в	5	2
215	на примере	2	2
216	до конца	7	2
217	ничего не	2	2
218	но в	2	2
219	это было	4	2
