N	2gram	Bakhtin_Fr_5	Mirosoze
1	и в	45	46
2	в нем	10	22
3	у него	4	22
4	может быть	2	21
5	в этом	14	20
6	для него	3	18
7	и не	15	18
8	не только	14	18
9	но и	10	15
10	не может	5	15
11	как и	10	13
12	а не	4	13
13	прежде всего	10	12
14	потому что	7	12
15	не было	3	11
16	в ней	8	11
17	но он	3	11
18	и он	3	11
19	но в	14	10
20	он не	6	10
21	он был	7	9
22	не в	7	9
23	и есть	2	8
24	переходит в	2	8
25	но это	5	8
26	как бы	12	8
27	в своем	11	8
28	так как	6	8
29	в этой	6	7
30	что он	6	7
31	и к	5	7
32	как в	3	7
33	хотя бы	2	7
34	и для	3	7
35	что это	2	6
36	так же	8	6
37	того что	3	6
38	и здесь	4	6
39	и там	2	6
40	жизни и	8	6
41	то же	11	5
42	в отношении	2	5
43	что все	2	5
44	и вот	3	5
45	в самом	4	5
46	один из	2	5
47	что она	3	5
48	это не	3	5
49	свободу и	5	5
50	в конце	7	5
51	и все	7	5
52	в духе	2	5
53	к тому	2	5
54	то что	2	5
55	в своей	3	5
56	для того	6	5
57	и его	13	5
58	в его	13	5
59	и это	4	5
60	что в	12	4
61	они и	2	4
62	свободы и	2	4
63	не имеет	3	4
64	также и	7	4
65	с его	7	4
66	том что	7	4
67	должен быть	2	4
68	что и	7	4
69	так и	6	4
70	того чтобы	6	4
71	жизнь и	2	4
72	народа и	2	4
73	же как	4	3
74	себя и	2	3
75	и от	4	3
76	в каждом	2	3
77	на все	2	3
78	ни в	3	3
79	в том	10	3
80	он хочет	2	3
81	мира сего	2	3
82	менее всего	3	3
83	жизни в	2	3
84	не мог	4	3
85	и на	5	3
86	сказать что	4	3
87	и с	10	3
88	о том	4	3
89	его в	5	3
90	как он	3	3
91	с ним	5	3
92	в них	6	3
93	и во	4	3
94	это и	5	3
95	есть и	5	3
96	до сих	3	3
97	сих пор	3	3
98	от того	3	3
99	чтобы не	2	3
100	и она	2	3
101	жизни он	3	3
102	той же	4	3
103	он в	2	3
104	только в	4	3
105	есть в	3	3
106	в чем	2	3
107	но на	3	2
108	мы еще	2	2
109	жизни она	2	2
110	мир и	3	2
111	свою правду	2	2
112	но эта	2	2
113	и если	2	2
114	хотя и	5	2
115	к нему	2	2
116	и за	2	2
117	но она	3	2
118	выйти из	3	2
119	чем не	2	2
120	лишь в	2	2
121	его не	4	2
122	а в	4	2
123	к самым	2	2
124	в основе	4	2
125	точки зрения	4	2
126	в церкви	2	2
127	но этот	3	2
128	бы в	4	2
129	нет ни	2	2
130	между тем	2	2
131	на этом	5	2
132	свобода и	3	2
133	в пределе	3	2
134	и та	2	2
135	превращается в	2	2
136	мы видим	5	2
137	связи с	6	2
138	нельзя было	2	2
139	и что	2	2
140	в сущности	4	2
141	во всех	13	2
142	к ней	2	2
143	как ее	2	2
144	еще в	2	2
145	вместе с	3	2
146	в атмосфере	6	2
147	можно было	4	2
148	нас в	2	2
149	от этого	2	2
150	духа в	2	2
151	от его	3	2
152	ничего не	4	2
