N	2gram	Berdyaev_M_1	Myslijsy
1	потому что	16	52
2	то есть	3	42
3	и в	28	39
4	может быть	30	27
5	в том	6	26
6	только в	6	25
7	что в	10	22
8	не может	28	22
9	а не	25	21
10	так как	3	21
11	не только	29	21
12	в нем	13	20
13	но и	25	20
14	и не	11	18
15	том что	3	16
16	не в	16	15
17	в этом	20	15
18	если бы	2	14
19	отношению к	2	13
20	по отношению	2	13
21	в себе	7	13
22	было бы	10	12
23	есть только	2	11
24	в человеке	8	10
25	не есть	9	10
26	то что	5	10
27	как в	2	10
28	и что	2	10
29	могут быть	2	9
30	для нас	3	9
31	как и	5	9
32	мысли и	2	9
33	тем что	4	9
34	душевной жизни	2	9
35	но в	7	9
36	но не	8	8
37	вместе с	6	8
38	того что	7	8
39	точки зрения	4	8
40	должно быть	3	7
41	в ней	15	7
42	в истории	2	7
43	с этим	3	7
44	это не	5	7
45	духа и	4	7
46	в этих	4	7
47	от нее	5	6
48	человеческого духа	26	6
49	и как	2	6
50	как бы	2	6
51	что и	4	6
52	все же	2	6
53	бы не	2	6
54	и по	4	6
55	в каком	2	6
56	с тем	9	5
57	что человек	3	5
58	и потому	10	5
59	в его	9	5
60	а в	4	5
61	и для	2	5
62	не имеет	3	5
63	и его	9	5
64	не могут	5	4
65	никогда не	14	4
66	вопрос о	2	4
67	прежде всего	10	4
68	в свою	2	4
69	мы видим	2	4
70	самого себя	2	4
71	от него	4	4
72	для него	11	4
73	к тому	3	4
74	увидим что	4	4
75	мысли о	2	4
76	том смысле	2	4
77	не было	18	4
78	быть не	2	4
79	в более	2	4
80	в то	2	4
81	бы в	2	4
82	смысле в	2	4
83	в самой	7	3
84	прежде чем	2	3
85	в них	4	3
86	и во	2	3
87	и от	2	3
88	и это	12	3
89	в жизни	3	3
90	есть уже	4	3
91	в этой	6	3
92	в своем	10	3
93	мы увидим	3	3
94	она не	4	3
95	в своей	15	3
96	и их	3	3
97	относится к	2	3
98	для того	2	3
99	никто не	2	3
100	в мире	10	3
101	в самом	11	3
102	свободы и	10	3
103	не мог	3	3
104	к этой	2	3
105	не так	3	3
106	с ним	2	3
107	должна быть	6	3
108	сказать что	2	3
109	одно из	3	3
110	он не	24	3
111	человеческой природы	20	3
112	и все	10	3
113	она может	2	3
114	и с	3	3
115	не существует	2	2
116	и есть	14	2
117	что дух	2	2
118	но он	9	2
119	людьми и	3	2
120	он должен	3	2
121	с этой	4	2
122	и вместе	4	2
123	а как	2	2
124	но если	3	2
125	жизни и	2	2
126	уже не	4	2
127	у нас	5	2
128	есть не	4	2
129	человека не	4	2
130	чем в	2	2
131	необходимости и	2	2
132	все что	2	2
133	для них	3	2
134	того чтобы	2	2
135	мог бы	4	2
136	за пределы	4	2
137	одним из	2	2
138	к ней	4	2
139	есть свобода	5	2
140	в виду	2	2
141	чтобы не	2	2
142	его с	2	2
143	не все	2	2
144	в пути	2	2
145	заключает в	3	2
146	в их	4	2
147	для человека	3	2
148	необходимости в	2	2
149	ко всем	3	2
150	на этот	2	2
151	хотя бы	3	2
152	в движении	3	2
153	даже и	2	2
154	к новому	2	2
155	в начале	2	2
156	духовной жизни	3	2
157	как будто	2	2
158	все в	6	2
159	о том	2	2
160	нет ничего	7	2
161	что свобода	3	2
162	когда мы	2	2
163	из глубины	3	2
164	в которой	6	2
165	природы в	3	2
