N	2gram	Nazirov_Tv_1	Psycholo
1	то что	8	37
2	и в	21	30
3	в том	7	27
4	что в	12	24
5	потому что	5	23
6	том что	11	21
7	таким образом	5	20
8	как бы	17	19
9	что он	6	17
10	не только	7	16
11	в самом	3	14
12	в этом	6	14
13	так же	3	13
14	то есть	12	13
15	вместе с	2	12
16	может быть	5	11
17	о том	6	10
18	никогда не	3	9
19	с другой	3	9
20	и когда	2	9
21	не может	4	9
22	сказать что	2	9
23	так как	3	9
24	к тому	2	8
25	не в	2	8
26	а не	5	8
27	при этом	7	8
28	того что	3	8
29	самом деле	2	8
30	могут быть	2	8
31	на деле	2	8
32	в нем	3	7
33	и как	4	7
34	но не	3	7
35	все же	5	7
36	и т	3	7
37	то же	13	7
38	героя и	2	7
39	в основе	2	7
40	уже в	3	6
41	в своем	4	6
42	что она	2	6
43	именно в	2	6
44	как и	12	6
45	и тем	2	6
46	но и	3	6
47	по мнению	3	6
48	что все	3	6
49	и не	7	6
50	жизни и	3	6
51	говорит что	2	6
52	и его	6	6
53	или в	2	6
54	о котором	2	6
55	как будто	5	6
56	в целом	4	5
57	в этой	5	5
58	был бы	2	5
59	когда он	2	5
60	один из	4	5
61	в двух	2	5
62	в своих	5	5
63	в себе	2	5
64	но в	7	5
65	только в	5	5
66	в частности	2	4
67	и все	6	4
68	прежде всего	4	4
69	говорит о	3	4
70	есть не	2	4
71	мысль о	2	4
72	в своей	4	4
73	в ней	2	4
74	в его	13	4
75	в него	2	4
76	есть основа	3	4
77	только на	2	4
78	только что	2	4
79	а в	6	4
80	в виду	2	4
81	не существует	3	3
82	и другие	3	3
83	у него	7	3
84	хотя бы	5	3
85	это не	4	3
86	это в	3	3
87	к этому	2	3
88	вовсе не	5	3
89	самого начала	3	3
90	об этом	2	3
91	с самого	3	3
92	так что	2	3
93	одна из	2	3
94	в свою	7	3
95	для него	6	3
96	тот же	2	3
97	он говорит	3	3
98	он не	8	3
99	что и	2	3
100	на его	3	3
101	данном случае	2	3
102	так и	2	3
103	как в	8	3
104	в их	3	3
105	времени и	4	3
106	но только	2	3
107	и наконец	2	3
108	с которым	2	3
109	той же	3	3
110	человека в	6	3
111	но он	2	3
112	и на	7	3
113	в данном	2	3
114	т п	2	3
115	в этих	2	3
116	в которой	3	3
117	перед нами	2	2
118	с его	11	2
119	в одной	2	2
120	в каждом	3	2
121	а как	2	2
122	можно сказать	2	2
123	до конца	2	2
124	а затем	2	2
125	в романе	10	2
126	и того	2	2
127	того же	2	2
128	в нашей	2	2
129	в образах	2	2
130	и та	2	2
131	по преимуществу	2	2
132	по самому	2	2
133	на том	2	2
134	в качестве	2	2
135	еще в	2	2
136	в котором	6	2
137	себе не	2	2
138	гораздо более	2	2
139	из них	2	2
140	все это	10	2
141	но его	2	2
142	в отличие	2	2
143	это и	3	2
144	в себя	2	2
145	мы находим	2	2
146	приводит к	2	2
147	и даже	3	2
148	и он	2	2
149	он видит	3	2
150	отличие от	2	2
151	и с	3	2
152	в то	15	2
153	ту же	3	2
154	не знает	2	2
155	в рассказе	3	2
156	дело в	3	2
157	собой в	2	2
158	нет ни	2	2
159	но она	2	2
160	на самом	3	2
