N	2gram	Ircho_Kome_3	Myslijsy
1	потому что	10	49
2	и в	22	24
3	может быть	6	23
4	то что	4	20
5	и не	21	19
6	а не	4	18
7	в том	12	18
8	что в	5	16
9	не только	5	15
10	того же	6	14
11	при этом	7	13
12	было бы	3	13
13	не в	4	13
14	не может	3	12
15	то же	7	12
16	мы можем	3	12
17	если бы	8	11
18	что мы	2	11
19	что и	8	11
20	вместе с	9	11
21	мы не	2	11
22	таким образом	12	11
23	в себе	4	10
24	так что	6	10
25	как в	2	10
26	так как	11	10
27	вовсе не	4	9
28	в нем	3	9
29	как бы	3	9
30	но и	4	9
31	под влиянием	2	8
32	а в	7	8
33	том что	13	8
34	и на	2	8
35	в этом	8	8
36	не могут	2	7
37	прежде всего	5	7
38	во всяком	3	7
39	всяком случае	3	7
40	во всех	2	7
41	как и	3	7
42	тем что	5	7
43	с этим	3	7
44	связи с	5	6
45	с другой	4	6
46	в одном	2	6
47	свою очередь	6	6
48	в свою	7	6
49	только как	2	6
50	тем не	3	6
51	и т	4	6
52	не было	2	6
53	не имеет	3	6
54	между тем	2	6
55	в то	6	6
56	уже в	2	5
57	не менее	5	5
58	столь же	3	5
59	с ним	5	5
60	что они	2	5
61	тот же	2	5
62	что не	3	5
63	на то	3	5
64	о том	8	5
65	судя по	3	5
66	так и	4	5
67	в них	3	5
68	бы не	2	5
69	от того	2	5
70	для того	6	5
71	все остальные	2	5
72	с другими	2	5
73	из них	5	5
74	только для	2	5
75	все же	4	5
76	в которой	3	5
77	во время	6	4
78	никогда не	3	4
79	что он	8	4
80	до сих	9	4
81	еще не	6	4
82	и если	2	4
83	в самом	9	4
84	время как	2	4
85	в котором	2	4
86	только один	2	4
87	сих пор	9	4
88	с одной	3	4
89	если не	3	4
90	и что	6	4
91	в таком	2	4
92	как он	3	4
93	то время	2	4
94	с тем	4	4
95	в других	3	4
96	но в	5	4
97	на вопрос	2	3
98	это не	2	3
99	не как	2	3
100	и все	2	3
101	человека и	2	3
102	хотя и	5	3
103	то это	5	3
104	о которой	2	3
105	ни было	2	3
106	все что	3	3
107	одной стороны	3	3
108	не совсем	2	3
109	в ней	4	3
110	и во	2	3
111	его в	8	3
112	не с	2	3
113	при виде	3	3
114	в целом	3	3
115	себе в	3	3
116	на него	4	3
117	со стороны	11	3
118	что она	4	3
119	только что	7	3
120	что его	5	3
121	т п	4	3
122	человека в	2	3
123	если мы	2	3
124	того кто	2	3
125	тем же	3	3
126	не так	3	3
127	и для	4	3
128	его не	2	3
129	что для	2	3
130	далеко не	3	3
131	том как	3	3
132	самого начала	4	2
133	из себя	3	2
134	и его	6	2
135	в какой	3	2
136	хотя бы	4	2
137	что ни	3	2
138	и это	2	2
139	между ними	2	2
140	состоит в	2	2
141	к этому	6	2
142	с его	3	2
143	не дает	4	2
144	мы знаем	2	2
145	не зная	3	2
146	бы в	4	2
147	такое же	2	2
148	которой мы	2	2
149	за пределы	2	2
150	но все	4	2
151	так же	4	2
152	что ему	2	2
153	у него	4	2
154	же время	5	2
155	что с	2	2
156	и тот	3	2
157	даже при	2	2
158	к ней	8	2
159	но если	3	2
160	его на	2	2
161	в его	8	2
162	себя и	2	2
163	один из	3	2
164	все это	5	2
165	для обозначения	2	2
166	другой стороны	2	2
167	в связи	4	2
168	скорее всего	4	2
169	самом деле	6	2
170	с самого	4	2
171	того чтобы	6	2
172	друг друга	4	2
173	отношения к	2	2
174	как это	5	2
175	по отношению	5	2
176	и здесь	4	2
177	их в	3	2
178	тому что	2	2
179	ничем не	4	2
180	в другом	2	2
181	и поэтому	4	2
