N	3gram	Tiupa_Anal_1	Literetu
1	в том что	9	11
2	в отличие от	6	5
3	то же время	6	5
4	состоит в том	3	5
5	в то же	8	5
6	на наш взгляд	6	5
7	в данном случае	2	4
8	в конечном счете	4	4
9	не сводится к	2	3
10	в силу своей	2	3
11	в этом отношении	2	2
12	из того что	3	2
13	о том что	3	2
14	как совокупность факторов	2	2
15	с точки зрения	4	2
16	подобно тому как	3	2
17	с одной стороны	3	2
18	совокупность факторов художественного	2	2
19	факторов художественного впечатления	5	2
20	с легкой руки	2	2
21	по отношению к	5	2
