N	2gram	Vinokur_St_2	EvropaiE
1	и в	29	37
2	в отношении	2	32
3	точки зрения	5	23
4	что в	19	21
5	не только	19	18
6	с точки	2	17
7	в то	2	16
8	хотя бы	3	15
9	то же	2	15
10	отношении к	3	15
11	в своем	9	14
12	в качестве	5	14
13	но и	19	14
14	и не	9	14
15	но в	8	14
16	в этом	21	12
17	в их	3	11
18	в том	27	11
19	в области	2	11
20	с и	2	10
21	так и	9	10
22	прежде всего	5	9
23	не может	2	9
24	т е	10	9
25	в себе	2	9
26	только в	2	9
27	так же	3	9
28	к тому	10	8
29	в ее	2	8
30	было бы	5	8
31	в своей	7	8
32	между тем	5	8
33	как и	2	7
34	по своему	2	7
35	между прочим	12	7
36	того что	5	7
37	а также	2	7
38	с другой	4	7
39	также и	2	7
40	так как	2	7
41	с этой	2	6
42	вовсе не	6	6
43	том что	27	6
44	может быть	2	6
45	для того	7	6
46	на то	2	6
47	как бы	5	6
48	то что	11	6
49	того чтобы	6	6
50	и даже	3	6
51	и на	6	6
52	же как	3	5
53	в частности	4	5
54	не в	4	5
55	но не	3	5
56	одной из	3	5
57	со стороны	2	5
58	в той	5	5
59	в течение	6	5
60	и по	3	5
61	в россии	3	5
62	и потому	2	5
63	ни было	2	4
64	то ни	2	4
65	именно в	4	4
66	вопрос о	6	4
67	на всем	2	4
68	бы то	2	4
69	несмотря на	2	4
70	в самом	7	4
71	в ней	7	4
72	даже в	2	4
73	в процессе	2	4
74	по себе	3	4
75	не на	2	4
76	не имеет	2	4
77	сказать что	2	4
78	в каком	2	4
79	в полной	2	4
80	как это	2	4
81	и к	4	3
82	этом отношении	9	3
83	с тем	7	3
84	никогда не	3	3
85	в них	2	3
86	вообще не	3	3
87	на себя	3	3
88	в общем	3	3
89	очевидно что	2	3
90	того же	2	3
91	в известном	3	3
92	не дает	2	3
93	бы ни	2	3
94	тем в	2	3
95	из них	3	3
96	всяком случае	3	3
97	не является	3	3
98	что и	2	3
99	говорит о	2	3
100	ее в	2	3
101	как в	3	3
102	идет о	3	3
103	как на	9	3
104	в результате	2	3
105	потому что	9	3
106	во всяком	3	3
107	тем что	3	3
108	в данном	2	3
109	о том	17	3
110	дело в	4	3
111	там где	2	3
112	отметить что	2	3
113	и более	2	2
114	относятся к	3	2
115	а не	5	2
116	в этих	3	2
117	еще более	4	2
118	в какой	2	2
119	с этим	3	2
120	в одном	6	2
121	но также	4	2
122	и теперь	2	2
123	одном из	3	2
124	в содержании	2	2
125	утверждать что	2	2
126	что на	3	2
127	и как	2	2
128	отношений между	3	2
129	что это	3	2
130	кажется что	3	2
131	не к	2	2
132	он не	9	2
133	в его	13	2
134	в котором	7	2
135	только к	2	2
136	при помощи	4	2
137	в некоторых	2	2
138	вместе с	7	2
139	таким образом	10	2
140	если бы	2	2
141	но с	4	2
142	и сейчас	3	2
143	и что	6	2
144	в значительной	2	2
145	на этот	2	2
146	другой стороны	3	2
147	во многом	2	2
148	этот вопрос	2	2
149	и с	4	2
150	хотя и	4	2
151	в этой	2	2
152	в истории	2	2
153	в эту	3	2
