N	2gram	Ircho_Kome_1	Vladivir
1	и в	22	31
2	в году	3	30
3	не только	10	24
4	а к	2	22
5	но и	11	19
6	то что	2	18
7	и не	8	17
8	у него	3	15
9	и даже	5	15
10	он был	2	14
11	том что	12	14
12	что в	6	14
13	в этом	3	14
14	и с	3	14
15	там же	3	13
16	что он	6	12
17	по поводу	4	12
18	в его	5	12
19	но в	4	12
20	в том	11	11
21	между прочим	2	11
22	потому что	5	11
23	о том	8	11
24	он не	3	10
25	как мы	4	9
26	а в	6	9
27	в течение	3	9
28	только в	3	9
29	в конце	6	9
30	и по	6	8
31	в то	10	8
32	так как	4	8
33	уже в	5	7
34	в доме	2	7
35	в эти	2	7
36	и и	3	7
37	как раз	3	7
38	и его	8	7
39	как это	3	7
40	еще и	2	7
41	е в	2	7
42	к этому	4	6
43	у нас	3	6
44	в качестве	4	6
45	того же	2	6
46	и сам	3	6
47	может быть	9	6
48	в котором	4	6
49	так и	5	6
50	не может	2	6
51	то же	6	6
52	все это	5	5
53	вовсе не	2	5
54	на то	3	5
55	в период	2	5
56	не в	6	5
57	со своим	5	5
58	а также	4	5
59	что и	4	5
60	в своих	2	5
61	но он	2	5
62	после смерти	3	4
63	же время	4	4
64	что у	2	4
65	и все	3	4
66	и теперь	2	4
67	в нем	4	4
68	главным образом	3	4
69	к ней	2	4
70	в себе	2	4
71	да и	3	4
72	как и	9	4
73	и как	3	4
74	в этой	7	4
75	по своей	2	4
76	совсем не	2	4
77	такого рода	6	4
78	можно судить	4	4
79	хотя и	3	4
80	еще в	5	4
81	и особенно	4	4
82	один из	5	4
83	в истории	5	4
84	не раз	2	4
85	и у	3	4
86	несмотря на	4	4
87	из его	4	4
88	к нему	2	4
89	в которой	6	4
90	к тому	6	3
91	в виде	3	3
92	со своей	2	3
93	с другой	5	3
94	как в	5	3
95	но не	2	3
96	но это	2	3
97	что они	4	3
98	по своему	3	3
99	ничего не	3	3
100	тот же	3	3
101	и из	2	3
102	за пределы	2	3
103	конце концов	4	3
104	все же	3	3
105	на его	5	3
106	в целом	3	3
107	отношение к	3	3
108	вместе с	2	3
109	на него	4	3
110	или менее	2	3
111	другой стороны	5	3
112	в отношении	6	3
113	что к	2	3
114	таким образом	8	3
115	эти годы	2	3
116	и вот	4	3
117	в в	4	3
118	здесь мы	3	3
119	не мог	3	3
120	и притом	2	3
121	едва ли	7	3
122	и на	3	3
123	что касается	2	3
124	на себя	2	3
125	это время	2	3
126	и здесь	2	3
127	в начале	3	3
128	во время	5	3
129	место в	3	2
130	тем что	4	2
131	время и	2	2
132	не менее	3	2
133	в частности	3	2
134	в них	3	2
135	указывает на	2	2
136	в годы	6	2
137	на все	2	2
138	образом в	2	2
139	ясно что	4	2
140	на всю	3	2
141	в тех	3	2
142	одной из	3	2
143	тем не	2	2
144	мы знаем	2	2
145	и можно	2	2
146	ни в	6	2
147	судить по	3	2
148	тому же	6	2
149	на этом	2	2
150	все что	2	2
151	то время	5	2
152	еще не	2	2
153	при этом	5	2
154	было бы	2	2
155	в самом	2	2
156	и о	3	2
157	которую он	2	2
158	всяком случае	2	2
159	г с	2	2
160	даже в	3	2
161	для себя	2	2
162	и т	9	2
163	в свои	3	2
164	из них	10	2
165	со стороны	2	2
166	даже не	2	2
167	только что	2	2
168	то и	2	2
169	т д	4	2
170	были в	2	2
171	i с	3	2
172	из египта	2	2
173	и других	7	2
174	на основании	3	2
175	для характеристики	2	2
176	следующие слова	2	2
177	где он	2	2
178	в результате	4	2
179	во всяком	2	2
180	известно что	4	2
181	точки зрения	4	2
182	и еще	3	2
183	тех же	2	2
184	в чем	3	2
185	почти не	2	2
186	была уже	2	2
