N	2gram	Medvedev_V_1	Myshleni
1	в этом	26	29
2	точки зрения	3	28
3	и в	26	26
4	не только	25	24
5	то что	6	24
6	таким образом	31	23
7	того чтобы	3	19
8	в том	15	18
9	и не	19	18
10	для того	3	18
11	том что	8	17
12	как и	7	15
13	того что	3	14
14	так же	3	14
15	что в	10	12
16	вместе с	7	12
17	и его	6	12
18	в которой	2	11
19	но и	10	11
20	только не	2	11
21	в слове	3	11
22	не может	17	11
23	что они	3	10
24	тому что	6	9
25	в самом	4	9
26	что мы	2	9
27	в себе	6	9
28	же как	2	8
29	то же	10	8
30	что она	2	8
31	сказать что	5	8
32	что он	4	8
33	ее в	4	8
34	только в	7	8
35	к тому	4	7
36	прежде всего	13	7
37	может быть	22	7
38	и к	3	7
39	по отношению	7	6
40	именно в	2	6
41	заключается в	2	6
42	как на	3	6
43	как бы	5	6
44	в ее	4	6
45	было бы	7	6
46	во всех	6	6
47	все эти	6	6
48	все же	5	6
49	а не	7	6
50	в сознании	4	6
51	на вопрос	2	5
52	можно сказать	4	5
53	одной стороны	2	5
54	если бы	3	5
55	в виду	4	5
56	в целом	4	5
57	и их	3	5
58	с одной	2	5
59	же самое	2	5
60	бы в	3	5
61	как это	12	5
62	с тем	3	5
63	тогда когда	2	5
64	в силу	11	5
65	в качестве	11	5
66	она не	3	5
67	отношению к	7	5
68	как говорит	5	5
69	в процессе	16	5
70	только что	4	5
71	и для	2	5
72	не менее	2	4
73	не могут	7	4
74	никогда не	4	4
75	что у	2	4
76	с другой	11	4
77	и от	3	4
78	в конце	3	4
79	в пользу	2	4
80	в котором	3	4
81	если в	2	4
82	не по	2	4
83	этой точки	2	4
84	и наконец	2	4
85	в его	14	4
86	о том	10	4
87	но в	2	4
88	о чем	2	4
89	по этому	9	4
90	то о	2	4
91	стороны и	2	4
92	связи с	4	4
93	еще не	2	4
94	приводит к	5	4
95	это и	6	4
96	что оно	3	4
97	должны быть	2	4
98	не в	6	4
99	в области	2	4
100	связана с	2	3
101	все это	10	3
102	это не	7	3
103	из этих	7	3
104	очевидно что	7	3
105	момент в	3	3
106	для него	8	3
107	в ней	2	3
108	между ними	3	3
109	не является	5	3
110	мы видели	3	3
111	этом отношении	13	3
112	и по	3	3
113	он не	2	3
114	представить себе	2	3
115	по себе	2	3
116	и заключается	2	3
117	об этом	9	3
118	о его	2	3
119	в другую	2	3
120	в то	6	3
121	но не	2	3
122	в основном	5	3
123	и потому	2	3
124	нет и	3	3
125	что и	3	3
126	в своей	4	3
127	каждой из	2	3
128	плана в	2	3
129	так и	5	3
130	как раз	3	3
131	этому поводу	7	3
132	естественно что	2	3
133	отличается от	2	3
134	с другими	2	3
135	в этой	4	3
136	в чем	2	3
137	перед нами	4	2
138	и весь	2	2
139	можно ли	2	2
140	что все	3	2
141	как известно	2	2
142	что при	2	2
143	только о	2	2
144	мы знаем	3	2
145	его от	2	2
146	что его	2	2
147	ли не	2	2
148	является не	4	2
149	или в	3	2
150	одним из	5	2
151	но для	2	2
152	в конечном	7	2
153	один из	5	2
154	в нем	6	2
155	в их	5	2
156	показывают что	3	2
157	это мы	3	2
158	образом в	3	2
159	лишь в	2	2
160	должно быть	2	2
161	а в	3	2
162	что для	3	2
163	в своих	2	2
164	также и	2	2
165	в которых	3	2
166	к его	2	2
167	и есть	5	2
168	процесса как	3	2
169	могут не	2	2
170	его в	3	2
171	видно из	3	2
172	во время	3	2
173	конечном счете	5	2
174	с этим	3	2
175	к этому	9	2
176	вовсе не	3	2
177	а затем	2	2
178	у нас	2	2
179	и при	5	2
180	о своем	2	2
181	том же	6	2
182	относится к	2	2
183	даже в	5	2
184	не удивительно	4	2
185	этом и	2	2
186	но то	2	2
187	на основании	8	2
188	во всей	2	2
189	но с	2	2
190	что не	3	2
191	из которых	2	2
192	и он	2	2
193	можно было	2	2
194	могут быть	5	2
195	моментов в	3	2
196	и ее	4	2
197	ту же	2	2
198	которые в	2	2
