N	2gram	Nazirov_Tv_1	Problemy
1	и в	21	46
2	то есть	12	40
3	и не	7	27
4	может быть	5	23
5	как бы	17	19
6	не может	4	19
7	в нем	3	17
8	у достоевского	28	16
9	в этом	6	16
10	не только	7	14
11	перед нами	2	12
12	но и	3	12
13	как и	12	12
14	и на	7	11
15	а не	5	11
16	не в	2	10
17	прежде всего	4	9
18	в том	7	9
19	в самом	3	9
20	и все	6	9
21	вовсе не	5	9
22	в его	13	9
23	достоевского в	12	8
24	или в	2	8
25	романах достоевского	15	7
26	и с	3	7
27	в себе	2	7
28	никогда не	3	6
29	в каждом	3	6
30	но это	5	6
31	хотя и	3	6
32	в него	2	6
33	настасьи филипповны	2	6
34	но в	7	6
35	что он	6	6
36	макар девушкин	2	6
37	что я	3	6
38	в романе	10	6
39	то же	13	6
40	все это	10	6
41	и он	2	6
42	и его	6	6
43	только в	5	6
44	это не	4	5
45	же время	12	5
46	при этом	7	5
47	в котором	6	5
48	жизни и	3	5
49	мы находим	2	5
50	в то	15	5
51	так как	3	5
52	в жизни	2	5
53	в романах	13	5
54	с его	11	5
55	у него	7	5
56	на площади	2	5
57	о том	6	5
58	так сказать	2	5
59	уже в	3	4
60	что в	12	4
61	в этих	2	4
62	и время	2	4
63	можно сказать	2	4
64	до конца	2	4
65	в виду	2	4
66	в их	3	4
67	таким образом	5	4
68	и других	3	4
69	в направлении	2	4
70	и наконец	2	4
71	людей и	2	4
72	потому что	5	4
73	а что	2	4
74	же и	2	4
75	не знает	2	4
76	как в	8	4
77	том что	11	4
78	но не	3	4
79	он не	8	4
80	все же	5	4
81	то что	8	4
82	своего рода	4	4
83	так и	2	4
84	приводит к	2	4
85	в себя	2	4
86	уже не	3	4
87	самом деле	2	4
88	героя и	2	4
89	и другие	3	3
90	с другой	3	3
91	человека и	4	3
92	на лестнице	2	3
93	в мире	4	3
94	такой же	2	3
95	в своем	4	3
96	в бедных	5	3
97	одним из	4	3
98	но если	3	3
99	преступления и	5	3
100	здесь нет	2	3
101	и наказания	5	3
102	так же	3	3
103	и даже	3	3
104	но он	2	3
105	себя как	2	3
106	с ее	3	3
107	того же	2	3
108	в повести	5	3
109	в своей	4	3
110	что и	2	3
111	героев достоевского	3	3
112	только на	2	3
113	в отличие	2	3
114	еще более	2	3
115	бедных людях	5	3
116	той же	3	3
117	в этой	5	3
118	далеко не	3	3
119	смешного человека	3	3
120	дело в	3	3
121	отличие от	2	3
122	не менее	6	2
123	он сам	6	2
124	этом романе	2	2
125	отчасти и	2	2
126	мире достоевского	3	2
127	так ли	2	2
128	в одной	2	2
129	мысли и	4	2
130	причем в	2	2
131	достоевского и	3	2
132	к тому	2	2
133	его как	2	2
134	живет в	2	2
135	в одно	2	2
136	яков петрович	2	2
137	так что	2	2
138	и как	4	2
139	времени и	4	2
140	для него	6	2
141	творчества достоевского	4	2
142	если в	2	2
143	и тем	2	2
144	людей в	2	2
145	в первой	2	2
146	преступлении и	4	2
147	на том	2	2
148	но она	2	2
149	к жизни	2	2
150	влияние на	2	2
151	творчество достоевского	3	2
152	и по	3	2
153	а в	6	2
154	сказать что	2	2
155	самим собой	4	2
156	для достоевского	4	2
157	творчестве достоевского	5	2
158	о котором	2	2
159	с ним	3	2
160	а как	2	2
161	романов достоевского	3	2
162	у пушкина	2	2
163	в духе	2	2
164	в преступлении	6	2
165	одна из	2	2
166	достоевского это	4	2
167	не нужно	2	2
168	об этом	2	2
169	к ней	2	2
170	и наказании	4	2
171	когда он	2	2
172	самого достоевского	3	2
173	вместе с	2	2
174	хотя бы	5	2
175	в данном	2	2
176	в рассказе	3	2
177	могут быть	2	2
178	ту же	3	2
179	в сне	2	2
