N	2gram	Bakhtin_Fr_3	Narrotol
1	не только	13	26
2	а не	5	17
3	но и	11	15
4	в том	8	14
5	при этом	3	14
6	и не	13	14
7	том что	4	13
8	и в	40	13
9	в этом	15	13
10	такого рода	3	12
11	в частности	3	11
12	только в	3	11
13	может быть	9	10
14	в данном	4	10
15	своего рода	2	9
16	так и	3	9
17	а в	3	9
18	то есть	18	9
19	то что	5	8
20	в себе	3	8
21	не может	3	8
22	в своем	7	6
23	прежде всего	16	6
24	можно сказать	2	6
25	и к	3	6
26	в его	13	6
27	и т.п	10	6
28	данном случае	2	6
29	все же	2	6
30	у него	8	6
31	как бы	3	6
32	а также	4	6
33	но в	8	6
34	точки зрения	2	5
35	что он	2	5
36	он не	9	5
37	в котором	2	5
38	в нем	5	5
39	отношению к	2	5
40	как в	3	5
41	в форме	2	5
42	по отношению	3	5
43	в отличие	3	5
44	таким образом	10	5
45	в той	6	5
46	с другой	2	5
47	на протяжении	3	5
48	отличие от	3	5
49	в то	6	5
50	далеко не	2	5
51	о том	4	5
52	не менее	2	4
53	если бы	3	4
54	в конце	3	4
55	в литературе	5	4
56	об этом	3	4
57	как и	11	4
58	времени и	2	4
59	все что	2	4
60	что в	12	4
61	для него	5	4
62	не к	2	4
63	жизни и	4	4
64	в своей	6	4
65	в ее	3	4
66	то же	7	4
67	в мире	4	4
68	и у	2	4
69	свидетельствует о	2	4
70	в другом	3	4
71	в этой	3	4
72	и все	9	4
73	с его	3	3
74	это не	2	3
75	или иной	2	3
76	одна из	3	3
77	но не	2	3
78	же время	6	3
79	и сам	2	3
80	как раз	5	3
81	той или	2	3
82	о нем	3	3
83	один из	4	3
84	в целом	2	3
85	все эти	8	3
86	самом деле	3	3
87	того чтобы	4	3
88	и даже	4	3
89	и для	5	3
90	и его	17	3
91	характер и	2	3
92	этом отношении	2	3
93	никак не	3	3
94	сказать что	3	3
95	между тем	3	3
96	так сказать	5	3
97	о чем	2	2
98	одно из	3	2
99	в нашем	4	2
100	хотя бы	2	2
101	из этих	2	2
102	с нею	2	2
103	вовсе не	12	2
104	и здесь	4	2
105	в начале	3	2
106	как о	2	2
107	еще не	3	2
108	было бы	4	2
109	со всеми	5	2
110	в самом	6	2
111	ни для	4	2
112	все то	2	2
113	что и	3	2
114	раз в	2	2
115	начала и	5	2
116	в культуре	4	2
117	жизни с	2	2
118	нового времени	2	2
119	жизнью и	4	2
120	только на	4	2
121	в других	3	2
122	именно в	2	2
123	у нас	4	2
124	в течение	2	2
125	те же	5	2
126	на самом	3	2
127	они не	3	2
128	той же	8	2
129	роль в	4	2
130	мы не	2	2
131	можно было	3	2
132	но это	3	2
133	в ней	4	2
134	но он	2	2
135	в своих	5	2
136	во время	8	2
137	видно что	4	2
138	как он	2	2
139	здесь не	3	2
140	потому что	2	2
141	в области	4	2
